title,price
MEGA EPOXY D501 DERZ RG BEYAZ 5/1,1499.0
MEGA EPOXY D501 DERZ RG GRİ 5/1,1990.0
MEGA VİSCOFİLM ASTAR PEMBE 3kg,650.0
MEGA İZO LASTİK-5 HAZIR İZOLASYON 5kg,600.0
MEGA İZOLASTİK-10 Tam Elast.İzolasyon (SET) 20+10=30kg,2250.0
YAP.HARCI Karser MASTER FLEX GRİ 25 kg (Ekonomik),200.0
YAP.HARCI Karser MASTER FLEX (BEYAZ) 25 kg,275.0
YAP.HARCI Megafix GRİ KÜTAHYA 25 kg *****,300.0
MEGA FİLM BRÜT BETON PEMBE ASTAR 12kg,525.0
YAP.HARCI Megaflex Granit GRİ KÜTAHYA 25 kg,495.0
YAP.HARCI Megaflex Granit BEYAZ KÜTAHYA 25 kg,575.0
MEGA İZO LASTİK - 3 (Spray) 500ml,175.0
MEGA İZOLASTİK-7 Yarı Elast. İzolasyon (SET) 20+6=26kg,1150.0
CAM TUĞLA DERZ ARTISI 10 mm,7.95
KALEKİM Ultra Fuga KAKAO  20 kg,1850.0
KALEKİM Ultra Fuga SÜTLÜ KAHVE  5 kg,350.0
KALEKİM Ultra Fuga NEVŞEHİR BEJ 5 kg,320.0
KALEKİM Ultra Fuga AVANOS BEJ  5 kg,320.0
KALEKİM Ultra Fuga ULUDAĞ GRİ  20 kg,930.0
KALEKİM Ultra Fuga KAPADOKYA BEJ 5 kg,310.0
KALEKİM Ultra Fuga BEYAZ  20 kg,710.0
KALEKİM Ultra Fuga BEYAZ 5 kg,310.0
VMEGA CLEAN DERZ TEMİZLEYİCİ (Spray) 500 ml,275.0
KALEKİM DOLGU ASTARI 4506 3 kg,650.0
YAP.HARCI Megafix BEYAZ KÜTAHYA  25 kg,375.0
YAP. HARCI Ar 300 Multimortel HIZLI YAP. GRİ 25 kg,1200.0
YAP.HARCI Tecnoflex BEYAZ 1054 25 kg,895.0
YAP.HARCI Tecnoflex GRİ 1054 25 kg,795.0
MEGA EPOXY D501 DERZ RG BEYAZ 5/1,1499.0
MEGA EPOXY D501 DERZ RG GRİ 5/1,1990.0
MEGA VİSCOFİLM ASTAR PEMBE 3kg,650.0
MEGA İZO LASTİK-5 HAZIR İZOLASYON 5kg,600.0
MEGA İZOLASTİK-10 Tam Elast.İzolasyon (SET) 20+10=30kg,2250.0
YAP.HARCI Karser MASTER FLEX GRİ 25 kg (Ekonomik),200.0
YAP.HARCI Karser MASTER FLEX (BEYAZ) 25 kg,275.0
YAP.HARCI Megafix GRİ KÜTAHYA 25 kg *****,300.0
MEGA FİLM BRÜT BETON PEMBE ASTAR 12kg,525.0
YAP.HARCI Megaflex Granit GRİ KÜTAHYA 25 kg,495.0
YAP.HARCI Megaflex Granit BEYAZ KÜTAHYA 25 kg,575.0
MEGA İZO LASTİK - 3 (Spray) 500ml,175.0
MEGA İZOLASTİK-7 Yarı Elast. İzolasyon (SET) 20+6=26kg,1150.0
CAM TUĞLA DERZ ARTISI 10 mm,7.95
KALEKİM Ultra Fuga KAKAO  20 kg,1850.0
KALEKİM Ultra Fuga SÜTLÜ KAHVE  5 kg,350.0
KALEKİM Ultra Fuga NEVŞEHİR BEJ 5 kg,320.0
KALEKİM Ultra Fuga AVANOS BEJ  5 kg,320.0
KALEKİM Ultra Fuga ULUDAĞ GRİ  20 kg,930.0
KALEKİM Ultra Fuga KAPADOKYA BEJ 5 kg,310.0
KALEKİM Ultra Fuga BEYAZ  20 kg,710.0
KALEKİM Ultra Fuga BEYAZ 5 kg,310.0
VMEGA CLEAN DERZ TEMİZLEYİCİ (Spray) 500 ml,275.0
KALEKİM DOLGU ASTARI 4506 3 kg,650.0
YAP.HARCI Megafix BEYAZ KÜTAHYA  25 kg,375.0
TURKUAZ YUMURCAK LAV.+YARIM AY. 35x45 cm,3650.0
"TURKUAZ BED.ENG.LAVABO 60x49,5 cm",2574.0
DEKOR BED.ENG.TUT.BARI HARK. 76cm (U) SS 304,3125.0
TURKUAZ LİLA Bed.Engelli Klozet + İç Tkm + Kapak Set,11851.0
DEKOR BED.ENG.TUT.BARI 74cm (L) SS 304,2750.0
TURKUAZ BELLA DTD.KLZ.+REZ+İÇ TK.+SOFT KAPAK,7990.0
SV.PETİTE ASMA KLOZET + SOFT KAPAK,3755.0
VİTRA 4201 VİTRA ESPACE ASMA KLOZET2,4210.0
SV.NATURA PLUS ASMA KLOZET 1.,3445.0
IDEA Klozet 555+(Rez.-122)+(Smart Kpk-032)+(İçTkm-044),11990.0
İDA KLOZET + REZ. ALTTAN 65cm,2490.0
MOOD Klozet 397+(Rez.-098)+(Smart Kpk-038)+(İçTkm-044),10990.0
SV.NATURA KLOZET + REZ.ALTTAN 1.,2490.0
TURKUAZ YUMURCAK KL.+RZ.+KP.+İÇ TK. ALT.,8480.0
IDEA 2.0 Smart Asma Klozet + Smart Kapak (032),8990.0
MOOD 2.0 Smart Asma Klozet + Smart Kapak (038),7990.0
TURKUAZ YUMURCAK LAV.+YARIM AY. 35x45 cm,3650.0
"TURKUAZ BED.ENG.LAVABO 60x49,5 cm",2574.0
DEKOR BED.ENG.TUT.BARI HARK. 76cm (U) SS 304,3125.0
TURKUAZ LİLA Bed.Engelli Klozet + İç Tkm + Kapak Set,11851.0
DEKOR BED.ENG.TUT.BARI 74cm (L) SS 304,2750.0
TURKUAZ BELLA DTD.KLZ.+REZ+İÇ TK.+SOFT KAPAK,7990.0
SV.PETİTE ASMA KLOZET + SOFT KAPAK,3755.0
VİTRA 4201 VİTRA ESPACE ASMA KLOZET2,4210.0
SV.NATURA PLUS ASMA KLOZET 1.,3445.0
IDEA Klozet 555+(Rez.-122)+(Smart Kpk-032)+(İçTkm-044),11990.0
İDA KLOZET + REZ. ALTTAN 65cm,2490.0
MOOD Klozet 397+(Rez.-098)+(Smart Kpk-038)+(İçTkm-044),10990.0
SV.NATURA KLOZET + REZ.ALTTAN 1.,2490.0
TURKUAZ YUMURCAK KL.+RZ.+KP.+İÇ TK. ALT.,8480.0
IDEA 2.0 Smart Asma Klozet + Smart Kapak (032),8990.0
MOOD 2.0 Smart Asma Klozet + Smart Kapak (038),7990.0
FİNLANDİYA BORDİGLİO KURNA,7800.0
OSMANLI MUSLUĞU ESKİTME,2750.0
ROCA CARELİA ANK.BANYO BAT.SETİ 5li (Kare),9990.0
ROCA ESTREİA ANK. BANYO BAT. SETİ 5li (Oval),8490.0
ANKASTRE STOP VALF MAXİMAL Siyah,1260.0
DOMINO LAVABO BATARYASI SİYAH,3250.0
DREAM LAVABO KISA KUĞU LUX,1450.0
DOMINO ÇANAK TİPİ LAVABO BAT. SİYAH,3170.0
DOMINO LAVABO BATARYASI,2250.0
DOMINO DÖNERLİ LAVABO BATARYASI,2550.0
ECA LUNA LAVABO BAT. ALTIN,7790.0
ECA NIOBE LAVABO BATARYASI,3090.0
ECA VERA LAVABO BATARYASI,3500.0
DREAM EVYE UZUN KUĞU LUX,1450.0
NEWART EVYE BAT.,3060.0
ECA NIOBE EVİYE BATARYASI,4290.0
ECA SPİL EVYE BATARYASI KROM,4500.0
ECA VERA EVYE BATARYASI,6250.0
ECA LUNA BANYO BAT. ALTIN,9890.0
ECA NIOBE BANYO BATARYASI,4490.0
ECA STAR BANYO BATARYASI,5000.0
ECA VERA BANYO BATARYASI,5000.0
MINLINE SÜRGÜLÜ ÜST TKM 3F.,890.0
ECA TİERA BANYO ÜST TKM SÜRGÜLÜ ALTIN,3320.0
ECA TİERA BANYO ÜST TKM SÜRGÜLÜ F.,1990.0
ECA NİTA BANYO SÜRGÜLÜ ÜST TAKIM (3F.),1990.0
ECA SARI REKOR 1/2,175.0
ECA KÖŞE RADY. VANA VALFİ PE-X 1/2 RV3,285.0
ECA KÖŞE RADYOTÖR VANA VALFİ 1/2 TRV3,255.0
ECA ANKASTRE ARA KESME VALF 1/2,1590.0
ECA PINAR UZUN MUSLUK,1150.0
ECA PINAR KISA MUSLUK,975.0
ECA ARA MUSLUK FİLTRELİ,371.0
ECA ÇAMAŞIR MAK.MUSLUK,590.0
ECA ARA / TAHARET ASTRO MUSLUK,990.0
ECA ASTRO KLOZET MUSLUK 1/2,1990.0
SUKAR LİNE/3/G 60 cm SLOT IZG. 237 6022-01,495.0
FİNLANDİYA BORDİGLİO KURNA,7800.0
OSMANLI MUSLUĞU ESKİTME,2750.0
ROCA CARELİA ANK.BANYO BAT.SETİ 5li (Kare),9990.0
ROCA ESTREİA ANK. BANYO BAT. SETİ 5li (Oval),8490.0
ANKASTRE STOP VALF MAXİMAL Siyah,1260.0
DOMINO LAVABO BATARYASI SİYAH,3250.0
DREAM LAVABO KISA KUĞU LUX,1450.0
DOMINO ÇANAK TİPİ LAVABO BAT. SİYAH,3170.0
DOMINO LAVABO BATARYASI,2250.0
DOMINO DÖNERLİ LAVABO BATARYASI,2550.0
ECA LUNA LAVABO BAT. ALTIN,7790.0
ECA NIOBE LAVABO BATARYASI,3090.0
ECA VERA LAVABO BATARYASI,3500.0
DREAM EVYE UZUN KUĞU LUX,1450.0
NEWART EVYE BAT.,3060.0
ECA NIOBE EVİYE BATARYASI,4290.0
ECA SPİL EVYE BATARYASI KROM,4500.0
ECA VERA EVYE BATARYASI,6250.0
ECA LUNA BANYO BAT. ALTIN,9890.0
ECA NIOBE BANYO BATARYASI,4490.0
ECA STAR BANYO BATARYASI,5000.0
ECA VERA BANYO BATARYASI,5000.0
MINLINE SÜRGÜLÜ ÜST TKM 3F.,890.0
ECA TİERA BANYO ÜST TKM SÜRGÜLÜ ALTIN,3320.0
ECA TİERA BANYO ÜST TKM SÜRGÜLÜ F.,1990.0
ECA NİTA BANYO SÜRGÜLÜ ÜST TAKIM (3F.),1990.0
ECA SARI REKOR 1/2,175.0
ECA KÖŞE RADY. VANA VALFİ PE-X 1/2 RV3,285.0
ECA KÖŞE RADYOTÖR VANA VALFİ 1/2 TRV3,255.0
ECA ANKASTRE ARA KESME VALF 1/2,1590.0
ECA PINAR UZUN MUSLUK,1150.0
ECA PINAR KISA MUSLUK,975.0
ECA ARA MUSLUK FİLTRELİ,371.0
ECA ÇAMAŞIR MAK.MUSLUK,590.0
ECA ARA / TAHARET ASTRO MUSLUK,990.0
ECA ASTRO KLOZET MUSLUK 1/2,1990.0
SUKAR LİNE/3/G 60 cm SLOT IZG. 237 6022-01,495.0
DEKOR BED.ENG.TUT.BARI HARK. 76cm (U) SS 304,3125.0
DEKOR BED.ENG.TUT.BARI 74cm (L) SS 304,2750.0
OSMANLI SARI HAMAM TASI,790.0
DERZ PENSE YER TİPİ,450.0
DERZ KAMASI-TAKOZ ( 100 Adet ) Kyk,225.0
DERZ KLİPS 2 mm ( 200 Adet ),275.0
DERZ KLİPS 1 mm ( 200 Adet ),275.0
CAM TUĞLA DERZ ARTISI 10 mm,7.95
DEKOR BED.ENG.TUT.BARI HARK. 76cm (U) SS 304,3125.0
DEKOR BED.ENG.TUT.BARI 74cm (L) SS 304,2750.0
OSMANLI SARI HAMAM TASI,790.0
DERZ PENSE YER TİPİ,450.0
DERZ KAMASI-TAKOZ ( 100 Adet ) Kyk,225.0
DERZ KLİPS 2 mm ( 200 Adet ),275.0
DERZ KLİPS 1 mm ( 200 Adet ),275.0
CAM TUĞLA DERZ ARTISI 10 mm,7.95
***KAPANYA*** VİTRA ÇAMAŞIR MAK.DOLABI ALTIN KİRAZ 70cm,1490.0
KALE TREVİ  BOY DOLABI 40cm SAĞ Ant./Cvz.,8500.0
KALE TREVİ BANYO DOLABI 80cm SET Ant./Cvz.,13500.0
KALE MOTION BANYO DOLABI 80 cm SET Byz./Meşe,28700.0
KALE GRİS BANYO DOLABI 80cm Syh / Gri,12750.0
KALE GRİS BANYO DOLABI 65cm Syh / Gri,11500.0
KALE MARE BOY DOLABI 40cm SAĞ Byz / Meşe,6950.0
KALE MARE BANYO DOLABI 100cm Byz / Meşe,12950.0
KALE MARE BANYO DOLABI 80cm Byz / Meşe,11950.0
KALE MARE BANYO DOLABI 65 cm Byz / Meşe,10950.0
KALE MOOD ÇEK. YAN DOLAP 35cm M.Syh/Pasifik A.,7500.0
KALE MOOD BANYO DOLABI 80cm M.Syh/Pasifik A.,17950.0
KALE MOOD BANYO DOLABI 65cm M.Syh/Pasifik A.,15950.0
KALE VISTA BOY DOLABI 58 cm Mat Bute Beyaz,14950.0
KALE VISTA BANYO DOLABI 100 cm Beyaz ( Çanak ),23950.0
KALE VISTA BANYO DOLABI 80 cm Beyaz,21500.0
KALE VISTA BOY DOLABI 58 cm K. Meşe,14950.0
KALE VISTA BANYO DOLABI 100 cm K.Meşe ( Çanak ),23950.0
KALE VISTA BANYO DOLABI 80 cm K. Meşe,21500.0
KALE MİRO BOY DOLAP 42cm MatGri (Sağ),19900.0
KALE MİRO BANYO DOLAB 80cm MatGri (Çekmeceli),24900.0
KALE ARTE+ BOY DOLAP 35 cm Mat Beyaz,12750.0
KALE ARTE+ BANYO DOLABI 80 cm Mat Beyaz,19990.0
KALE ARTE+ BOY DOLAP 35 cm Mat Antrasit,12750.0
KALE ARTE+ BANYO DOLABI 80 cm Mat Antrasit,19990.0
KALE IDEA 2.0 BOY DOLABI 40cm Pasifik A,11950.0
KALE IDEA 2.0 BANYO DOLABI 2Ç. 80cm Pasifik A,22080.0
KALE IDEA 2.0 BOY DOLABI 40cm Parlak Antrasit,11950.0
KALE IDEA 2.0 BANYO DOLABI 100cm Beyaz,23365.0
KALE IDEA 2.0 BANYO DOLABI 80cm Beyaz,19510.0
KALE IDEA 2.0 BANYO DOLABI 80cm 1.Çekm. P.Antrasit,19510.0
KALE CASİLLA BANYO DOLAB 80cm S.Gri (Çekmeceli),23900.0
KALE CASİLLA BOY DOLAP 40cm SATEN GRİ (Sağ&Sol),13900.0
KALE KREA BANYO DOLABI 80 cm Beyaz (Kapaklı),13750.0
KALE STORA BOY DOLAP 40 cm Beyaz,9900.0
KALE STORA BANYO DOLABI 100 cm Beyaz,18500.0
KALE STORA BANYO DOLABI 80 cm Beyaz,14500.0
KALE STORA BANYO DOLABI 65 cm Beyaz,13500.0
***KAPANYA*** VİTRA ÇAMAŞIR MAK.DOLABI ALTIN KİRAZ 70cm,1490.0
KALE TREVİ  BOY DOLABI 40cm SAĞ Ant./Cvz.,8500.0
KALE TREVİ BANYO DOLABI 80cm SET Ant./Cvz.,13500.0
KALE MOTION BANYO DOLABI 80 cm SET Byz./Meşe,28700.0
KALE GRİS BANYO DOLABI 80cm Syh / Gri,12750.0
KALE GRİS BANYO DOLABI 65cm Syh / Gri,11500.0
KALE MARE BOY DOLABI 40cm SAĞ Byz / Meşe,6950.0
KALE MARE BANYO DOLABI 100cm Byz / Meşe,12950.0
KALE MARE BANYO DOLABI 80cm Byz / Meşe,11950.0
KALE MARE BANYO DOLABI 65 cm Byz / Meşe,10950.0
KALE MOOD ÇEK. YAN DOLAP 35cm M.Syh/Pasifik A.,7500.0
KALE MOOD BANYO DOLABI 80cm M.Syh/Pasifik A.,17950.0
KALE MOOD BANYO DOLABI 65cm M.Syh/Pasifik A.,15950.0
KALE VISTA BOY DOLABI 58 cm Mat Bute Beyaz,14950.0
KALE VISTA BANYO DOLABI 100 cm Beyaz ( Çanak ),23950.0
KALE VISTA BANYO DOLABI 80 cm Beyaz,21500.0
KALE VISTA BOY DOLABI 58 cm K. Meşe,14950.0
KALE VISTA BANYO DOLABI 100 cm K.Meşe ( Çanak ),23950.0
KALE VISTA BANYO DOLABI 80 cm K. Meşe,21500.0
KALE MİRO BOY DOLAP 42cm MatGri (Sağ),19900.0
KALE MİRO BANYO DOLAB 80cm MatGri (Çekmeceli),24900.0
KALE ARTE+ BOY DOLAP 35 cm Mat Beyaz,12750.0
KALE ARTE+ BANYO DOLABI 80 cm Mat Beyaz,19990.0
KALE ARTE+ BOY DOLAP 35 cm Mat Antrasit,12750.0
KALE ARTE+ BANYO DOLABI 80 cm Mat Antrasit,19990.0
KALE IDEA 2.0 BOY DOLABI 40cm Pasifik A,11950.0
KALE IDEA 2.0 BANYO DOLABI 2Ç. 80cm Pasifik A,22080.0
KALE IDEA 2.0 BOY DOLABI 40cm Parlak Antrasit,11950.0
KALE IDEA 2.0 BANYO DOLABI 100cm Beyaz,23365.0
KALE IDEA 2.0 BANYO DOLABI 80cm Beyaz,19510.0
KALE IDEA 2.0 BANYO DOLABI 80cm 1.Çekm. P.Antrasit,19510.0
KALE CASİLLA BANYO DOLAB 80cm S.Gri (Çekmeceli),23900.0
KALE CASİLLA BOY DOLAP 40cm SATEN GRİ (Sağ&Sol),13900.0
KALE KREA BANYO DOLABI 80 cm Beyaz (Kapaklı),13750.0
KALE STORA BOY DOLAP 40 cm Beyaz,9900.0
KALE STORA BANYO DOLABI 100 cm Beyaz,18500.0
KALE STORA BANYO DOLABI 80 cm Beyaz,14500.0
KALE STORA BANYO DOLABI 65 cm Beyaz,13500.0
