Title,Monthly Inflation(%)
BAGDAT TARCIN KABUK POSET 45 GR,0.0
BAGDAT TATLI KIRMIZI BIBER K.QUADRO 75 GR,0.0
BAGDAT TAVUK HARCI 65GR,0.0
BAGDAT ZENCEFIL K.QUADRO 60 GR,0.0
BAGDAT ZERDECAL QUADRO 70 GR,0.0
BAHCIVAN PEYNIR 600 GR TOST,0.0
BAHCIVAN TOST PEYNIR 350 GR DILIMLI,0.0
BAKIR CEZVE NO:4,0.0
BAL KABAK,0.0
BALPARMAK CICEK BALI 225 GR,0.0
BALPARMAK CICEK BALI CITKAPAK 600 GR,0.0
BALPARMAK YAYLA OVA BALI 460 GR,0.0
BARILLA MAKARNA 400 GR GLUTENSIZ SPAGETTI,0.0
BARILLA MAKARNA 500 GR FETTUCINE,0.0
BARILLA MAKARNA 500 GR KALEM,0.0
BARILLA MAKARNA 500 GR MIDYE,0.0
BARILLA SOS PESTO GENOVESE 190 GR,0.0
BAYRAM KURBAN BIÇAK SETİ 3 LU,0.0
BEBELAC 400 GR 1 YENI,0.0
BEBELAC 400 GR 3 YENI,0.0
BEBELAC 400 GR COCUK 4 YENI,-28.93129770992366
BEBELAC 800 GOLD 1 YENI,1.2306378826686222
BEBEM NATURAL ULTRA FIRSAT 104 LI MAXI,0.0
BEBETO BERRIES BUYUK BOY 70 GR,0.0
BEBETO DOUBLE JOY CILEK VAN.75 GR,0.0
BEBETO ICE CREAM YUMUSAK SEKER 80 GR,0.0
BEBETO PEACH RINGS 80 GR,0.0
BEBETO SUPER BELT 75 GR,0.0
BECEL KASE 250 GR,16.925680873980614
BECEL KASE 500GR,16.801344107528614
BECEL TEREYAG KEYFI 500 GR,0.0
BECEL TEREYAG KEYFI KASE 250 GR,15.386982612709648
BECEL ZEYTINYAGLI KASE 250GR,17.335644752633687
BERRAK CEVIZLI DOBIPA 310 GR,0.0
BESLER 300 GR GOLD FERMENTE SUCUK,0.0
BESLER DANA SOSIS 220 GR,10.00050002500125
BESLER H.DİLİMLİ . PLÇ. SUCUK 260 GR,-9.091735612328394
BESLER KOKTEYL SOSIS 400 GR,0.0
BESLER NOSTAJI DANA DÖNER 200 GR,-9.09132233283331
BESLER PILIC SOSIS 220 GR,-16.66944490748458
BESTA ANGORA BAYAN,0.0
BESTA BAMBU BAYAN PATIK CORAP,0.0
BESTA BAMBU ERKEK CORAP,0.0
BESTA BAMBU ERKEK SNEAKERS CORAP,0.0
BESTA MODAL ERKEK SNEAKERS CORAP,0.0
BESTA PENYE SNEAKERS BAYAN CORAP,0.0
BEYOGLU 38 GR FINDIKLI SUTLU CIKOLATA,0.0
BEYPILIC TAB. FILETO KG,0.0
BIG BABOL 26 GR SHAKIES CILEK CUZDAN,0.0
BIG BABOL 26 GR SHAKIES MUZ CUZDAN,0.0
BIG BABOL BOX MEYVE 36 GR,0.0
BIG BABOL MAGIC CUBES BOTTLE 86 GR,0.0
BILLUR HIMALAYA TUZ DEGIRMEN 200 GR,0.0
BILLUR TUZ 1500GR,0.0
BILLUR TUZ 750GR,0.0
BILLUR TUZ PLASTIK TUZLUKLU 500 GR,0.0
BILLUR TUZ TUZLUKLU 125 GR,0.0
BINGO BULASIK DETERJAN 4 KG,0.0
BINGO BULASIK MAKINE PRO KAPSUL 50 LI,0.0
BINGO FRESH  1000GR MASAL&FERAH,0.0
BINGO MATIK 10 KG MUTLU YUVAM,0.0
BINGO MATIK 6 KG RENKLI&BEYAZ,0.0
BINGO OÇS LIMON KOKULU 750 ML,0.0
BINGO SIVI DET. 2600 ML RENKLI&BEYAZ,0.0
BINGO SIVI DET.BAKIM SERISI 4 LT SIYAH,0.0
BINGO SOFT 3 LT LOVELY,0.0
BINGO SOFT 5 LT SENSITIVE,0.0
BINGO SOFT KONSANTRE 1440 ML LILYUM,0.0
BINGO SOFT KONSANTRE 1440 ML LOVELY,0.0
BINGO SOFT KONSANTRE 1440 ML SENSITIVE,0.0
BINGO TEK FISTA SPREY 900ML KIREC SOKUCU,0.0
BIOBLAS 250ML SAC BAKIM KREMI 7/24 COLLAGEN&KERATI,2.0408996285562675
BIOBLAS 250ML SAC BAKIM KREMI COLLAGEN&KERATIN,2.0408996285562675
BIOBLAS BOTANIK 360ML SAMP.IN.ISIRGAN,5.882698982293076
BIRYAG AYCICEK YAGI 4 LT PET,0.0
BIRYAG AYCICEK YAGI 5 LT PET,0.0
BIZIM BULYON ET 120 GR 9+3,14.289797084881394
BIZIM BULYON TAVUK 120 GR 9+3,14.289797084881394
BIZIM CORBA DOMATES 65 GR,-16.671297582661857
BIZIM CORBA EZOGELIN 80 GR,-16.671297582661857
BIZIM CORBA K.MANTAR 65GR,-16.671297582661857
BIZIM CORBA K.TAVUK 62 GR,-16.671297582661857
BIZIM MARGARIN 250 GR 6 LI,40.002000100005
BLADE DEO 150 ML COOL FRESH,0.0
BLADE DEO 150ML SELF CONFIDENCE,0.0
BLENDAX 470ML SAMP.ISIRGAN OTU GUCLNDRC,7.143367383384527
BLENDAX 470ML SAMP.KEPEGE KARSI,7.143367383384527
BLENIOR AGDA BEZI 25 MT,0.0
BOUNTY BAR 57 GR,0.0
BOZKURT FENER MUM 10 LU,0.0
BOZKURT KOKULU BARDAK MUM,0.0
BREF POWER AKTIV 50 GR OKYANUS TEKLI,0.0
BREF POWER AKTIV 50 GR ÇAM TEKLI,0.0
BREF POWER AKTIV DUOPACK 100 GR CAM 2 LI,0.0
BROART KARE FIRIN TEPSISI 2 LI.,0.0
BURCU BEZELYE 570 GR CAM,0.0
BURCU BEZELYE TNK 830 GR,-13.33511134817976
BURCU GARNITUR 570 GR CAM.,0.0
BURCU HASLANMIS FASULYE 600 GR CAM,0.0
BURCU HASLANMIS NOHUT 600 GR CAM,0.0
BURCU KETCAP KATKISIZ 650 GR ACI,9.376465072667592
BURCU KETCAP KATKISIZ 650 GR TATLI,9.376465072667592
BURCU KOZLEMIS PATLICAN 540 GR,16.669444907484568
BURCU KOZLENMIS BIBER 560 GR,0.0
BİBER KIRMIZI,8.696030262185312
BİBER KÖY KG,-65.22022696638984
CALVE KETCAP + LIGHT MAYONEZ 600 +540 GR,0.0
CALVE KETCAP 400 GR,0.0
CALVE KETCAP 600 GR,0.0
CALVE KETCAP ACILI 600 GR,0.0
CALVE SOS ACI 265 GR,0.0
CAMSIL MATIK 500 ML,0.0
CAMSIL MATIK YEDEK 1000GR,0.0
CANPED H.BEZI EMICI KULOT EXTRA LARGE 8 LI,0.0
CANPED H.BEZI EMICI KULOT ORTA 9LU,0.0
CANPED MESANE PEDI BUYUK 10LU,0.0
CANPED MESANE PEDI ORTA 10 LU,0.0
CANPETEK BAL 1000 GR,-23.3341111370379
CANPETEK TABAKLI BAL 400 GR,-8.000320012800511
CARTEDOR BADEM KARAMEL KAYMAK 850 ML,0.0
CARTEDOR CLASSIC 850 ML VISNE BITTER KAYMAK,43.22916666666667
CEMALIM LOKUMLU KLASIK PEYNIR KG,33.33444448148272
CEREZZA KOKTEYL SUPER 117 GR,10.1010101010101
CEREZZA TV SUT MISIRI SUPER 117 GR,10.1010101010101
CHEETOS FIRINDAN  41 GR FISTIK AILEPLUS,20.0
CHEETOS FIRINDAN 41 GR PEYNIR AILEPLUS,20.0
CHUPA CHUPS LOLIPOP TRIO 29 GR,0.0
CHUPA CHUPS MELODY POPS CILEK 15 GR,0.0
CIF JEL 750 ML CICEK FERAHLIGI,0.0
CIF KREM 500ML AMONYAKLI,0.0
CIF KREM 500ML LIMON,0.0
CIF KREM 750  GR AMONYAKLI+LIMON 750 GR,0.0
CIF KREM 750ML LIMON,10.001000100010002
CIF KREM SPREY 750 ML AMONYAKLI,10.001000100010002
CIF SPREY POWER BANYO 750 ML,0.0
CILLIT BANG 500ML TURBO LAVABO ACICI JEL,-30.00150007500375
CIPSO 104 GR KETCAP S.PLUS,0.0
CIPSO 104 GR ORJINAL S.PLUS,0.0
CIPSO YOGURT S.PLUS 104 GR,0.0
CIRE ASEPTINE 150 ML VAZELİN ALOE VERA,0.0
CIRE ASEPTINE 150 MLVAZELİN KLASIK,0.0
CIRE ASEPTINE 30 ML ALOE VERA EL VUCUT KREMI(FANUS,0.0
CIRE ASEPTINE SOFT 100 ML  ALOE VERA EL YÜZ VÜCUT,0.0
CIZMECI  WAFER MASTER 65 GR CILEKLI,0.0
CIZMECI 65 GR WAFER MASTER FINDIKLI,0.0
CIZMECI CREPE FINDIKLI 65 GR,0.0
CIZMECI WAFER MASTER 120 GR,0.0
CLEAR MEN 350 ML SAMPUAN COOL SPORT,15.000750037501875
CLEAR MEN 350 ML SAMPUAN HIZLI STIL 2N1,0.0
CLEAR MEN 350 ML SAMPUAN LEGEND BY CR7 RONALDO,15.000750037501875
CLEAR MEN 350 ML SAMPUAN MAXIMUM FERHALIK,15.000750037501875
CLEAR MEN 350 ML SAMPUAN YOGUN ARINDIRICI,15.000750037501875
CLEAR MEN 350ML SAMP.GUNLUK ARINMA&FERAHLIK,15.000750037501875
CLEAR WOMEN 350 ML SAMPUAN SAC DOKULMESINE KARSI,15.000750037501875
CLEAR WOMEN 350 ML SAMPUAN YUMUSAK PARLAK,15.000750037501875
COFFEE BARDAK 400ML 9122,0.0
COLGATE 250 ML PLAX AGIZ BAKIM SUYU MAVI,0.0
COLGATE 500 MLPLAX AGIZ BAKIM SUYU MAVI,0.0
COLGATE D.FIRCASI 1+1 ZIGZAG CHARCOAL,0.0
COLGATE D.FIRCASI 360 1+1 OPTIK BEYAZ ORTA,0.0
COLGATE D.MACUNU 125 ML UCLU ETKI,0.0
COLGATE D.MACUNU 75 ML MAX BEYAZLIK,0.0
COLGATE D.MACUNU 75ML BARBIE SPIDERMAN COCUK,0.0
COLGATE D.MACUNU 75ML MISVAK OZLU,42.86122487855988
COLGATE DIS IPI DIS ETI SAGLIGI,0.0
COOK B.DOLABI POSETI ORTA 4AL3 ODE,0.0
COOK B.DOLABI POŞET BÜYÜK 15 Lİ (30X45),0.0
COOK B.DOLABI POŞET KÜÇÜK 30 LI(20X30),0.0
COOK B.DOLABI POŞET ORTA 20LU(24X38),0.0
COOK PİŞİRME KAĞIDI 16 LI HAZIR KESİLMİŞ,0.0
COOK STREÇ FİLM 15MT,0.0
COOK ÇÖP TORBASI BATTAL 7LI(75X90),0.0
COOK ÇÖP TORBASI EKO KÜÇÜK 30LI(40X47),0.0
COOK ÇÖP TORBASI JUMBO 7 LI(80X110),0.0
CORNETTO DISC MILKA 130ML,0.0
CORNETTO DISC OREO 130ML,0.0
CORNETTO DİSK VANİLYA-KARAMEL 130 ML,0.0
CUMHURİYET FERM.SUCUK 300 GR,0.0
CİPSO 150 GR KETÇAP %20 PARTİ,0.0
DAGLI YARIM YAGLI ERTIME PEYNIR KG,0.0
DALAN 3000ML SIVI SABUN LEYLAK,0.0
DALAN 4X150 GR GLISERINLI SABUN MISKET LIMONU,0.0
DALAN 4X150 GR GLISERINLI SABUN Z.YAGLI (ORGANIK),0.0
DALAN 5X180 GR ANTIK PIRINA SABUNU,0.0
DALAN 600GR BEYAZ BANYO SABUNU GUL,0.0
DALAN 600GR BEYAZ BANYO SABUNU KLASIK,0.0
DALAN 600GR YESIL BANYO SABUNU Z.YAGLI,0.0
DALAN ROXY MATIK 800 GR BAHAR CICEKLERI,0.0
DALIN 150 ML SPREY KOLONYA CICEK BAHCESI,0.0
DALIN BABY VAZELIN 100ML,0.0
DALIN KOPUK SABUN ORMAN MEYVE 200ML,0.0
DALIN SAMPUAN 200ML NORMAL,0.0
DALIN SAMPUAN 900 ML,-22.728305832083276
DANA ANTRIKOT KG,6.66671111140741
DANA BIFTEK KG,0.0
DANA BUT 5'LI SET KG (KEMIKSIZ),0.0
DANA GULAS KG,0.0
DANA INCIK KG,0.0
DANA KASAP KOFTE KG,0.0
DANA KUSBASI KG,0.0
DANA SOTE KG,0.0
DANA STROGONOF KG,0.0
DANA YEMEKLIK KIYMA KG,0.0
DANET 100 GR KAVURMA,4.348015131092656
DANET 300 GR FERMENTE SUCUK KUVET,5.714448984256693
DANET 50 GR MACAR SALAM,10.002000400080016
DANET 60 GR HINDI FUME,7.501875468867217
DANET 60 GR HINDI SALAM,11.115227862171174
DANET 70 GR FUME KABURGA,16.668055671305954
DANET 70 GR PASTIRMA,7.143112254009072
DANET FERMENTE SUCUK KG,12.500104167534728
DANETTE 4X100 GR CIKOLATALI,0.0
DANETTE AILE BOYU 375 GR,0.0
DANINO 6*40 GR MUZLU,0.0
DANINO 6*40 GR ORMAN MEYVELI,0.0
DANONE 180 ML DISNEY AROMALI SUT MUZ,0.0
DANONE 188 GR MILKSHAKE CILEK-VANILYA,0.0
DANONE 67 GR DISNEY HUPPER YOG. MUZLU,0.0
DANONE 67 GR DISNEY HUPPER YOG.CILEK,0.0
DANONE KREMA 200 ML BTKS.,0.0
DANONE SUT LAKTOZSUZ 1 LT,0.0
DANONE YOGURT 400GR CILEK,0.0
DANONE YOGURT ORMAN MEYVELI  400 GR,0.0
DARDANEL EKONOMIK 140 GRX2,0.0
DARDANEL EKONOMIK TON 4*75 GR(HEDIYELI),-20.00080003200128
DARDANEL TON  2*140 GR,3.896205096236266
DARDANEL TON 4*75 GR (HEDIYELI),0.0
DARDANEL TON H.YEMEK 4 TAHILLI 160 GR,8.824048473439614
DARDANEL TON H.YEMEK MEKSIKA FASULYELI 160G,8.824048473439614
DARDANEL TON H.YEMEK MISIRLI 160 GR,8.824048473439614
DEL BANVİT VAKUMLU JUMBO SOSİS 330 GR,0.0
DEL BEBETO WACKY STICKS 75 GR,0.0
DEL COSBY BIGMIX 9  GR,0.0
DEL ETI BROWNI 200 GR,0.0
DEL ETI PAYKEK MEYVELI 200 GR,7.547169811320755
DEL ETI PAYKEK MOZAIK 200 GR,7.547169811320755
DEL KAHVE DUNYASI 125 GR GOFRIK GOFRET,0.0
DEL KOSKA KAGIT HELVA 45 GR,0.0
DEL KOSKA PEKMEZ 700 GR UZUM BIDON,0.0
DEL NESTLE POLO 34 GR,0.0
DEL NUTELLA 1000 GR,0.0
DEL OREO BISKUVI 110 GR,0.0
DEL PAKKÖY GEZEN TAVUK YUMURTASI 30 LU,0.0
DEL SARELLE 350 GR FINDIK EZMESI BITTER,0.0
DEL SEYIDOGLU RECEL 380 GR KAYISI,0.0
DEL SEYIDOGLU RECEL 380 GR KURU INCIR,0.0
DEL TAMEK RECEL 380 GR AHUDUDU,0.0
DEL TAMEK RECEL 380 GR PORTAKAL,0.0
DEL TEKSUT TAZE KASAR PEYNIRI 600 GR,0.0
DEL ULKER 20 GR YUPO COKOJELO BOGURTLEN,0.0
DEL ULKER YUPO 20 GR COKOJELO PORTAKAL,0.0
DEL.AKMAN KEKIK 85 GR,73.00730073007303
DEL.ARIEL MATIK 7.5 KG DAG ESINTISI RENKLILER,0.0
DEL.ARKO KREM CLASSIC NATUREL 250 ML,0.0
DEL.ARKO KREM D.YAGLAR 250 ML AVOKADO,0.0
DEL.ARKO NEM 250+250 ML SOFT TOUCH,0.0
DEL.ARKO NEM KREM PREBIYOTIK 250 ML BADEM SUTU,0.0
DEL.ARKO NEM KREM PREBIYOTIK 250 ML YULAF,0.0
"DEL.ASPEROX YUZEY TEM. 2,5 LT PEMBE",0.0
DEL.ASPEROX YUZEY TEMIZLEYICI 2.5ML MOR,0.0
DEL.AYNES BEYAZ PEYNYR 900 GR,0.0
DEL.BABY TURCO ISLAK HAVLU 90'LI,0.0
DEL.BAGDAT PASTA SÜSÜ K.QUADRO 50 GR,0.0
DEL.BINGO MATIK 4 KG RENKLI BEYAZ,0.0
DEL.BINGO MATIK 4 KG ULTRA BEYAZ,0.0
DEL.BIOBLAS 1000 ML KERATIN SAMPUAN,15.000750037501875
DEL.BIOBLAS 1000 ML SARIMSAK SAMPUAN,15.000750037501875
DEL.BUNSA GALETA UNU 400 GR PAKET,0.0
DEL.BUNSA MISIR UNU 400 GR PAKET,0.0
DEL.CAMSAKIZI 240 GR AGDA,0.0
DEL.CANPED YATAK KORUYUCU 60*90 CM 10LU,0.0
DEL.CIF SPREY HERYER SILIKONLU 1000 ML,0.0
DEL.COLGATE D.MACUNU 150 ML 2 LI UCLU ETKI,25.00208350695893
DEL.COLGATE D.MACUNU 50 ML TOTAL DIS ETI SAGLIGI,0.0
DEL.COLGATE D.MACUNU 75ML OPTIK ANINDA BEYAZLIK,0.0
DEL.COLGATE DIS MACUNU 75 ML BARBIE+FIRÇA,33.335555703713574
DEL.COOK STREÇ FİLM 100 MT  BIÇAK HEDİYELİ,-30.00150007500375
DEL.DALIN SAMP. 700 ML,28.57346953353811
DEL.DIFAS DIS FIRCASI YUMUSAK SOFT BLACK,0.0
DEL.DOVE 500 ML SIVI SABUN FRESH TOUCH X,0.0
DEL.DOVE 500 ML SIVI SABUN ORIJINAL,0.0
DEL.DOVE DEO 150 ML EVENTONE WOMEN,8.000320012800511
DEL.DOVE SAMPUAN 600 ML YOGUN ONARICI,0.0
DEL.DR.OETKER GLUTENSIZ KAK.PUDING 147 GR,0.0
DEL.DR.OETKER SAKIZLI MUHALLEBİ 450 GR 2+1,0.0
DEL.ELIDOR 500  ML S.KREMI  IPEKSI YUMUSAKLIK X,10.00050002500125
DEL.ERIS UN 2 KG,0.0
DEL.EST DOGAL DIS MACUNU 60 ML KARADUT OZLU,0.0
DEL.EST DOGAL DIS MACUNU 75 ML KARANFIL OZLU,0.0
DEL.ETI BROWNI INTENSE 150 GR 3'LU PAKET,0.0
DEL.EVONY MESANE PEDI 10 LU  YOGUN,0.0
