tarih,kategori,urun_adi,fiyat,para_birimi
2026-02-24,temel-gida,Itır Baharat Zencefil 100 Gr,51.50,TRY
2026-02-24,temel-gida,Pınar Krema %18 Yağlı 200 Ml,64.50,TRY
2026-02-24,temel-gida,Komili Natürel Sızma Zeytinyağı Yumuşak Lezzet 2 Lt,979.00,TRY
2026-02-24,temel-gida,Kemal Kükrer Parçacıklı Acı Sos 250 Ml,148.00,TRY
2026-02-24,temel-gida,Itır Baharat Zerdeçal 1 Kg,341.50,TRY
2026-02-24,temel-gida,Itır Baharat Galeta Unu 1 Kg,85.50,TRY
2026-02-24,temel-gida,Melis Yakan Biber Turşusu 720 Gr,148.50,TRY
2026-02-24,temel-gida,Melis Karışık Turşu 720 Gr,101.00,TRY
2026-02-24,temel-gida,Melis Kornişon Turşusu 720 Gr,136.50,TRY
2026-02-24,temel-gida,Melis Salatalık Turşusu 720 Gr,117.50,TRY
2026-02-24,temel-gida,Melis Biberiye Turşusu 370 Gr,109.00,TRY
2026-02-24,temel-gida,Melis Yakan Biber Turşusu 370 Gr,93.00,TRY
2026-02-24,temel-gida,Melis Kornişon Turşusu 370 Gr,92.50,TRY
2026-02-24,temel-gida,Melis Közlenmiş Patlıcan 720 Gr,95.00,TRY
2026-02-24,temel-gida,Itır Baharat Sumak 1 Kg,580.00,TRY
2026-02-24,temel-gida,Mgs Kahverengi Toz Şeker 500 Gr,71.50,TRY
2026-02-24,temel-gida,Mgs Kahverengi Küp Şeker 500 Gr,75.00,TRY
2026-02-24,temel-gida,Kent Boringer Sebzeli Çeşni 750 Gr,257.00,TRY
2026-02-24,temel-gida,Mutlu Makarna İnce Uzun 5 Kg,334.50,TRY
2026-02-24,temel-gida,Kemal Kükrer Elma Sirkesi 500 Ml,130.00,TRY
2026-02-24,temel-gida,Pakmaya Pasta Süsü Sütlü Boncuk 50 Gr,132.00,TRY
2026-02-24,temel-gida,Pakmaya Pasta Süsü Sedef Boncuk 50 Gr,132.00,TRY
2026-02-24,temel-gida,Heinz Kombo Paket Ketçap 570 Gr + Mayonez 400 Gr,297.00,TRY
2026-02-24,temel-gida,Penguen Süt Mısır 3 X 150 Gr,151.50,TRY
2026-02-24,temel-gida,Kühne Kırmızı Acı Biber Sosu 100 Ml,162.00,TRY
2026-02-24,temel-gida,Pakmaya Bitter Pul Çikolata 100 Gr,166.00,TRY
2026-02-24,temel-gida,Pakmaya Şef Krema 200 Ml,69.50,TRY
2026-02-24,temel-gida,Pakmaya Çift Renkli Damla Çikolata 70 Gr,150.50,TRY
2026-02-24,temel-gida,Itır Baharat Cajun Baharat Harcı 100 Gr,47.00,TRY
2026-02-24,temel-gida,Huxol Tablet Tatlandırıcı 650 Tablet,148.00,TRY
2026-02-24,temel-gida,Mutlu Makarna Burgu 500 Gr,34.50,TRY
2026-02-24,temel-gida,Mutlu Makarna Tel Şehriye 500 Gr,34.50,TRY
2026-02-24,temel-gida,Mutlu Makarna Arpa Şehriye 500 Gr,34.50,TRY
2026-02-24,temel-gida,Tukaş Haşlanmış Nohut 800 Gr,89.50,TRY
2026-02-24,temel-gida,Tukaş Haşlanmış Fasulye 800 Gr,89.50,TRY
2026-02-24,temel-gida,Tukaş Garnitür 560Gr,69.50,TRY
2026-02-24,temel-gida,Heinz Hardal 240 Gr,191.50,TRY
2026-02-24,temel-gida,Yazar Mısır Unu 5 Kg,342.50,TRY
2026-02-24,temel-gida,Itır Baharat Defne Yaprağı 50 Gr,23.50,TRY
2026-02-24,temel-gida,Kilikya Şalgam Suyu Tatlı (Glutensiz – Şekersiz) 1 Lt,61.00,TRY
2026-02-24,temel-gida,Itır Baharat Keten Tohumu 100 Gr,26.00,TRY
2026-02-24,temel-gida,Itır Baharat Kişniş 100 Gr,24.00,TRY
2026-02-24,temel-gida,Itır Baharat Kabuk Tarçın 100 Gr,92.00,TRY
2026-02-24,temel-gida,Kühne Sezar Salata Sosu 250 Ml,243.00,TRY
2026-02-24,temel-gida,Kühne %100 Nar Ekşisi 250 Ml,242.50,TRY
2026-02-24,temel-gida,Kühne Soya Sosu 250 Ml,197.00,TRY
2026-02-24,temel-gida,Kühne Közlenmiş Biber 2500 Gr,708.50,TRY
2026-02-24,temel-gida,Kühne Jalapeno Biber Turşusu 650 Gr,242.50,TRY
2026-02-24,temel-gida,Kühne Biberiye Turşusu 325 Gr,148.00,TRY
2026-02-24,temel-gida,Kühne Tuz Az Salatalık Turşusu 670 Gr,257.50,TRY
2026-02-24,temel-gida,Kühne Gewürzgurken Salatalık Turşusu 670 Gr,257.50,TRY
2026-02-24,temel-gida,Kühne Cüccü Kornişon Turşusu 340 Gr,206.50,TRY
2026-02-24,temel-gida,Kühne Acı Hardal 265 Gr,130.00,TRY
2026-02-24,temel-gida,Kühne Elma Sirkesi Cam 500 Ml,78.00,TRY
2026-02-24,temel-gida,Yudum Egemden Naturel Sızma Zeytinyağı Yumuşak Lezzet 1 Lt,476.00,TRY
2026-02-24,temel-gida,Penguen Közlenmiş Patlıcan Salatası 520 Gr,115.50,TRY
2026-02-24,temel-gida,Tep Tip Hindistan Cevizi Sütü 400 Ml,192.50,TRY
2026-02-24,temel-gida,Öncü Közlenmiş Biber 680 Gr,156.50,TRY
2026-02-24,temel-gida,Penguen Lütenitsa Balkan Sosu 300 Gr,173.00,TRY
2026-02-24,temel-gida,Kemal Kükrer Soya Sosu 375 Ml,192.00,TRY
2026-02-24,temel-gida,"Öncü Domates Ve Biber Karışık Salça 1,6 Kg",399.00,TRY
2026-02-24,temel-gida,Hatap Un Tip 1 2 Kg,151.50,TRY
2026-02-24,temel-gida,Superfresh Ton Balığı Light 3 X 75 Gr,220.50,TRY
2026-02-24,temel-gida,Pakmaya Bal Bademli Puding 85 Gr,51.50,TRY
2026-02-24,temel-gida,Pakmaya Çikolatalı Portakallı Puding 116 Gr,53.00,TRY
2026-02-24,temel-gida,Olca Domates Salçası Cam 720 Gr,111.00,TRY
2026-02-24,temel-gida,Marmarabirlik Sızma Zeytinyağı Cam 1 Lt,514.50,TRY
2026-02-24,temel-gida,Marmarabirlik Sızma Zeytinyağı Pet 1 Lt,478.50,TRY
2026-02-24,temel-gida,Penguen Biberiye Turşusu 300 Gr,127.00,TRY
2026-02-24,temel-gida,Penguen Kornişon Turşusu 670 Gr,187.00,TRY
2026-02-24,temel-gida,Penguen Acı Kornişon Turşusu 330 Gr,135.50,TRY
2026-02-24,temel-gida,Penguen Kornişon Turşusu 330 Gr,135.50,TRY
2026-02-24,temel-gida,Penguen Garnitür 5000 Gr,518.00,TRY
2026-02-24,temel-gida,Pakmaya Bitter Kurabiye Çikolatası 90 Gr,167.50,TRY
2026-02-24,temel-gida,Heinz Light Mayonez 420 Gr,219.50,TRY
2026-02-24,temel-gida,Heinz Sarımsaklı Mayonez 400 Gr,264.00,TRY
2026-02-24,temel-gida,Itır Baharat Tavuk Harcı 90 Gr,34.00,TRY
2026-02-24,temel-gida,Yudum Riviera Zeytinyağı 2 Lt,740.00,TRY
2026-02-24,temel-gida,Itır Baharat Izgara Harcı 90 Gr,44.00,TRY
2026-02-24,temel-gida,Penguen Mısır 2650 Gr,450.00,TRY
2026-02-24,temel-gida,Penguen Közlenmiş Patlıcan 520 Gr,166.00,TRY
2026-02-24,temel-gida,Penguen Közlenmiş Biber Cam Kavanoz 680 Gr,192.50,TRY
2026-02-24,temel-gida,Penguen Garnitür Cam Kavanoz 540 Gr,92.50,TRY
2026-02-24,temel-gida,Penguen Bezelye Cam Kavanoz 680 Gr,104.00,TRY
2026-02-24,temel-gida,Heinz Barbekü Sos 465 Gr,217.00,TRY
2026-02-24,temel-gida,Veronelli Tagliatelle Makarna 500 Gr,189.00,TRY
2026-02-24,temel-gida,Veronelli Lazanya 500 Gr,189.00,TRY
2026-02-24,temel-gida,Veronelli Yassı Spagetti 500 Gr,48.00,TRY
2026-02-24,temel-gida,Veronelli Spagetti 500 Gr,48.00,TRY
2026-02-24,temel-gida,Veronelli Burgu Makarna 500 Gr,48.00,TRY
2026-02-24,temel-gida,Veronelli Rigatoni 500 Gr,48.00,TRY
2026-02-24,temel-gida,Veronelli Penne Makarna 500 Gr,48.00,TRY
2026-02-24,temel-gida,Veronelli Arpa Şehriye 500 Gr,48.00,TRY
2026-02-24,temel-gida,Veronelli Fırın Makarna 500 Gr,48.00,TRY
2026-02-24,temel-gida,Mgs Fişek Şeker 750 Gr,91.00,TRY
2026-02-24,temel-gida,Mgs Tekli Sarma Küp Şeker Poşet 750 Gr,85.50,TRY
2026-02-24,temel-gida,Öncü Acı Biber Salçası 4300 Gr,1013.00,TRY
2026-02-24,temel-gida,Söke Geleneksel Buğday Un 2 Kg,171.50,TRY
2026-02-24,temel-gida,Itır Baharat Köfte Harcı 100 Gr,30.50,TRY
2026-02-24,temel-gida,Itır Baharat Köri 100 Gr,32.50,TRY
2026-02-24,temel-gida,Itır Baharat Çiğ Köfte Seti Etsiz 500 Gr,78.00,TRY
2026-02-24,temel-gida,Itır Baharat Tane Karabiber 100 Gr,127.00,TRY
2026-02-24,temel-gida,Itır Baharat Beyaz Haşhaş 100 Gr,60.50,TRY
2026-02-24,temel-gida,Itır Baharat Pul Biber 1 Kg,366.50,TRY
2026-02-24,temel-gida,Itır Baharat Limon Tuzu 1 Kg,252.50,TRY
2026-02-24,temel-gida,Itır Baharat Karbonat 1 Kg,100.00,TRY
2026-02-24,temel-gida,Itır Baharat Çörekotu 1 Kg,489.50,TRY
2026-02-24,temel-gida,Itır Baharat Mavi Haşhaş 100 Gr,60.50,TRY
2026-02-24,temel-gida,Itır Baharat Yenibahar 100 Gr,133.00,TRY
2026-02-24,temel-gida,Itır Baharat Tatlı Biber 100 Gr,53.00,TRY
2026-02-24,temel-gida,Itır Baharat Tarçın 100 Gr,53.00,TRY
2026-02-24,temel-gida,Itır Baharat Susam 100 Gr,42.50,TRY
2026-02-24,temel-gida,Itır Baharat Sumak 100 Gr,63.50,TRY
2026-02-24,temel-gida,Itır Baharat Pul Biber 100 Gr,53.00,TRY
2026-02-24,temel-gida,Itır Baharat Pasta Süsü 100 Gr,24.50,TRY
2026-02-24,temel-gida,Itır Baharat Nane 50 Gr,26.50,TRY
2026-02-24,temel-gida,Itır Baharat Limon Tuzu 100 Gr,41.50,TRY
2026-02-24,temel-gida,Itır Baharat Köfte Baharı 100 Gr,59.00,TRY
2026-02-24,temel-gida,Itır Baharat Kimyon 100 Gr,81.50,TRY
2026-02-24,temel-gida,Itır Baharat Kekik 50 Gr,36.50,TRY
2026-02-24,temel-gida,Itır Baharat Karbonat 200 Gr,29.50,TRY
2026-02-24,temel-gida,Itır Baharat Karanfil 50 Gr,88.50,TRY
2026-02-24,temel-gida,Itır Baharat Karabiber 100 Gr,127.00,TRY
2026-02-24,temel-gida,Itır Baharat İsot 100 Gr,53.00,TRY
2026-02-24,temel-gida,Itır Baharat Hindistan Cevizi 75 Gr,57.00,TRY
2026-02-24,temel-gida,Itır Baharat Çam Fıstığı 50 Gr,282.50,TRY
2026-02-24,temel-gida,Itır Baharat Çörek Otu 100 Gr,53.00,TRY
2026-02-24,temel-gida,Itır Baharat Acı Biber 100 Gr,53.00,TRY
2026-02-24,temel-gida,Itır Baharat Nane 200 Gr,102.50,TRY
2026-02-24,temel-gida,Itır Baharat Kekik 150 Gr,64.00,TRY
2026-02-24,temel-gida,Itır Baharat İsot 500 Gr,181.00,TRY
2026-02-24,temel-gida,Itır Baharat Tatlı Biber 500 Gr,181.00,TRY
2026-02-24,temel-gida,Itır Baharat Pul Biber 500 Gr,181.00,TRY
2026-02-24,temel-gida,Itır Baharat Kimyon 500 Gr,166.00,TRY
2026-02-24,temel-gida,Itır Baharat Karabiber 500 Gr,515.50,TRY
2026-02-24,temel-gida,Ülker Bizim Mutfak Pane Harcı 90 Gr,58.00,TRY
2026-02-24,temel-gida,Ülker Bizim Mutfak Köfte Harcı 100 Gr,59.50,TRY
2026-02-24,temel-gida,Kristal Dolgun Güçlü Sızma Zeytinyağı Cam 1 Lt,594.00,TRY
2026-02-24,temel-gida,Knorr Fırında Tavuk Çeşnisi Fesleğenli Kekikli 29 Gr,86.50,TRY
2026-02-24,temel-gida,Mgs İkili Sarma Küp Şeker 750 Gr,74.00,TRY
2026-02-24,temel-gida,Komili Sızma Zeytinyağı 2 Lt Pet,1100.00,TRY
2026-02-24,temel-gida,Heinz Ketçap 1 Kg,169.00,TRY
2026-02-24,temel-gida,Kemal Kükrer Soya Sosu Cam Şişe 250 Ml,197.00,TRY
2026-02-24,temel-gida,Ülker Pul Beyaz Çikolata 120 Gr,180.00,TRY
2026-02-24,temel-gida,Pakmaya Çikolata Sosu 125 Gr,78.00,TRY
2026-02-24,temel-gida,Pakmaya Sade Krem Şanti 150 Gr,97.50,TRY
2026-02-24,temel-gida,Pakmaya Vanilyalı Puding 125 Gr,40.00,TRY
2026-02-24,temel-gida,Pakmaya Muzlu Puding 117 Gr,40.00,TRY
2026-02-24,temel-gida,Pakmaya Bitter Puding 115 Gr,53.00,TRY
2026-02-24,temel-gida,Pakmaya Çikolatalı Puding 106 Gr,52.00,TRY
2026-02-24,temel-gida,Pakmaya Kakaolu Puding 145 Gr,52.00,TRY
2026-02-24,temel-gida,"Mgs Toz Şeker 2,5 Kg",195.00,TRY
2026-02-24,temel-gida,Mgs Küp Şeker 360 Lı 750 Gr,62.50,TRY
2026-02-24,temel-gida,Mgs Küp Şeker 405 Li 1 Kg,79.50,TRY
2026-02-24,temel-gida,Mgs Küp Şeker 360 Lı 1 Kg,85.50,TRY
2026-02-24,temel-gida,Yudum Egemden Naturel Sızma Zeytinyağı Yumuşak Lezzet 2 Lt,884.00,TRY
2026-02-24,temel-gida,Duru Çiğköftelik Esmer Bulgur 1 Kg,93.00,TRY
2026-02-24,temel-gida,Duru Başbaşı Bulgur 1 Kg,93.00,TRY
2026-02-24,temel-gida,Duru İri Bulgur 1 Kg,93.00,TRY
2026-02-24,temel-gida,Duru Çiğköftelik Bulgur 1 Kg,93.00,TRY
2026-02-24,temel-gida,Duru Pilavlık Bulgur 1 Kg,88.00,TRY
2026-02-24,temel-gida,Dr.Oetker 315Gr Trılece (Karamel),142.50,TRY
2026-02-24,temel-gida,Dr.Oetker 70 Gr Sut.Bıt.Byz.Parcaları,197.00,TRY
2026-02-24,temel-gida,Dr.Oetker 150 Gr Bugday Nısasta,53.50,TRY
2026-02-24,temel-gida,Dr.Oetker Bardakta Puding Çikolata Parçalı Vanilyalı 34 Gr,36.50,TRY
2026-02-24,temel-gida,Dr.Oetker Dekor Süsü Kakaolu 10 Gr,41.00,TRY
2026-02-24,temel-gida,Dr.Oetker Dekor Süsü Şekerli 10 Gr,41.00,TRY
2026-02-24,temel-gida,Dr.Oetker Dekor Süsü Gümüş 10 Gr,41.00,TRY
2026-02-24,temel-gida,Dr.Oetker Dekor Süsü Konfeti 10 Gr,41.00,TRY
2026-02-24,temel-gida,Dr.Oetker Glutensiz Krem Şanti 72 Gr,66.50,TRY
2026-02-24,temel-gida,Dr.Oetker Mısır Nişastası 150 Gr,38.50,TRY
2026-02-24,temel-gida,Dr.Oetker Glutensiz Kakao 70 Gr,146.50,TRY
2026-02-24,temel-gida,Dr.Oetker Glutensiz Çikolata Sosu 128 Gr,99.00,TRY
2026-02-24,temel-gida,Dr.Oetker Glutensiz Kakaolu Puding 147 Gr,78.50,TRY
2026-02-24,temel-gida,Dr.Oetker Glutensiz Pirinç Unu 175 Gr,74.00,TRY
2026-02-24,temel-gida,Dr.Oetker 15 Li Şekerli Vanilin,45.00,TRY
2026-02-24,temel-gida,Dr.Oetker Pastacı Kreması 55 Gr,29.50,TRY
2026-02-24,temel-gida,Dr.Oetker Trileçe 315 Gr,140.00,TRY
2026-02-24,temel-gida,Dr.Oetker Çikolatalı Antep Fıstıklı Puding 100 Gr,60.50,TRY
2026-02-24,temel-gida,Dolco Yumurtalı Erişte Noodle 354 Gr,106.00,TRY
2026-02-24,temel-gida,Dola Glutensiz Natural Keten Tohumu 400 Gr,145.50,TRY
2026-02-24,temel-gida,Dola Glutensiz Natural Chia Tohumu 400 Gr,269.00,TRY
2026-02-24,temel-gida,Dola Glutensiz Natural Beyaz Kinoa 400 Gr,258.50,TRY
2026-02-24,temel-gida,Dola Waspco Hindistan Cevizli Proteinli Bar 50 Gr,97.00,TRY
2026-02-24,temel-gida,Dola Glutensiz Mısır İrmiği 400 Gr,115.50,TRY
2026-02-24,temel-gida,Dola Glutensiz Fıstık Parçacıklı 350 Gr,264.00,TRY
2026-02-24,temel-gida,Dola Glutensiz Fıstık Ezmesi Şekersiz 320 Gr,264.00,TRY
2026-02-24,temel-gida,Doğalsan Yulaf Unu 1 Kg,137.50,TRY
2026-02-24,temel-gida,Doğalsan Yulaf Kepeği 400 Gr,84.50,TRY
2026-02-24,temel-gida,Damla Barbunya 500 Gr,133.50,TRY
2026-02-24,temel-gida,Damla Börülce 500 Gr,103.00,TRY
2026-02-24,temel-gida,Damla Maş Fasulyesi 500 Gr,80.50,TRY
2026-02-24,temel-gida,Damla Yeşil Mercimek 2 Kg,328.50,TRY
2026-02-24,temel-gida,Damla Dermason Fasulye 2 Kg,319.00,TRY
2026-02-24,temel-gida,Damla Kırmızı Mercimek 2 Kg,256.00,TRY
2026-02-24,temel-gida,Damla Osmancık Pirinç 2 Kg,319.00,TRY
2026-02-24,temel-gida,Damla Köftelik Bulgur 2 Kg,180.50,TRY
2026-02-24,temel-gida,Damla Pilavlık Bulgur 2 Kg,180.50,TRY
2026-02-24,temel-gida,Damla Trakya Baldo Pirinç 2 Kg,374.50,TRY
2026-02-24,temel-gida,Cemkar Esmer Küp Şeker 500 Gr,100.50,TRY
2026-02-24,temel-gida,Calve Köri Sos 260 Gr,122.50,TRY
2026-02-24,temel-gida,Calve Acı Set Ketçap 600 Gr + Mayonez 540 Gr,196.00,TRY
2026-02-24,temel-gida,Calve Tatlı Set Ketçap 600 Gr Mayonez 540 Gr,196.00,TRY
2026-02-24,temel-gida,Calve Sarımsaklı Mayonez 245 Gr,122.50,TRY
2026-02-24,temel-gida,Calve Mayonez 540 Gr,181.00,TRY
2026-02-24,temel-gida,Calve Chedar Sos 240 Gr,122.50,TRY
2026-02-24,temel-gida,Calve Ballı Hardal Sos 260 Gr,166.00,TRY
2026-02-24,temel-gida,Calve Ranch Sos 245 Gr,122.50,TRY
2026-02-24,temel-gida,Burcu Paprika Sos 330 Gr,60.00,TRY
2026-02-24,temel-gida,Burcu Ranch Sos 290 Gr,60.00,TRY
2026-02-24,temel-gida,Burcu Barbekü Sos 330 Gr,60.00,TRY
2026-02-24,temel-gida,Burcu Sarımsaklı Mayonez 290 Gr,60.00,TRY
2026-02-24,temel-gida,Burcu Meksika Fasülyesi 400 Gr,68.50,TRY
2026-02-24,temel-gida,Burcu Domates Rendesi 700 Gr,66.50,TRY
2026-02-24,temel-gida,Burcu Tane Süt Mısır 2600 Gr,433.00,TRY
2026-02-24,temel-gida,Burcu Acı Tatlı Karışık Salça 1500 Gr,292.50,TRY
2026-02-24,temel-gida,Burcu Tatlı Biber Salçası 1500 Gr,300.00,TRY
2026-02-24,temel-gida,Burcu Acı Biber Salçası 1500 Gr,300.50,TRY
2026-02-24,temel-gida,Burcu Domates Salçası 1500 Gr,207.50,TRY
2026-02-24,temel-gida,Burcu Ajvar Acı 310 Gr,78.50,TRY
2026-02-24,temel-gida,Burcu Ajvar Tatlı 310 Gr,78.50,TRY
2026-02-24,temel-gida,Burcu Fasulye Pilaki Hazır Yemek 400 Gr,61.50,TRY
2026-02-24,temel-gida,Burcu Barbunya Pilaki Hazır Yemek 400 Gr,61.50,TRY
2026-02-24,temel-gida,Burcu Közlenmiş Patlıcan Cam Kavanoz 540 Gr,73.50,TRY
2026-02-24,temel-gida,Burcu Közlenmiş Biber 560 Gr,130.00,TRY
2026-02-24,temel-gida,Burcu Kurutulmuş Domates 550 Gr Cam Kavanoz,173.00,TRY
2026-02-24,temel-gida,Burcu Garnitür 4 Kg,317.00,TRY
2026-02-24,temel-gida,Burcu Bezelye Konservesi 4250 Gr,351.00,TRY
2026-02-24,temel-gida,Burcu Bezelye Konservesi 830 Gr,82.50,TRY
2026-02-24,temel-gida,Burcu Dilimli Mantar Cam Kavanoz 560 Gr,157.00,TRY
2026-02-24,temel-gida,Burcu Enginar Konservesi 540 Gr Cam Kavanoz,236.00,TRY
2026-02-24,temel-gida,Burcu Taze Fasülye Hazır Yemek 550 Gr Cam Kavanoz,90.50,TRY
2026-02-24,temel-gida,Burcu Bamya Konservesi 550 Gr,184.50,TRY
2026-02-24,temel-gida,Burcu Garnitür Cam Kavanoz 570 Gr,69.50,TRY
2026-02-24,temel-gida,Burcu Bezelye Konservesi 570 Gr Cam Kavanoz,69.50,TRY
2026-02-24,temel-gida,Burcu Kapari Cam Kavanoz 310 Gr,130.00,TRY
2026-02-24,temel-gida,Burcu Domates Salçası 4300 Gr,498.00,TRY
2026-02-24,temel-gida,Burcu Mısır Konservesi 3 X 200 Gr,113.00,TRY
2026-02-24,temel-gida,Burcu Domates Salçası 830 Gr,81.50,TRY
2026-02-24,temel-gida,Bizim Mutfak Çilekli Puding 120 Gr,45.00,TRY
2026-02-24,temel-gida,Bizim Mutfak Krem Şanti 75 Gr,43.50,TRY
2026-02-24,temel-gida,Billur Tuz Sofrada Öğütme Yemeklik Himalaya Kristal Granül Doğal Kaya Tuzu 200 Gr Değirmenli,94.50,TRY
2026-02-24,temel-gida,Billur Tuz Sofrada Öğütme Deniz Tuzu 500 Gr,71.50,TRY
2026-02-24,temel-gida,Billur Tuz Sodyumu Azaltılmış İyotsuz Sofra Tuzu 500 Gr,116.50,TRY
2026-02-24,temel-gida,Billur Demir Mineralli İyotlu Sofra Tuzu 500 Gr,70.00,TRY
2026-02-24,temel-gida,Billur Karton Tuz 250 Gr,37.00,TRY
2026-02-24,temel-gida,Bibercizade Tatlı Toz Biber 250 Gr,121.50,TRY
2026-02-24,temel-gida,Bibercizade Tane Kara Biber 60 Gr,81.00,TRY
2026-02-24,temel-gida,Bibercizade Limon Tuzu 1 Kg,242.00,TRY
2026-02-24,temel-gida,Bibercizade Çiğköfte Seti 380 Gr,128.00,TRY
