Product Title,Daily Inflation(%)
A1103160124 MP24 (A1103160124),0.0
A1103320124 MP24 (A1103320124),0.0
A1104320 MP30 (A1104320130),0.0
A1105001108 MP08 (A4105001108),0.0
A1105160 MP27 (A1105160127 ),0.0
A1105160108 MP08 (A1105160108),0.0
A1106160102 MP02 (A1106160102),0.0
A1106160135 MP35 (A1106160135),0.0
A1106320102 MP02 (A1106320102),0.0
A1106320108 MP08 (A1106320108),0.0
A1107160 MP11 (A1107160111),0.0
A1107160102 MP02 (A1107160102),0.0
A1107320108 MP08 (A1107320108),0.0
A1107320111 MP11 (A1107320111),0.0
A1108160102 MP02 (A1108160102),0.0
A1108160108 MP08 (A1108160108),0.0
A1108160124 MP24 (A1108160124),0.0
A1108320102 MP02 (A1108320102),0.0
A1108320108 MP08 (A1108320108),0.0
A1108320124 MP24 (A1108320124),0.0
A1109096 MP24 (A1109096124),0.0
A1109192113 MP13 (A1109192113),0.0
A1109320 MP24 (A1109320124),0.0
A1110096 MP08 KULP (A1110096108),0.0
A1110096135 MP35 (A1110096135),0.0
A1110192102 MP08 (A1110192108),0.0
A1110320135 MP35 (A1110320135),0.0
A1111160 MP24 (A1111160124),0.0
A1111320 MP30 (A1111320130),0.0
A1111320102 MP02 (A1111320102),0.0
A1113160111 MP11 (A1113160111),0.0
A1113160127 MP27 (A1113160127),0.0
A1113320 MP11 (A1113320111),0.0
A1117192102 MP02 (A1117192102),0.0
A1117256 MP27 (A1117256127),0.0
A1117256102 MP02 (A1117256102),0.0
A1117320 MP27 (A1117320127),0.0
A1117320 MP30 (A1117320130),0.0
A1117320102 MP02 (A1117320102),0.0
A1119192 MP30 (A1119192130),0.0
A1119192127 MP27 (A1119192127),0.0
A1119320127 MP27 (A1119320127),0.0
A1123320151 MP51 (A1123320151),0.0
A1124192102 MP02 (A1124192102),0.0
A1124192151 MP51 (A1124192151),0.0
A1124320151 MP51 (A1124320151),0.0
A1126160 MP08 (A1126160108),0.0
A1126160117 MP17 (A1126160117),0.0
A1126320 MP08 (A1126320108),0.0
A1126320117 MP17 (A1126320117),0.0
A11369149 MP24 PL21 (A11369149124321),0.0
A1140192135 MP35 (A1140192135),0.0
A1168096 MP 24 (A1168096124),0.0
A1171160 MP24 MP24 (A1171160124124),0.0
A1172064 MP02 KULP (A1172064102),0.0
A1173160 MP08 (A1173160108),0.0
A1174160 MP08 KULP (A1174160108),0.0
A165096 MP02 PL05 (A165096102305),0.0
A165096 MP08 PL04 (A165096108304),0.0
A179096 MP02 (A179096102),0.0
A179128 MP02 (A179128102),0.0
A186064 MP02 (A186064102),0.0
A186064 MP08 (A186064108),0.0
A186064 MP24 (A186064124),0.0
A186128 MP02 (A186128102),0.0
A186128 MP24 (A186128124),0.0
A186160 MP02 (A186160102),0.0
A186160 MP08 (A186160108),0.0
A186192 MP02 (A186192102),0.0
A186192 MP08 (A186192108),0.0
A186192 MP24 (A186192124),0.0
A200160 MP02 (A200160102),0.0
A200160 MP27 (A200160127),0.0
A204128 MP02 (A204128102),0.0
A204128 MP08 (A204128108),0.0
A204128 MP27 (A204128127),0.0
A204160 MP02 (A204160102),0.0
A204160 MP08 (A204160108),0.0
A204160 MP27 (A204160127),0.0
A204192 MP05 (A204192105),0.0
A204192 MP08 (A204192108),0.0
A204192 MP27 (A204192127),0.0
A204224 MP08 (A204224108),0.0
A204224 MP27 (A204224127),0.0
A223096 MP02 (A223096102),0.0
A223096 MP08 (A223096108),0.0
A242160 MP02 (A242160102),0.0
A242160 MP08 (A242160108),0.0
A242192 MP02 (A242192102),0.0
A242192 MP08 (A242192108),0.0
A256160 MP02 (A256160102),0.0
A256192 MP02 (A256192102),0.0
A256320 MP02 (A256320102),0.0
A256320 MP08 (A256320108),0.0
A263064 MP08 KULP (A263064108),0.0
A263128 MP02 (A263128102),0.0
A263128 MP08 KULP (A263128108),0.0
A263160 MP02 (A263160102),0.0
A263160 MP08 (A263160108),0.0
A263192 MP08 (A263192108),0.0
A279192 MP08 PL16 (A279192108316),0.0
A282032 MP02 (A282032102),0.0
A282032 MP08 (A282032108),0.0
A293128 MP02 PC01 (A293128102201),0.0
A293128 MP02 PC02 (A293128102202),0.0
A293128 MP14 PC01 (A293128114201),0.0
A310160 MP02 (A310160102),0.0
A310160 MP10 (A310160110),0.0
A310160 MP66 (A310160166),0.0
A310192 MP10 (A310192110),0.0
A321128 MP02 (A321128102),0.0
A321128 MP08 (A321128108),0.0
A321128 MP10 (A321128110),0.0
A321128 MP66 (A321128166),0.0
A333025 MP14 (A333025114),0.0
A333128 MP10 (A333128110),0.0
A333128 MP14 (A333128114),0.0
A333160 MP10 (A333160110),0.0
A334025 MP66 (A334025166),0.0
A334096 MP10 (A334096110),0.0
A334096 MP66 (A334096166),0.0
A334128 MP10 (A334128110),0.0
A334128 MP66 (A334128166),0.0
A344064 MP10 (A344064110),0.0
A345128 MP02 (A345128102),0.0
A345128 MP08 (A345128108),0.0
A345256 MP02 (A345256102),0.0
A345256 MP08 (A345256108),0.0
A345320 MP02 (A345320102),0.0
A345320 MP08 (A345320108),0.0
A351025 MP10 (A351025110),0.0
A351096 MP10 (A351096110),0.0
A351096 MP24 (A351096124),0.0
A351160 MP10 (A351160110),0.0
A352096 MP10 (A352096110),0.0
A354032 MP10 (A354032110),0.0
A354096 MP10 (A354096110),0.0
A354096 MP14 (A354096114),0.0
A354160110 ÇEBİ KULP (A354160110),0.0
A356128 MP14 KULP (A356128114),0.0
A356128 MP32 (A356128132),0.0
A361025 MP24 (A361025124),0.0
A361096 MP10 (A361096110),0.0
A361096 MP24 (A361096124),0.0
A364016 MP14 (A364016114),0.0
A364096 MP14 (A364096114),0.0
A364128 MP14 (A364128114),0.0
A404028 MP08 (A404028108),0.0
A4101016 MP27 (A4101016127),0.0
A4102002 MP27 (A4102002127),0.0
A4106016 MP02 (A4106016102),0.0
A4107001 MP11 (A4107001111),0.0
A4108001 MP02 (A4108001102),0.0
A4108001 MP08 (A4108001108),0.0
A4108001 MP24 (A4108001124),0.0
A4111016 MP02 (A4111016102),0.0
A4111016 MP24 (A4111016124),0.0
A4111016 MP27 (A4111016127),0.0
A4111016 MP30 (A4111016130),0.0
A4113032 MP11 (A4113032111),0.0
A4113032 MP27 (A4113032127),0.0
A4126002 MP17 KULP (A4126002117),0.0
A4128002 MP11 (A4128002111),0.0
A4130001 MP02 (A4130001102),0.0
A4130001 MP24 (A4130001124),0.0
A4130001 MP27 KULP (A4130001127),0.0
A4130002 MP02 (A4130002102),0.0
A4130002 MP24 (A4130002124),0.0
A4130002 MP27 (A4130002127),0.0
A436025 MP02 (A436025102),0.0
A436025 MP08 (A436025108),0.0
A436025 MP24 (A436025124),0.0
A465025 MP02 (A465025102),0.0
A465025 MP08 (A465025108),0.0
A465025 MP24 (A465025124),0.0
A477025 MP02 (A477025102),0.0
A477025 MP14 (A477025114),0.0
A478025 MP02 (A478025102),0.0
A478025 MP10 (A478025110),0.0
A478025 MP14 (A478025114),0.0
A478025 MP66 (A478025166),0.0
A495-9155 MP10 (A4959155110),0.0
A495-9155 MP24 (A4959155124),0.0
A500111 MP02 CUBE K.RZ. ODA TK (A500111102),0.0
A500111 MP08 CUBE K.RZ. ODA TK (A500111108),0.0
A500113 MP02 CUBE K.RZ. WC TK (A500113102),0.0
A500122012 MP02 S-CUBE K. RZ. ODA-TK. (A500121102),0.0
A500122012 MP02 S-CUBE K. RZ. YALE TK. (A500122102),0.0
A5101010 MP02 KING BG.RZ. ODA (A51019160102),0.0
A5101010 MP02 KING BG.RZ. WC (A51019162102),0.0
A5101010 MP02 KING BG.RZ. YALE TK (A51019161102),0.0
A5101010 MP24 KING BG.RZ. YALE TK (A51019161124),0.0
A5101010 MP35 KING BG.RZ. ODA TK (A51019160135),0.0
A5101010 MP35 KING BG.RZ. WC TK (A51019162135),0.0
A5101010 MP35 KING BG.RZ. YALE TK (A51019161135),0.0
A5103010 MP08 MIRA YUV.RZ. WC TK (A51039191108),0.0
A5104010 MP02 ROME RD.RZ. ODA TK (A51049163102),0.0
A5104010 MP02 ROME RD.RZ. YALE TK (A51049164102),0.0
A5104010 MP35 ROME RD.RZ. WC TK (A51049165135),0.0
A5104010 MP35 ROME RD.RZ. YALE TK (A51049164135),0.0
A5105010 MP02 LETA K.RZ. YALE TK (A51059167102),0.0
A5105010 MP35 LETA K.RZ. ODA TK (A51059166135),0.0
A5105010 MP35 LETA K.RZ. WC TK (A51059168135),0.0
A5105010 MP35 LETA K.RZ. YALE TK (A51059167135),0.0
A5106010 MP02 CARLI KS.RZ. ODA TK (A51069157102),0.0
A5106010 MP27 CARLI KS.RZ. YALE TK (A51069158127),0.0
A5106010 MP35 CARLI KS.RZ. YALE TK (A51069158135),0.0
A5107010 MP11 VERA YUV.RZ. ODA TK (A51079189111),0.0
A5107010 MP11 VERA YUV.RZ. WC TK (A51079191111),0.0
A5107010 MP11 VERA YUV.RZ. YALE TK (A51079190111),0.0
A5107010 MP17 VERA YUV.RZ. ODA TK (A51079189117),0.0
A5107010 MP17 VERA YUV.RZ. WC TK (A51079191117),0.0
A5107010 MP17 VERA YUV.RZ. YALE TK (A51079190117),0.0
A5108010 MP08 THOR YUV.RZ. ODA TK (A51089189108),0.0
A5108010 MP08 THOR YUV.RZ. WC TK (A51089191108),0.0
A5108010 MP08 THOR YUV.RZ. YALE TK (A51089190108),0.0
A5108010 MP24 THOR YUV.RZ. YALE TK (A51089190124),0.0
A5113010 MP08 GIGI YUV.RZ. ODA TK (A51139189108),0.0
A5113010 MP11 GIGI YUV.RZ. ODA TK (A51139189111),0.0
A5113010 MP11 GIGI YUV.RZ. WC TK (A51139191111),0.0
A5113010 MP11 GIGI YUV.RZ. YALE TK (A51139190111),0.0
A5126010 MP02 IRIS YUV.RZ. ODA TK (A51269189102),0.0
A5126010 MP02 IRIS YUV.RZ. WC TK (A51269191102),0.0
A5126010 MP02 IRIS YUV.RZ. YALE TK (A51269190102),0.0
A5167010 CUBE MP02 K.RZ. WC TK (A51679168102),0.0
A5167010 CUBE MP08 K.RZ. YALE TK (A51679167108),0.0
A519112 MP08 SUI K.RZ. YALE TK (A519112108),0.0
A522111 MP08 SEA K.RZ. ODA TK (A522111108),0.0
A522112 MP02 SEA K.RZ. YALE TK (A522112102),0.0
A522113 MP02 SEA K.RZ. WC TK (A522113102),0.0
A522113 MP35 SEA K.RZ. WC TK (A522113135),0.0
A523021 MP02 NANU K.RZ. YALE TK (A523021102),0.0
A523111 MP02 S-NANU K.RZ. ODA TK (A523111102),0.0
A523113 MP02 S-NANU K.RZ. WC TK (A523113102),0.0
A528111 MP02 SATA K.RZ. ODA TK (A528111102),0.0
A528111 MP66 SATA K.RZ. ODA TK (A528111166),0.0
A528112 MP02 SATA K.RZ. YALE TK (A528112102),0.0
A528113 MP08 SATA K.RZ. WC TK (A528113108),0.0
A531011 MP02 LAVI Y.RZ. ODA TK (A531011102),0.0
A531011 MP08 LAVI Y.RZ. ODA TK (A531011108),0.0
A531012 MP02 LAVI Y.RZ. YALE TK IQ CLICK (A531012102IQ),0.0
A531013 MP02 LAVI Y.RZ. WC TK (A531013102),0.0
A531013 MP02 LAVI Y.RZ. WC TK IQ CLICK (A531013102IQ),0.0
A531111 MP08 LAVI K.RZ. WC TK (A531113108),0.0
A531113 MP02 LAVI K.RZ. WC TK (A531113102),0.0
A532012 MP02 TORO Y.RZ. YALE TK (A532012102),0.0
A532012 MP08 TORA YUVARLAK ROZ YALE (A532012108),0.0
A537013 MP08 LENA Y.RZ. WC TK (A537013108),0.0
A547030 PL06 (A547030306),0.0
A547031 MP02 PL06 ARIA Y.RZ. ODA TK (A547031102306),0.0
A547031 MP25 PL06 Y.RZ. ODA TK (A547031125306),0.0
A547032 ARIA MP02 PL06 Y.RZ. YALE TK (A547032102306),0.0
A550011 MP02 VİVA Y.RZ. ODA TK (A550011102),0.0
A550011 MP14 VİVA Y.RZ. ODA TK (A550011114),0.0
A550012 MP02 VİVA Y.RZ. YALE TK (A550012102),0.0
A550013 MP02 VİVA Y.RZ. WC TK (A550013102),0.0
A550013 MP14 VİVA Y.RZ. WC TK (A550013114),0.0
A551032 MP02 PL06 ZARA Y.RZ. YALE TK (A551032102306),0.0
A7106020108 MP08 (A7106020108),0.0
A7113010102 MP02 (A7113010102),0.0
A7113010108 MP08 (A7113010108),0.0
A7113010127 MP27 (A7113010127),0.0
A7113020102 MP02 (A7113020102),0.0
A7113020108 MP08 (A7113020108),0.0
A712 MP02 (A712000102),0.0
A713 MP02 (A713000102),0.0
A713 MP11 (A713000111),0.0
A730 MP02 Krom Portmanto Askı (A730000102),0.0
A730 MP11 (A730000111),0.0
A730 ST04 ASKI (A730000504),0.0
A909032 MP08 (A909032108),0.0
A909224 MP08 (A909224108),0.0
A913160 MP02 (A913160102),0.0
A913288 MP02 (A913288102),0.0
A940128 MP02 (A940128102),0.0
A940128 MP08 (A940128108),0.0
A940224 MP02 (A940224102),0.0
A940224 MP08 (A940224108),0.0
A940320 MP08 (A940320108),0.0
A942288 MP02 (A942288102),0.0
ACEM DÖNER LAVABO BATARYASI (Ü1219354),0.0
ACK Beyaz 18 Watt 6500K Sensörlü LED Tavan Aydınlatma (ACK.AC17-00130),0.0
ACK Beyaz 3000K Ledli Prizli Tezgah Altı Aydınlatma (ACK.AH11-00200),0.0
ACK Beyaz 9 Watt 6500K A60 Led Ampul (ACK.AA13-00923),0.0
ACK Beyaz Ledli Prizli Tezgah Altı Aydınlatma (AH11-00200),0.0
AEG 1200 Watt WS 12-125 S Avuç Taşlama (T4935451306),0.0
AEG 1300 Watt US 1300 XE Elektrikli Tilki Kuyruğu Kılıç Testere (T4935413235),0.0
AEG 1500 Watt HG 560 D Sıcak Hava Tabancası (T4935441015),0.0
AEG 1500 Watt KS15-1 Sunta Kesme Makinası (T4935472007),0.0
AEG 17 Parça Bits Uç - Vidalama Seti (T4932399495),0.0
AEG 18BL2-502C Akülü Kömürsüz Kırıcı Delici (T4935492343),0.0
AEG 18C3BL-502C 5.0 Ah Kömürsüz Darbeli Matkap (T4935478939),0.0
AEG 19 Parça Kutulu Altın Matkap Ucu Seti (T4932352245),0.0
AEG 190 mm BKS 18 BL2-0 Solo Akülü Daire Testere (T4935479661),0.0
AEG 2000 Watt HG 600 V Sıcak Hava Tabancası (T4935441025),0.0
AEG 230 mm 2200 Watt WS 2200-230 Büyük Taşlama Makinası (T4935428500),0.0
AEG 440 Watt 150 mm EX 150 ES Eksantrik Zımpara (T4935443290),0.0
AEG 700 Watt Step 100X Dekupaj Testere (T4935451000),0.0
AEG 750 Watt BE 750 RE Darbesiz Matkap (T4935449160),0.0
AEG 750 Watt SBE 750 RE Darbeli Matkap (T4935442850),0.0
AEG AL 18G Li-ion 18v Şarj Cihazı (T4932459891),0.0
AEG BBH 18BL LI-502C 18 V 5 Ah Çift Akülü Kömürsüz Kırıcı Delici (T4935464753),0.0
AEG BBH18BL2-0 Aküsüz Kırıcı - Delici (T4935480697),0.0
AEG BBSE 1100 Tank Zımpara Makinası (T4935413530),0.0
AEG BEWS 18-125BLPX 125 mm BEWS 18-125BLPX-0 Akülü Avuç İçi Taşlama (T4935464419),0.0
AEG BEWS 18-125BLPX-602C Li Çift Akülü 6 Ah Taşlama Makinası (T4935464422),0.0
AEG BEWS 18-125BLPX2-0 Aküsüz Taşlama Makinası (T4935480857),0.0
AEG BEWS18 125BLPX2-602C Akülü Kömürsüz Motor Taşlama (T4935492638),0.0
AEG BGE 18C2-0 18 V Akülü Hava Üfleyici (Akü Hariç) (T4935478458),0.0
AEG BS 12 C2 12 V 2.0 Ah Çift Akülü Vidalama Matkabı (T4935446693),0.0
AEG BS 12 C2 Li 2 Ah Çift Akülü Matkap (T4935448465),0.0
AEG BS 18C3BL-402C 18 V Çift Akülü 4 Ah Matkap (T4935478936),0.0
AEG BSB 18 BL LI-602C Kömürsüz Darbeli Matkap (T4935464100),0.0
AEG BSB 18C3BL-0 Solo Kömürsüz Darbeli Matkap (T4937478939),0.0
AEG BSB 18C3BL-402C 18 V Çift Akülü 4 Ah Darbeli Matkap (T4935478938),0.0
AEG BSB 18G4 202C 18 V Kömürsüz Darbeli Matkap (T4935478631),0.0
AEG BSB 18SBL-202C 18 V Çift Akülü 2 Ah Darbeli Matkap (T4935480056),0.0
AEG BSB18BL2-602K 6 Ah Çift Akülü Darbeli Matkap (T4935481043),0.0
AEG BSB18SBL2-202C 2.0 Ah Kömürsüz Akülü Darbeli Matkap (T4935480058),0.0
AEG BSS 18C12ZB6-502 Çift Akülü 5 Ah Darbeli Somun Sıkma Makinası (T4937472012),0.0
AEG BSS 18C3B3-0 Darbeli Aküsüz Vidalama Makinası (T4935478940),0.0
AEG BSS 18MTF12BL-402C Çift Akülü 4 Ah Darbeli Somun Sıkma Makinası (T4935479664),0.0
AEG BSS18C3B3-502C Çift Akülü 5 Ah Darbeli Vidalama Makinası (T4937472015),0.0
AEG BST 18BLX2-0 Aküsüz Dekupaj Testere (T4935492484),0.0
AEG BTS 18BL-2 Akülü Alçıpan Vidalama Makinesi (T4935464104),0.0
AEG CLG220-K Yeşil Çizgili Lazer Metre (T4935472254),0.0
AEG EX 125 ES Eksantrik Zımpara Makinası (T4935416100),0.0
AEG FL14 Akülü Lamba - Fener (T4932352101),0.0
AEG FS 280 Zımpara Motoru (T4935419280),0.0
AEG KH 24 IE SDS Plus Pneomatik Kırıcı Delici 800 Watt (T4935451555),0.0
AEG LL1850SHD 2x5 Ah Yedek Akü + Şarj Cihazı (T4935478945),0.0
AEG MF 1400 KE Kombo Freze Motoru 1400 Watt 8-12 mm (T4935411850),0.0
AEG OMNI 18C LI- 202KIT Multitool Zımpara Makinası (T4935446705),0.0
AEG Omni IH Köşe Vidalama Başlığı (T4935440705),0.0
AEG Omni JS Dekupaj Başlığı (T4935440715),0.0
AEG Omni-IH Köşe Vidalama Başlığı (T4935440730),0.0
AEG PE 150 Polisaj Motoru (T4935412266),0.0
AEG PL 700 Planya Makinası (T4935472008),0.0
AEG PS 254L 1800 Watt 254 mm Gönye Kesme (T4935440670),0.0
AEG SBE 705 RE 705 Watt Darbeli Matkap (T4935442830),0.0
AEG SMT 355 Metal Kesme Makinesi (T4935411770),0.0
AEG WS 13-125 SXE 125 mm Büyük Devir Ayarlı Taşlama Makinesi (T4935451309),0.0
AEG WS 2200-180 180 mm Büyük Avuç Taşlama Makinesi (T4935428490),0.0
AEG WS 8-125 S 125 mm Taşlama (T4935451402),0.0
AFEKS 1004X49 1100 MODÜL KAŞIKLIK ANTRASİT (AFEKS.4510),0.0
AFEKS 10x15 AYARLI BAZA AYAĞI EKO GRİ (AFX-0851),0.0
AFEKS 1140 X 49 1200 MODÜL KAŞIKLIK ANTRASİT (AFEKS.4511),0.0
AFEKS 1140 X 49 1200 MODÜL KAŞIKLIK GRİ (AFEKS.4511-10),0.0
AFEKS 128 MM KALIN ŞAHİN STEP KROM KULP )) (6192 050 128),0.0
AFEKS 160 MM İNCE ŞAHİN STEP SİYAH KULP (6182 064 160),0.0
AFEKS 224 MM KALIN ŞAHİN STEP KROM KULP )) (6192 050 224),0.0
AFEKS 224 MM İNCE ŞAHİN SİYAH KROM KULP )) (6182 064 224),0.0
AFEKS 320 MM İNCE ŞAHİN STEP KROM KULP )) (6182 050 320),0.0
AFEKS AHŞAP TABANLI DÖNER KÖR KÖŞE MEKANİZMASI SAĞ. ANT. (MAS.M5003-10),0.0
AFEKS APEX OVAL PİMLİ FLANŞ (15X29) NİKEL (AY-D0710),0.0
AFEKS CAM RAF TUTUCU PLS VİDALI PİMLİ 5 MM KROM (AY-A1803),0.0
AFEKS GİZLİ RAF TUTUCU 10X140 MM ÇİNKO TAKIM (AY-A1220-1),0.0
AFEKS GİZLİ RAF TUTUCU 8X140 MM ÇİNKO TAKIM (AY-A1221-1),0.0
AFEKS KRİSTAL RAF PİMİ 5 MM KAHVE (AY-A1818-1),0.0
AFEKS KULP VİDASI M4X25 ÇİNKO (AY-E1302),0.0
