Product Title,Category,Weekly Inflation(%)
%100 PAMUK A KESİM NORMAL BEL MÜSLİN ŞORT,Women,0.0
%100 PAMUK A KESİM PENYE MİNİ ELBİSE,Women,1.1368797460136203e-14
%100 PAMUK AFRA X DEFACTO KARE YAKA VUAL DESENLİ ASKILI BLUZ,Women,0.0
%100 PAMUK ART HOKUSAİ REGULAR FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK ASİMETRİK BİSİKLET YAKA ÇİZGİLİ TİŞÖRT,Women,0.0
%100 PAMUK ASİMETRİK KARELİ FLANEL ETEK,Women,0.0
%100 PAMUK ATATÜRK BASKILI TİŞÖRT,Men,-17.4608717737071
%100 PAMUK ATLET,Women,0.0
%100 PAMUK AVATAR THE LAST AİRBENDER BOXY FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK AVATAR THE LAST AİRBENDER REGULAR FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK AĞIR KUMAŞ TİŞÖRT,Men,0.0
%100 PAMUK BAGGY FIT FERMUARLI NORMAL BEL STANDART BOY KADİFE PANTOLON,Women,0.0
%100 PAMUK BAGGY FIT GABARDİN PANTOLON CEPLİ NORMAL BEL,Women,0.0
%100 PAMUK BAGGY FIT JEAN PANTOLON,Women,0.0
%100 PAMUK BAGGY FIT LEOPAR DESENLİ JEAN PANTOLON,Women,0.0
%100 PAMUK BAGGY FIT LEOPAR DESENLİ NORMAL BEL GABARDİN PANTOLON,Women,0.0
%100 PAMUK BAGGY FIT NORMAL BEL GABARDİN PANTOLON,Women,-5.022899857075677
%100 PAMUK BAGGY FIT YÜKSEK BEL JEAN PANTOLON,Women,-8.898723004666216
%100 PAMUK BAGGY FIT YÜKSEK BEL KATLAMALI PAÇA JEAN PANTOLON,Women,-50.00033333555557
%100 PAMUK BAGGY FIT YÜKSEK BEL UZUN JEAN PANTOLON,Women,0.0
%100 PAMUK BAGGY FİT DÜZ PAÇA PAMUKLU PANTOLON,Men,0.0
%100 PAMUK BAGGY FİT GENİŞ PAÇA JEAN YIKAMALI PANTOLON,Men,0.0
%100 PAMUK BAGGY FİT JEAN BERMUDA ŞORT,Men,0.0
%100 PAMUK BAGGY FİT KARGO CEPLİ JEAN BERMUDA ŞORT,Men,0.0
%100 PAMUK BAGGY FİT PANTOLON,Men,14.814979425697338
%100 PAMUK BAGGY JEAN BERMUDA ŞORT,Men,0.0
%100 PAMUK BARREL FIT JEAN PANTOLON,Women,0.0
%100 PAMUK BARREL FIT NORMAL BEL JEAN PANTOLON,Women,10.212064108640952
%100 PAMUK BARREL FIT NORMAL BEL KİRAZ CHARMLI GABARDİN PANTOLON,Women,-16.66685185390949
%100 PAMUK BARREL FIT NORMAL BEL POPLİN PANTOLON,Women,0.0
%100 PAMUK BARREL FIT YÜKSEK BEL JEAN PANTOLON,Women,-13.590851988869709
%100 PAMUK BARREL FIT YÜKSEK BEL KATLAMALI PAÇA JEAN PANTOLON,Women,-12.500156251953149
%100 PAMUK BARREL FIT YÜKSEK BEL UZUN JEAN PANTOLON,Women,-18.750180290195097
%100 PAMUK BASIC DÜZ TİŞÖRT,Women,0.0
%100 PAMUK BASIC FLAMLI TİŞÖRT,Women,0.0
%100 PAMUK BASIC GÖMLEK,Women,-8.000114287346962
%100 PAMUK BASIC PREMIUM TİŞÖRT,Women,0.0
%100 PAMUK BASIC PREMİUM TİŞÖRT,Women,0.0
%100 PAMUK BASIC TİŞÖRT,Women,0.0
%100 PAMUK BASKILI KISA KOLLU PİJAMA ÜSTÜ,Women,0.0
%100 PAMUK BASKILI OVERSİZE TİŞÖRT,Men,0.0
%100 PAMUK BASKILI PENYE TİŞÖRT,Women,0.0
%100 PAMUK BASKILI POPLİN UZUN KOLLU ELBİSE,Women,0.0
%100 PAMUK BASKILI TİŞÖRT,Men,19.032694375479085
%100 PAMUK BASKILI TİŞÖRT,Women,0.0
%100 PAMUK BASKILI TİŞÖRT TUNİK,Women,11.111419761660047
%100 PAMUK BATMAN 85 BOXY FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK BATMAN BOXY FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK BAĞCIKLI FLAMLI GÖMLEK,Women,0.0
%100 PAMUK BAĞLAMALI CEKET YAKA KOLSUZ BLUZ,Women,0.0
%100 PAMUK BELİ LASTİKLİ BAĞCIKLI ŞORT,Women,0.0
%100 PAMUK BELİ LASTİKLİ BERMUDA ŞORT,Women,0.0
%100 PAMUK BELİ LASTİKLİ CEPLİ ŞORT,Women,0.0
%100 PAMUK BELİ LASTİKLİ DANTEL PLAJ PANTOLONU,Women,0.0
%100 PAMUK BELİ LASTİKLİ LOOSE FİT RAHAT JEAN BERMUDA,Men,0.0
%100 PAMUK BELİ LASTİKLİ RAHAT JEAN UZUN BERMUDA ŞORT,Men,0.0
%100 PAMUK BODYCON VÜCUDU SARAN YUVARLAK YAKA RİBANA MİNİ ELBİSE,Women,25.000312503906297
%100 PAMUK BOL RAHAT KESİM WİDE LEG GENİŞ PAÇA YAZLIK KETEN GÖRÜNÜMLÜ PANTOLON,Men,0.0
%100 PAMUK BOL RAHAT KESİM WİDE LEG KARGO CEPLİ GENİŞ PAÇA YAZLIK PANTOLON,Men,0.0
%100 PAMUK BOXY FIT BASIC PENYETİŞÖRT,Women,0.0
%100 PAMUK BOXY FIT BASKILI TİŞÖRT,Men,-2.2556956314694605
%100 PAMUK BOXY FIT GÖMLEK,Men,0.0
%100 PAMUK BOXY FIT SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK BOXY FIT TİŞÖRT,Men,-13.04370510791492
%100 PAMUK BOXY FIT ÇİZGİLİ PENYE TİŞÖRT,Women,7.143061230320866
%100 PAMUK BOXY FİT ATLET,Men,0.0
%100 PAMUK BOXY FİT BASKILI BİSİKLET YAKA ATLET,Men,0.0
%100 PAMUK BOXY FİT BASKILI TİŞÖRT,Men,5.938833664283114
%100 PAMUK BOXY FİT BİSİKLET YAKA BASKILI ATLET,Men,0.0
%100 PAMUK BOXY FİT BİSİKLET YAKA BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK BOXY FİT BİSİKLET YAKA BASİC DÜZ KISA KOLLU SİYAH TİŞÖRT,Men,0.0
%100 PAMUK BOXY FİT BİSİKLET YAKA BASİC DÜZ KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK BOXY FİT BİSİKLET YAKA DESENLİ KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK BOXY FİT BİSİKLET YAKA KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK BOXY FİT BİSİKLET YAKA SIRT BASKILI ATLET,Men,0.0
%100 PAMUK BOXY FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK BOXY FİT GÖMLEK,Men,3.0555895065500724
%100 PAMUK BOXY FİT POLO YAKA ÇİZGİLİ KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK BOXY FİT SIRT BASKILI TİŞÖRT,Men,45.05250152308171
%100 PAMUK BOXY FİT TİŞÖRT,Men,11.371008756455565
%100 PAMUK BOXY FİT ÇİZGİLİ TİŞÖRT,Men,-8.571673476385039
%100 PAMUK BOYFRIEND YÜKSEK BEL JEAN ŞORT,Women,-50.00055556172847
%100 PAMUK BRODE GÖMLEK,Women,-9.375146486663855
%100 PAMUK BRODE PLAJ GÖMLEĞİ,Women,0.0
%100 PAMUK BÜYÜK BEDEN POLO TİŞÖRT,Men,-6.250097657775902
%100 PAMUK BÜYÜK BEDEN TİŞÖRT,Men,-9.091102518622234
%100 PAMUK BİSİKLET YAKA BAĞCIKLI BRODE BLAZER YELEK,Women,11.111234569272991
%100 PAMUK BİSİKLET YAKA FLAMLI TİŞÖRT,Women,17.64757786993735
%100 PAMUK BİSİKLET YAKA KALP BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK BİSİKLET YAKA KETEN GÖRÜNÜMLÜ KOLSUZ BLUZ,Women,25.000347227044823
%100 PAMUK BİSİKLET YAKA TİŞÖRT,Women,-15.151790638617669
%100 PAMUK BİSİKLET YAKA ÜST KIZ ÇOCUK,Kids-Baby,0.0
%100 PAMUK CARPENTER FIT YÜKSEK BEL UZUN PAÇA JEAN PANTOLON,Women,0.0
%100 PAMUK CEPLİ BEYAZ GABARDİN ŞORT,Women,0.0
%100 PAMUK COMFORT FİT BİSİKLET YAKA BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK COMFORT FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK CROP DÜĞMELİ DENİM CEKET,Women,-14.285821697907503
%100 PAMUK CROPPED FIT CEPLİ JEAN GÖMLEK,Women,11.11122334569036
%100 PAMUK DANTEL DETAYLI RİBANA BRAZİLİAN KÜLOT,Women,0.0
%100 PAMUK DANTELLİ BELİ LASTİKLİ BEYAZ PLAJ PANTOLONU,Women,0.0
%100 PAMUK DEADPOOL REGULAR FİT BİSİKLET YAKA KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK DESENLİ ÖNDEN BAĞLAMALI BLUZ,Women,20.00050001250031
%100 PAMUK DRAGON BALL BOXY FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK DÜĞMELİ CEP DETAYLI DENİM CEKET,Women,-12.500104167534728
%100 PAMUK DÜŞÜK BEL JEAN PANTOLON,Women,0.0
%100 PAMUK FASHİON FIT KOLSUZ YUMUŞAK JEAN ELBİSE,Women,0.0
%100 PAMUK FAST & FURİOUS BOXY FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK FAST & FURİOUS REGULAR FİT BİSİKLET YAKA KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK FITTED BASKILI RİBANA TİŞÖRT,Women,0.0
%100 PAMUK FITTED CEKET YAKA POPLİN GÖMLEK,Women,0.0
%100 PAMUK FITTED CROP DESENLİ ÖNDEN BAĞLAMALI BLUZ,Women,0.0
%100 PAMUK FITTED CROP TİŞÖRT,Women,0.0
%100 PAMUK FITTED DOKULU UZUN KOLLU KARELİ GÖMLEK,Women,0.0
%100 PAMUK FITTED KAYIK YAKA SLOGAN BASKILI RİBANA TİŞÖRT,Women,0.0
%100 PAMUK FITTED POPLİN GÖMLEK,Women,-22.115639795843805
%100 PAMUK FITTED POPLİN KISA KOLLU BEYAZ GÖMLEK,Women,11.111248287015888
%100 PAMUK FITTED U YAKA ÇİÇEK DESENLİ TİŞÖRT,Women,0.0
%100 PAMUK FITTED V YAKA ÖNDEN BAĞLAMALI POPLİN BLUZ,Women,-16.66694444907415
%100 PAMUK FITTED ÖNDEN BAĞLAMALI POPLİN BLUZ,Women,0.0
%100 PAMUK FLARE FIT POPLİN KOLSUZ MİDİ ELBİSE,Women,0.0
%100 PAMUK FORD MOTOR COMPANY BOXY FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK FORD MOTOR COMPANY LOOSE FİT V YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK FORD MOTOR COMPANY OVERSIZE SIRT BASKILI TİŞÖRT,Women,0.0
%100 PAMUK FORD MOTOR COMPANY OVERSIZE TİŞÖRT,Women,0.0
%100 PAMUK FORD MOTOR COMPANY OVERSIZE V YAKA TİŞÖRT,Women,0.0
%100 PAMUK FORD MOTOR COMPANY REGULAR FİT BİSİKLET YAKA KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK GABARDİN PALAZZO PANTOLON WİDE LEG YÜKSEK BEL GENİŞ BOL PAÇA,Women,20.000307697041492
%100 PAMUK HAFİF KUMAŞ REGULAR FİT JEAN UZUN BERMUDA ŞORT,Men,0.0
%100 PAMUK HALTER YAKA KUŞGÖZÜ DETAYLI GABARDİN YELEK,Women,0.0
%100 PAMUK HARRY POTTER OVERSIZE SIRT BASKILI TİŞÖRT,Women,0.0
%100 PAMUK HELLO KİTTY OVERSIZE SIRT BASKILI TİŞÖRT,Women,0.0
%100 PAMUK HOT WHEELS BOXY FİT BİSİKLET YAKA KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK HOT WHEELS BOXY FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK HOT WHEELS BİSİKLET YAKA BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK I LOVE NY OVERSIZE SIRT BASKILI TİŞÖRT,Women,0.0
%100 PAMUK INİTİAL D BOXY FİT BİSİKLET YAKA KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK INİTİAL D BOXY FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK JEAN PANTOLON,Women,0.0
%100 PAMUK JOGGER FIT PANTOLON,Women,0.0
%100 PAMUK JOGGER SLİM FİT DAR KESİM BELİ BAĞCIKLI GABARDİN PANTOLON,Men,0.0
%100 PAMUK KARE YAKA KETEN GÖRÜNÜMLÜ GİPELİ ASKILI MİDİ ELBİSE,Women,0.0
%100 PAMUK KARGO FİT JEAN BERMUDA ŞORT,Men,0.0
%100 PAMUK KARGO JOGGER PANTOLON ÜÇ CEPLİ,Men,0.0
%100 PAMUK KEMERLİ KOLSUZ MİDİ ELBİSE,Women,-30.000200001333344
%100 PAMUK KETEN GÖRÜNÜMLÜ BLUZ,Women,20.000307697041492
%100 PAMUK KETEN GÖRÜNÜMLÜ YAZLIK JOGGER PANTOLON DAR PAÇA BELİ BAĞCIKLI LASTİKLİ CEPLİ,Men,0.0
%100 PAMUK KISA KOLLU ÇİZGİLİ GÖMLEK,Men,-28.57188209336656
%100 PAMUK KRİNKIL KUMAŞ TUNİK,Women,0.0
%100 PAMUK KUROMİ OVERSIZE TİŞÖRT,Women,0.0
%100 PAMUK KUŞAKLI YUMUŞAK JEAN MİDİ ELBİSE,Women,0.0
%100 PAMUK LEOPAR DESENLİ GENİŞ PAÇA PANTOLON,Women,0.0
%100 PAMUK LONG FIT JEAN ETEK,Women,0.0
%100 PAMUK LONG FIT MİDİ JEAN ETEK,Women,-11.538550296540743
%100 PAMUK LOONEY TUNES BOXY FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK LOONEY TUNES BOXY FİT RAHAT KESİM BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK LOONEY TUNES REGULAR FİT BİSİKLET YAKA KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK LOOSE FIT POLO YAKA SWEATSHİRT,Women,0.0
%100 PAMUK LOOSE FIT POLO YAKA ÇİZGİLİ TİŞÖRT,Women,0.0
%100 PAMUK LOOSE FIT RENK BLOKLU SWEATSHİRT,Women,-12.500156251953149
%100 PAMUK LOOSE FIT SIRT BASKILI SWEATSHİRT,Women,0.0
%100 PAMUK LOOSE FIT SIRT BASKILI TİŞÖRT,Women,-16.66706350151194
%100 PAMUK LOOSE FIT TUNİK,Women,-11.800177002655035
%100 PAMUK LOOSE FIT TİŞÖRT,Men,0.0
%100 PAMUK LOOSE FIT TİŞÖRT,Women,0.0
%100 PAMUK LOOSE FIT ÇİZGİLİ SWEATSHİRT,Women,0.0
%100 PAMUK LOOSE FİT BASKILI TİŞÖRT,Men,0.5586717021609422
%100 PAMUK LOOSE FİT BİSİKLET YAKA BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK LOOSE FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK LOOSE FİT TİŞÖRT,Men,0.0
%100 PAMUK LOOSE FİT ÇİZGİLİ SWEATSHİRT,Women,0.0
%100 PAMUK LİNA MOM FIT YÜKSEK BEL DÜZ PAÇA JEAN KAR YIKAMALI PANTOLON,Women,0.0
%100 PAMUK MARVEL AVENGERS BOXY FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK MARVEL BOXY FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK MARVEL LOGO ONLY REGULAR FİT BİSİKLET YAKA KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK MODERN FİT POLO YAKA DÜZ UZUN KOLLU GÖMLEK,Men,0.0
%100 PAMUK MODERN FİT POLO YAKA ÇİZGİLİ UZUN KOLLU GÖMLEK,Men,0.0
%100 PAMUK MOM FIT YÜKSEK BEL JEAN PANTOLON,Women,-12.500156251953149
%100 PAMUK MOM FIT YÜKSEK BEL JEAN ŞORT,Women,0.0
%100 PAMUK MOM FIT YÜKSEK BEL PAÇA UCU KESİK JEAN ŞORT,Women,0.0
%100 PAMUK MÜSLİN BASIC BAĞCIKLI TUNİK,Women,16.666898151363213
%100 PAMUK NBA BOSTON CELTİCS OVERSIZE NAKIŞ BASKI TİŞÖRT,Women,-28.572011673707625
%100 PAMUK NBA BROOKLYN NETS CROPPED FIT TİŞÖRT,Women,-28.572108859734758
%100 PAMUK NBA BROOKLYN NETS OVERSIZE SPORCU TİŞÖRT,Women,-28.572108859734758
%100 PAMUK NBA CHİCAGO BULLS CROP BİSİKLET YAKA SPORCU TİŞÖRT,Women,0.0
%100 PAMUK NBA CHİCAGO BULLS OVERSIZE NAKIŞLI TİŞÖRT,Women,-28.572011673707625
%100 PAMUK NBA LOS ANGELES LAKERS OVERSIZE TİŞÖRT,Women,-28.572011673707625
%100 PAMUK NBA MİAMİ HEAT OVERSIZE TİŞÖRT,Women,-28.572011673707625
%100 PAMUK NBA NEW YORK KNİCKS OVERSIZE TİŞÖRT,Women,-14.286122460641732
%100 PAMUK NBA WORDMARK BOXY FIT TİŞÖRT,Women,-14.286054429867379
%100 PAMUK NBA WORDMARK OVERSIZE NAKIŞ BASKI SPORCU TİŞÖRT,Women,-14.286122460641732
%100 PAMUK NBA WORDMARK OVERSIZE TİŞÖRT,Women,-7.692476757730951
%100 PAMUK NBA WORDMARK OVERSİZE GENİŞ KALIP BİSİKLET YAKA KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK NEW REGULAR FİT BİSİKLET YAKA BASİC DÜZ KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK NEW REGULAR FİT BİSİKLET YAKA KISA KOLLU BASİC DÜZ PİKE TİŞÖRT,Men,0.0
%100 PAMUK NORMAL BEL DESENLİ KISA PAÇA ŞORT,Women,0.0
%100 PAMUK NORMAL BEL GABARDİN MİNİ ETEK,Women,0.0
%100 PAMUK NORMAL BEL GABARDİN ŞORT,Women,0.0
%100 PAMUK NORMAL BEL KISA PAÇA BRODE ŞORT,Women,0.0
%100 PAMUK NORMAL BEL KISA PAÇA GABARDİN BERMUDA ŞORT,Women,0.0
%100 PAMUK NORMAL BEL LEOPAR DESENLİ KISA PAÇA GABARDİN ŞORT,Women,0.0
%100 PAMUK ONE PİECE BOXY FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK ONE PİECE LOOSE FİT BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK ONE PİECE OVERSİZE GENİŞ KALIP BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK OVERSHIRT FIT SIRT BASKILI TİŞÖRT,Women,0.0
%100 PAMUK OVERSHİRT FIT KARELİ GÖMLEK,Women,0.0
%100 PAMUK OVERSIZE AYICIKLI TİŞÖRT,Women,0.0
%100 PAMUK OVERSIZE BASIC OXFORD GÖMLEK,Women,0.0
%100 PAMUK OVERSIZE BASIC TİŞÖRT,Women,0.0
%100 PAMUK OVERSIZE BASKILI SWEATSHİRT,Women,0.0
%100 PAMUK OVERSIZE BASKILI TİŞÖRT,Women,12.987316586621503
%100 PAMUK OVERSIZE BRODE GÖMLEK,Women,-40.00036363966945
%100 PAMUK OVERSIZE CEPLİ OXFORD GÖMLEK,Women,11.111265434242142
%100 PAMUK OVERSIZE DESENLİ GÖMLEK,Women,11.111265434242142
%100 PAMUK OVERSIZE DESENLİ VUAL GÖMLEK,Women,11.111265434242142
%100 PAMUK OVERSIZE FULAR YAKA POPLİN GÖMLEK,Women,-40.00050000625008
%100 PAMUK OVERSIZE GÖMLEK,Women,0.0
%100 PAMUK OVERSIZE GÖMLEK YAKA ÇİZGİLİ OXFORD GÖMLEK,Women,0.0
%100 PAMUK OVERSIZE KARELİ FLANEL GÖMLEK,Women,0.0
%100 PAMUK OVERSIZE KARELİ GÖMLEK,Women,0.0
%100 PAMUK OVERSIZE KAYIK YAKA AJUR TRİKO KAZAK,Women,0.0
%100 PAMUK OVERSIZE POLO YAKA SWEATSHİRT,Women,0.0
%100 PAMUK OVERSIZE SIRT BASKILI TİŞÖRT,Women,30.435576580258623
%100 PAMUK OVERSIZE SPOR BASKILI TİŞÖRT,Women,0.0
%100 PAMUK OVERSIZE TİŞÖRT,Women,-15.957701452682757
%100 PAMUK OVERSIZE ÇİZGİLİ POPLİN GÖMLEK,Women,-40.00040000400004
%100 PAMUK OVERSİZE GENİŞ KALIP BİSİKLET YAKA BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK OVERSİZE GENİŞ KALIP BİSİKLET YAKA BASİC DÜZ KISA KOLLU BEYAZ TİŞÖRT,Men,0.0
%100 PAMUK OVERSİZE GENİŞ KALIP BİSİKLET YAKA BASİC DÜZ KISA KOLLU SİYAH TİŞÖRT,Men,0.0
%100 PAMUK OVERSİZE GENİŞ KALIP BİSİKLET YAKA BASİC DÜZ KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK OVERSİZE GENİŞ KALIP BİSİKLET YAKA SIRT BASKILI KISA KOLLU TİŞÖRT,Men,0.0
%100 PAMUK OVERSİZE MONT,Men,0.0
%100 PAMUK PANTOLON,Men,0.0
%100 PAMUK PAPERBAG GABARDİN KUMAŞ PANTOLON,Women,-11.111296299382762
%100 PAMUK PAPERBAG YÜKSEK BEL JEAN PANTOLON,Women,0.0
%100 PAMUK PAPERBAG YÜKSEK BEL JEAN ŞORT,Women,3.746430084409945
%100 PAMUK PAPERBAG YÜKSEK BEL KATLAMALI PAÇA KEMERLİ JEAN ŞORT,Women,0.0
%100 PAMUK PLAJ GÖMLEĞİ,Women,0.0
%100 PAMUK POLO TİŞÖRT,Men,0.0
%100 PAMUK POLO YAKA DÜĞMELİ KUŞAKLI KISA KOLLU MİNİ JEAN ELBİSE,Women,25.000240386926798
%100 PAMUK POPLİN BOYUNDAN BAĞLAMALI BLUZ,Women,0.0
%100 PAMUK POPLİN GÖMLEK,Women,0.0
%100 PAMUK POPLİN GÖMLEK TUNİK,Women,-20.00020000200002
%100 PAMUK POPLİN ÇİZGİLİ MİDİ ELBİSE,Women,0.0
%100 PAMUK POWERPUFF GİRLS REGULAR FIT RİBANA TİŞÖRT,Women,0.0
%100 PAMUK PİJAMA TAKIMI REGULAR FİT AYICIKLI UZUN KOLLU ÜST UZUN ALT,Men,0.0
%100 PAMUK REGULAR FIT APAŞ YAKA BASIC GÖMLEK,Women,-16.667013896122835
%100 PAMUK REGULAR FIT APAŞ YAKA FLAMLI GÖMLEK,Women,-9.139932364500497
%100 PAMUK REGULAR FIT APAŞ YAKA FLAMLI KISA KOLLU BLUZ,Women,25.000446436543513
%100 PAMUK REGULAR FIT APAŞ YAKA FLAMLI YARIM KOLLU BEYAZ GÖMLEK,Women,-30.00042857755111
%100 PAMUK REGULAR FIT APLİKE BASKILI PENYE TİŞÖRT,Women,0.0
%100 PAMUK REGULAR FIT ATATÜRK BASKILI TİŞÖRT,Women,0.0
%100 PAMUK REGULAR FIT BASKILI KISA KOLLU PİJAMA ÜSTÜ,Women,0.0
%100 PAMUK REGULAR FIT BASKILI PENYE TİŞÖRT,Women,0.0
%100 PAMUK REGULAR FIT BASKILI TİŞÖRT,Women,-0.3571520410524761
%100 PAMUK REGULAR FIT BASKILI UZUN KOLLU PİJAMA ÜSTÜ,Women,0.0
