Product Name,Product Cost,id,sku,brand,category,regular_price,discount_rate,unit,status
Bosch SDS Plus-1 22x460mm,478.17,13468,13468,Bosch Aksesuarlar,Beton Delici Uçlar,777.0,38.46,PIECE,IN_SALE
Bosch PC-Plus Delik Açma Testeresi 22mm,339.25,13466,13466,Bosch Aksesuarlar,Aksesuarlar,376.95,10.0,PIECE,IN_SALE
Bosch X-Line Taş ve Duvar Matkap Ucu 7 Parça,239.08,13448,13448,Bosch Aksesuar ve El Aletleri,Aksesuarlar,265.65,10.0,PIECE,IN_SALE
Bosch CYL-3 Beton Delme 16x160 mm,654.88,13440,13440,Bosch Aksesuarlar,Beton Delici Uçlar,727.65,10.0,PIECE,IN_SALE
Bosch Tornavida Ucu Takımı 32pc EH SD Set DIY,648.27,13374,13374,Bosch Aksesuarlar,Tornavida Setleri,719.25,9.87,PIECE,IN_SALE
Bosch X-line 7 Parça Mini Ahşap Matkap Ucu Set,239.08,13338,13338,Bosch Aksesuar ve El Aletleri,Aksesuarlar,265.65,10.0,PIECE,IN_SALE
"Bosch Titreşimli Zımpara Kağıdı 10'lu, 93 x 185 Mm 180 Kum 8 Delik",222.08,13322,13322,Bosch Aksesuarlar,Zımpara Uçları,246.75,10.0,PIECE,IN_SALE
"Makita D-29227 Geniş Keski 28,6x75x410 mm",1099.0,13282,13282,Makita,Keskiler,2065.35,46.79,PIECE,IN_SALE
Bosch ExtraHard Vidalama Ucu PH1x89 mm 3'lü,99.22,13158,13158,Bosch Aksesuarlar,Aksesuarlar,115.5,14.1,PIECE,IN_SALE
Bosch Taşlama Siperi Kapaksız Vidasız 115mm v1,134.19,13107,13107,Bosch Aksesuarlar,Kesme ve Taşlama Diskleri,149.1,10.0,PIECE,IN_SALE
"Bosch HSS-PointTeQ Metal Matkap Ucu 18,0mm",1174.64,13092,13092,Bosch Aksesuarlar,Aksesuarlar,1305.15,10.0,PIECE,IN_SALE
Bosch Expert Self Cut Speed Yaprak Delme Ucu HEX 17x152mm,147.42,13073,13073,Bosch Aksesuarlar,Ahşap Delici Uçlar,163.8,10.0,PIECE,IN_SALE
Bosch Dekupaj Bıçağı CleanforPVC T302H,127.57,13072,13072,Bosch Aksesuarlar,Dekupaj Bıçakları,141.75,10.0,PIECE,IN_SALE
Bosch Cyl-9 Seramik Matkap Ucu 16x90 mm,360.99,12945,12945,Bosch Aksesuarlar,Aksesuarlar,401.1,10.0,PIECE,IN_SALE
BEYBİ PN7 NİTRİL KAPLAMA ÖRME ELDİVEN NO:10,33.6,12718,12718,Beybi,Nitril Eldivenler,33.6,0.0,PIECE,IN_SALE
Soudal Şeffaf Silikon 280 ml,75.6,3368,3368,Soudal,Silikonlar,75.6,0.0,PIECE,IN_SALE
Weber Dry FDF Plus Su Yalıtımı Beyaz 20 kg,2200.0,12912,12912,Weber,Su Yalıtım Malzemeleri,2500.0,12.0,PIECE,IN_SALE
Polisan X1 Art Multisurface Vişne 500 ml,180.0,15177,15177,Polisan,Hobi Boyaları,199.5,9.77,PIECE,IN_SALE
Polisan X1 Art Multisurface Fuşya 500 ml,180.0,15171,15171,Polisan,Hobi Boyaları,199.5,9.77,PIECE,IN_SALE
Polisan Exelans Turbo Yarı Mat Beyaz 15 lt,4410.0,14844,14844,Polisan,Polisan,4410.0,0.0,PIECE,IN_SALE
Bianca Stella Effect Bakır 200 ml,250.0,14119,14119,Bianca,Sprey Boyalar,346.5,27.85,PIECE,IN_SALE
"Bianca Stella Sedef 0,25 kg",450.0,14116,14116,Bianca,Hobi Boyaları,616.35,26.99,PIECE,IN_SALE
Polisan X1 Art Mat Vernik 500 ml,180.0,13621,13621,Polisan,Hobi Boyaları,199.5,9.77,PIECE,IN_SALE
"Dyo Dinamik 3310 Luna Otu 7,5 lt",1653.75,12879,12879,Dyo,Silikonlu Boyalar,2021.25,18.18,PIECE,IN_SALE
Polisan Perla Endüstriyel Astar Gri 15 kg,3150.0,12476,12476,Polisan,Endüstriyel Astarlar,3150.0,0.0,PIECE,IN_SALE
"Dyo Dinamik 0202 Ilık Maya 2,5 Lt",661.5,11511,11511,Dyo,Silikonlu Boyalar,808.5,18.18,PIECE,IN_SALE
"DYO TEKNOTEX 2410 SARI TOPAZ BEYAZ 2,5 LT",850.5,11232,11232,Dyo,Dyo,1039.5,18.18,PIECE,IN_SALE
Weber Prim BT-Max Brüt Beton Astarı Max 12 kg,629.0,3466,3466,Weber,İç/Dış Cephe Astarları,808.5,22.2,PIECE,IN_SALE
"DYO DİNAMİK 4547 ŞARABİ 2,5 LT",661.5,2220,2220,Dyo,Silikonlu Boyalar,808.5,18.18,PIECE,IN_SALE
"Dyo Dyosen 6192 Havai Mavi 0,75 lt",307.12,2078,2078,Dyo,Sentetik Boyalar,378.0,18.75,PIECE,IN_SALE
"DYO TEKNOTEX 3118  ANTEP FISTIĞI 2,5 LT",850.5,2030,2030,Dyo,Dyo,1039.5,18.18,PIECE,IN_SALE
"DYO 4054 ANTİPAS KIRMIZI 0,75 LT",217.35,1935,1935,Dyo,Sentetik Astarlar,265.65,18.18,PIECE,IN_SALE
Catpower 5713 Darbesiz Matkap 550 w,1050.0,14601,14601,Catpower,Darbesiz Matkaplar,1524.6,31.13,PIECE,IN_SALE
Bosch CYL-9 Multi Construction 12 mm 150 mm Tığ,325.08,11656,11656,Bosch Aksesuarlar,Matkaplar,361.2,10.0,PIECE,IN_SALE
Bosch GBM 10 RE Darbesiz Matkap 600 w,4504.5,4447,4447,Bosch,Darbesiz Matkaplar,4504.5,0.0,PIECE,IN_SALE
Fiskars 1023621 Bileyicili Marangoz Bıçağo,1039.5,15120,15120,Fiskars,Kamp/Outdoor Ürünler,1155.0,10.0,PIECE,IN_SALE
Fiskars 1070578 3 Çıkışlı Musluk Bağlantısı,1398.0,14932,14932,Fiskars,Bahçe Sulama,1732.5,19.31,PIECE,IN_SALE
"Fiskars Sol Musluk Bağlantı Aparatı G1'' (33,3mm) LB30",145.53,14892,14892,Fiskars,Bahçe Sulama,161.7,10.0,PIECE,IN_SALE
Fiskars 1065493 Ayarlanabilir Sulama Tabancası + 13mm Stoplu Hortum Bağlantısı,1351.35,14888,14888,Fiskars,Bahçe Sulama,1501.5,10.0,PIECE,IN_SALE
Fiskars 1065484 Ayarlanabilir Sulama Tabancası,1122.66,14887,14887,Fiskars,Bahçe Sulama,1247.4,10.0,PIECE,IN_SALE
Fiskars Sulama Tabancası ve Ayarlanabilir Başlık,1949.0,14886,14886,Fiskars,Bahçe Sulama,2212.35,11.9,PIECE,IN_SALE
Bosch Durgun Sudan Çekme Kiti,972.4,14739,14739,Bosch Aksesuar ve El Aletleri,Bahçe Sulama,1080.45,10.0,PIECE,IN_SALE
BOSCH Boru Kanal Temizleyici 10 m (130 bar),1299.38,14719,14719,Bosch Aksesuar ve El Aletleri,Bahçe El Aletleri,1443.75,10.0,PIECE,IN_SALE
BOSCH GBA 18V 2AH AKÜ,2835.0,12770,12770,Bosch,Akü ve Şarj Cihazları,2835.0,0.0,PIECE,IN_SALE
Bosch Bahçe (Kollu) Budama Makası 55CM,850.0,14715,14715,Bosch Aksesuar ve El Aletleri,Budama Makasları,892.5,4.76,PIECE,IN_SALE
Fiskars 1000581 Powergear Anvial Dal Kesme S,1499.0,14588,14588,Fiskars,Budama Makasları,1681.05,10.83,PIECE,IN_SALE
Fiskars 1069101 Parçalama Baltası X13,1929.0,14587,14587,Fiskars,Baltalar,2286.9,15.65,PIECE,IN_SALE
Fiskars 1072090 Norden Ahşap Saplı Bıçak (Kılıflı),2820.0,14586,14586,Fiskars,Bıçaklar,3321.15,15.09,PIECE,IN_SALE
Fiskars 1001539 Çiçek ve Bitki Makası 21 cm,1059.99,14584,14584,Fiskars,Makaslar,1212.75,12.6,PIECE,IN_SALE
Bosch Bahçe Çim ve Yaprak Toplama Tırmığı,363.82,14556,14556,Bosch Aksesuar ve El Aletleri,Tırmıklar,404.25,10.0,PIECE,IN_SALE
Fiskars 1027058 10 Musluk Bağlantı Aparatı 3/4,71.82,13203,13203,Fiskars,Bahçe Sulama,136.5,47.38,PIECE,IN_SALE
Fiskars Norden Yarma Baltası N12,3999.99,12656,12656,Fiskars,Baltalar,4620.0,13.42,PIECE,IN_SALE
Rox Camping Ultrasonik Sivrisinek Koruyucu,240.0,12413,12413,Rox,Kamp/Outdoor Ürünler,288.75,16.88,PIECE,IN_SALE
"Fiskars 1051142 Norden Parçalama Baltası N7 38,6cm",3300.0,11886,11886,Fiskars,Baltalar,3927.0,15.97,PIECE,IN_SALE
Bosch Yedek Misina 1.6mm x 24m,460.0,10338,10338,Bosch Aksesuar ve El Aletleri,Çim ve Çit Kesme Makineleri,630.0,26.98,PIECE,IN_SALE
Fiskars 1020445 Sulama Tabancası,589.99,10631,10631,Fiskars,Bahçe Sulama,750.75,21.41,PIECE,IN_SALE
Fiskars Pro Power Kılıflı Testere 15 cm,1299.38,12590,12590,Fiskars,Testereler,1443.75,10.0,PIECE,IN_SALE
Bosch Bahçe Malası,363.82,12119,12119,Bosch Aksesuar ve El Aletleri,Tırmıklar,404.25,10.0,PIECE,IN_SALE
"Bosch UniversalChain 18 (2,5Ah, TekAkü)",9240.0,11634,11634,Bosch,Elektrikli Testereler,9240.0,0.0,PIECE,IN_SALE
Fiskars 1051143 Norden Parçalama Baltası N10,3700.62,4630,4630,Fiskars,Baltalar,4111.8,10.0,PIECE,IN_SALE
Bosch Parke Kesme 120x22 12+12:24 Diş,2054.43,11089,11089,Bosch Aksesuarlar,Daire Testereler,2282.7,10.0,PIECE,IN_SALE
Bosch Parke Kesme 120x20 12+12:24 Diş,2054.43,11087,11087,Bosch Aksesuarlar,Daire Testereler,2282.7,10.0,PIECE,IN_SALE
Bosch Daire Testere Bıçağı Optiline WO H 165x30-36,1200.0,11031,11031,Bosch Aksesuarlar,Daire Testereler,1260.0,4.76,PIECE,IN_SALE
Bosch Eco For Wood Testere 190x30 mm 48 Diş,712.53,10481,10481,Bosch Aksesuarlar,Daire Testereler,798.0,10.71,PIECE,IN_SALE
Bosch GKS 190 Daire Testere 1400 w,5722.5,4444,4444,Bosch,Daire Testereler,5722.5,0.0,PIECE,IN_SALE
"Polisan Matrix Parlak Beyaz 2,5 lt",1039.5,12820,12820,Polisan,Sentetik Boyalar,1155.0,10.0,PIECE,IN_SALE
POLİSAN X1 ART 0038 Bayrak Kırmızı 500 ML,180.0,5553,5553,Polisan,Boya ve Astarlar,199.5,9.77,PIECE,IN_SALE
Polisan X1 Vernikli Antrasit 500 ml,180.0,8110,8110,Polisan,Boya ve Astarlar,199.5,9.77,PIECE,IN_SALE
Catpower 1209 Sunta Kesme 210mm 1450w,4000.0,15084,15084,Catpower,Daire Testereler,5544.0,27.85,PIECE,IN_SALE
Catpower 6890 Mop Zımpara M14 1300 w,5000.0,12200,12200,Catpower,Elektrikli Zımparalar,7623.0,34.41,PIECE,IN_SALE
Catpower 701 Beton Vibratörü 3 Hp + 5 METRE HORTUM,11975.0,13173,13173,Catpower,Beton Vibratörleri,13282.5,9.84,PIECE,IN_SALE
Gison Gas-2a Havalı Fırça Seti,783.0,12512,12512,Gison,Hava Kompresörler ve Aksesuarları,822.15,4.76,PIECE,IN_SALE
Bosch Gbh 185-LI Akülü Sds Plus Kırıcı-Delici 2x4 ah,14220.0,15590,15590,Bosch,Şarjlı Kırıcı ve Deliciler,17587.5,19.15,PIECE,IN_SALE
"Bosch GBH 2-28 Kırıcı-Delici 2,9 kg",9450.0,4398,4398,Bosch,Kırıcı & Delici,9450.0,0.0,PIECE,IN_SALE
"Bosch GSH 11 E Kırıcı 10,1 kg",23999.0,4397,4397,Bosch,Kırıcı & Delici,33075.0,27.44,PIECE,IN_SALE
Bosch Gbh 180 LI + Gws 180 LI + Gdx 180 LI +2x5.0 ah,28875.0,12621,12621,Bosch,Şarjlı Vidalama,28875.0,0.0,PIECE,IN_SALE
Bosch El Aleti Seti 34 Parça,1795.5,15599,15599,Bosch Aksesuar ve El Aletleri,Çok Amaçlı Setler,1995.0,10.0,PIECE,IN_SALE
Bosch Advanced El Aleti Seti (52 Parça),5433.75,15597,15597,Bosch Aksesuar ve El Aletleri,Çok Amaçlı Setler,6037.5,10.0,PIECE,IN_SALE
Bosch Diyagonal Yan Keski 160mm,623.7,15540,15540,Bosch Aksesuar ve El Aletleri,Yan Keskiler,693.0,10.0,PIECE,IN_SALE
CETA B05R-09 Cırcır Kombine Anahtar Özel Ağız 9 mm,600.0,15409,15409,CETA,Kombine Anahtarlar,693.0,13.42,PIECE,IN_SALE
Bosch Uzun Ağızlı Kargaburun 180mm,623.7,15349,15349,Bosch Aksesuar ve El Aletleri,Kargaburunlar,693.0,10.0,PIECE,IN_SALE
Bosch Düz Tornavida SL4.5x100mm,363.82,15322,15322,Bosch Aksesuar ve El Aletleri,Düz Uçlu Tornavidalar,404.25,10.0,PIECE,IN_SALE
Bosch VDE Tornavida SL4.5x100,415.8,15319,15319,Bosch Aksesuar ve El Aletleri,Tornavidalar,462.0,10.0,PIECE,IN_SALE
Bosch Pense Seti 3 Parça Premium,1887.17,15317,15317,Bosch Aksesuar ve El Aletleri,El Aletleri,2096.85,10.0,PIECE,IN_SALE
Bosch Yassı El Keski 22-250 mm,582.12,14998,14998,Bosch Aksesuar ve El Aletleri,Keskiler,646.8,10.0,PIECE,IN_SALE
Bosch Boru Anahtarı 90° 420 mm,2390.85,14728,14728,Bosch Aksesuar ve El Aletleri,Boru Anahtarları,2656.5,10.0,PIECE,IN_SALE
Bosch Otomatik Maket Bıçağı 3 Yedek Uçlu,582.12,14714,14714,Bosch Aksesuar ve El Aletleri,Maket Bıçakları,646.8,10.0,PIECE,IN_SALE
Bosch Kargaburun 200 mm,873.18,14648,14648,Bosch Aksesuar ve El Aletleri,Düz Uçlu Kargaburunlar,970.2,10.0,PIECE,IN_SALE
İzeltaş 3321 12 0225 İç Segman Pense Yaysız 225 mm,669.55,14615,14615,İzeltaş,Penseler,1004.85,33.37,PIECE,IN_SALE
Bosch Katlanabilir Maket Bıçağı,831.6,14594,14594,Bosch Aksesuar ve El Aletleri,Maket Bıçakları,924.0,10.0,PIECE,IN_SALE
BOSCH Maket Bıçağı 18mm,582.12,14590,14590,Bosch Aksesuar ve El Aletleri,Maket Bıçakları,646.8,10.0,PIECE,IN_SALE
Fiskars 1071898 Norden Bileme Apatatı Ahşap,1403.33,14585,14585,Fiskars,Bıçaklar,1559.25,10.0,PIECE,IN_SALE
BOSCH Tornavida Seti 6 parça SL/PH,1559.25,14582,14582,Bosch Aksesuar ve El Aletleri,Tornavidalar,1732.5,10.0,PIECE,IN_SALE
BOSCH Tornavİda VDE Screwdriver PH1,395.01,14571,14571,Bosch Aksesuar ve El Aletleri,Tornavidalar,438.9,10.0,PIECE,IN_SALE
BOSCH Betoncu Kalıpçı Kerpeteni 225mm,571.72,14565,14565,Bosch Aksesuar ve El Aletleri,Kerpetenler,635.25,10.0,PIECE,IN_SALE
Bosch Ryoba Japon Testeresi 250mm,883.58,14563,14563,Bosch Aksesuar ve El Aletleri,Testereler,981.75,10.0,PIECE,IN_SALE
BOSCH T Tipi Cırcırlı Tornavida,426.2,14562,14562,Bosch Aksesuar ve El Aletleri,El Aletleri,473.55,10.0,PIECE,IN_SALE
Bosch Tornavİda VDE SL 5.5,338.31,14560,14560,Bosch Aksesuar ve El Aletleri,Kontrol Kalemleri,375.9,10.0,PIECE,IN_SALE
Bosch Şerit Metre 5m,665.28,14539,14539,Bosch Aksesuar ve El Aletleri,Metreler,739.2,10.0,PIECE,IN_SALE
Bosch Çok Amaçlı Montaj Seti 132 Parça,6520.5,14524,14524,Bosch Aksesuar ve El Aletleri,Çok Amaçlı Setler,7245.0,10.0,PIECE,IN_SALE
Huniper Plastik Benzin Bidonu 5 lt,105.0,14253,14253,Diğer,Diğer Ürünler,139.65,24.81,PIECE,IN_SALE
Würth 0892332838 Cam Temizleme Suyu Plus 500 ml,273.0,13110,13110,Würth,Oto Bakım Ürünleri,309.75,11.86,PIECE,IN_SALE
STARLINE  İlk Yardım Kiti Araçlar için PL101,550.0,11915,11915,Starline,İlk Yardım Kitleri,577.5,4.76,PIECE,IN_SALE
Bosch PSA 700 E Panter Testere + Uç Hediyeli,4099.0,4803,4803,Bosch,Panter Testere ve Aksesuarları,4608.45,11.05,PIECE,IN_SALE
Bosch GSA 12-30 Panter Testere,6409.2,12556,12556,Bosch,Panter Testere ve Aksesuarları,6409.2,0.0,PIECE,IN_SALE
Dekor 1156 Sünger Kristalli Rulo 50 cm,1260.0,13253,13253,Dekor,Rulolar,1543.5,18.37,PIECE,IN_SALE
Dekor 1017 Plasdek Rulo Sarı 25 cm,252.0,1857,1857,Dekor,Rulolar,252.0,0.0,PIECE,IN_SALE
Gison GW-24D Somun Sıkma 3/4,10499.0,13730,13730,Gison,Somun Sıkma Makinaları,15564.15,32.54,PIECE,IN_SALE
GİSON GP-824SF KALIPÇI TAŞLAMA,1627.5,15726,15726,Gison,Taşlamalar,1627.5,0.0,PIECE,IN_SALE
Bosch UniversalGrind 750-115 Taşlama Makinesi 750w,2310.0,12967,12967,Bosch Hafif Hizmet,"Taşlama, Kesme Makineleri",2310.0,0.0,PIECE,IN_SALE
Bosch Taşlama Siperi Kapaksız Vidalı 180 mm,1039.5,12816,12816,Bosch Aksesuarlar,Kesme ve Taşlama Diskleri,1155.0,10.0,PIECE,IN_SALE
Bosch GWS 2200-180 H Büyük Taşlama,6090.0,10818,10818,Bosch,"Taşlama, Kesme Makineleri",6090.0,0.0,PIECE,IN_SALE
Bosch Gws 750 Avuç Taşlama 750w,2887.5,4443,4443,Bosch,"Taşlama, Kesme Makineleri",2887.5,0.0,PIECE,IN_SALE
Bosch GWS 9-115 Avuç Taşlama 900w,4042.5,4441,4441,Bosch,"Taşlama, Kesme Makineleri",4042.5,0.0,PIECE,IN_SALE
Bosch GSR 120-LI Vidalama (2x2.0 Ah; Plastik),5775.0,12966,12966,Bosch,Şarjlı Vidalama,5775.0,0.0,PIECE,IN_SALE
Bosch GSR 18V-50 Vidalama (2x2.0Ah; L-Case),9975.0,06019h5000,06019h5000,Bosch,Şarjlı Vidalama,9975.0,0.0,PIECE,IN_SALE
BOSCH KOMBİ SETİ 18V GSB+GBH+GWS+3X4.0AH+GAL,31500.0,15659,15659,Bosch,Akülü El Aletleri,31500.0,0.0,PIECE,IN_SALE
BOSCH GDS 18V-350 Darbeli Somun Sıkma (2X4 AH AKÜ),12600.0,14629,14629,Bosch,Şarjlı Somun Sıkma,12600.0,0.0,PIECE,IN_SALE
Bosch Gds 18V-1000 Akülü Somun Sıkma Solo (AKÜ VE ŞARJ CİHAZI DAHİL DEĞİLDİR),13099.0,11751,11751,Bosch,Şarjlı Somun Sıkma,16800.0,22.03,PIECE,IN_SALE
BOSCH GDX 18V-200 C AKÜLÜ DARB. SOMUN SIK 2X5.0 AH,24675.0,10809,10809,Bosch,Şarjlı Somun Sıkma,24675.0,0.0,PIECE,IN_SALE
Bosch GDX 18V-200 C Solo Carton Box Promix,12915.0,5232,5232,Bosch,Şarjlı Somun Sıkma,12915.0,0.0,PIECE,IN_SALE
CATPOWER 5150 AKÜLÜ VİD. 10 MM 20V 2x2.0 Ah,3360.0,16102,16102,Catpower,Şarjlı Vidalama,3360.0,0.0,PIECE,IN_SALE
"Bosch GSR 18V-50 (2x5,0 Ah, L-BOXX)",14700.0,13021,13021,Bosch,Şarjlı Vidalama,14700.0,0.0,PIECE,IN_SALE
STANLEY 10-189 GERİ ÇEKİLEBİLİR MAKET BIÇAĞI,242.55,12454,12454,,Maket Bıçakları,242.55,0.0,PIECE,IN_SALE
İzeltaş 05880 50 150 Su Terazisi 150 cm,2714.25,10814,10814,İzeltaş,Su Terazileri,2714.25,0.0,PIECE,IN_SALE
BOSCH GSH 18V-5 Akülü SDS max kırıcı (SOLO)(AKÜ VE ŞARJ CİHAZI DAHİL DEĞİLDİR),27948.0,15893,15893,Bosch,Şarjlı Kırıcı ve Deliciler,32025.0,12.73,PIECE,IN_SALE
BOSCH GBH 18V-26 F Akülü Kırıcı Delici (Solo) (AKÜ VE ŞARJ CİHAZI DAHİL DEĞİLDİR),16699.0,15892,15892,Bosch,Şarjlı Kırıcı ve Deliciler,20475.0,18.44,PIECE,IN_SALE
BOSCH GBH 18V-36C SDS MAX AKÜLÜ KIRICI DELİCİ SOLO (AKÜ VE ŞARJ CİHAZI DAHİL DEĞİLDİR),32550.0,15889,15889,Bosch,Şarjlı Kırıcı ve Deliciler,32550.0,0.0,PIECE,IN_SALE
BOSCH 18V-LİTYUM-İYON AKÜ 4.0AH + ŞARJ CİHAZI,6930.0,16112,16112,Bosch,Akü ve Şarj Cihazları,6930.0,0.0,PIECE,IN_SALE
BOSCH GBA 12V 2.0 AH AKÜ,2205.0,15985,15985,Bosch,Akü ve Şarj Cihazları,2205.0,0.0,PIECE,IN_SALE
BOSCH PROCORE 18V 8.0 AH AKÜ,5619.0,15788,15788,Bosch Aksesuar ve El Aletleri,Akü ve Şarj Cihazları,7350.0,23.55,PIECE,IN_SALE
BOSCH 18V Başlangıç seti 1x4.0 Ah + GAL 18V-40,5775.0,15786,15786,Bosch Aksesuar ve El Aletleri,Akü ve Şarj Cihazları,5775.0,0.0,PIECE,IN_SALE
BOSCH ProCORE18V 5.5 Ah Akü,6825.0,15783,15783,Bosch Aksesuar ve El Aletleri,Akü ve Şarj Cihazları,6825.0,0.0,PIECE,IN_SALE
Eng Energy Bd12-A Akü Şarj Cihazı 12 V 143 WATT,1680.0,13263,13263,Energy,Akü ve Şarj Cihazları,1680.0,0.0,PIECE,IN_SALE
BOSCH GWS 18V-11 S Akülü Taşlama (Solo model) (AKÜ VE ŞARJ CİHAZI DAHİL DEĞİLDİR),11235.0,15891,15891,Bosch,Şarjlı Taşlama Makineleri,11235.0,0.0,PIECE,IN_SALE
BOSCH GWS 18V-8 Akülü Taşlama Makinesi 1x4.0Ah,8940.0,15785,15785,Bosch,Şarjlı Taşlama Makineleri,10500.0,14.86,PIECE,IN_SALE
BOSCH GWS 18V-8 Akülü Taşlama Makinesi 2x4.0Ah,15750.0,15644,15644,Bosch,Şarjlı Taşlama Makineleri,15750.0,0.0,PIECE,IN_SALE
Bosch GAS 18V-1 Akülü Elektrik Süpürgesi (Solo),3696.0,14646,14646,Bosch,Diğer Akülü El Aletleri,3696.0,0.0,PIECE,IN_SALE
Bosch Gsr 18v-50 Akülü Delme Vidalama 1x2Ah-5Ah,13860.0,12711,12711,Bosch,Şarjlı Darbeli Matkap,13860.0,0.0,PIECE,IN_SALE
Bosch GSB 185-LI Akülü Darbeli Delme Vidalama 2x2.0Ah,8778.0,11773,11773,Bosch,Şarjlı Darbeli Matkap,8778.0,0.0,PIECE,IN_SALE
Bosch Gsb 18v-50 Darbeli Matkap 5 Amper,17325.0,11518,11518,Bosch,Şarjlı Darbeli Matkap,17325.0,0.0,PIECE,IN_SALE
Bosch GSB 18V-50 Akülü Darbeli Matkap (Solo),5775.0,6763,6763,Bosch,Şarjlı Darbeli Matkap,5775.0,0.0,PIECE,IN_SALE
Bosch GSB 120-LI Darbeli Vidalama (2x2 Ah),6352.5,06019g8100,06019g8100,Bosch,Şarjlı Darbeli Matkap,6352.5,0.0,PIECE,IN_SALE
ARORA 12N9-BS MOTORSİKLET AKÜSÜ,924.0,12712,12712,Diğer,Akü ve Şarj Cihazları,924.0,0.0,PIECE,IN_SALE
"BOSCH PBA 18V 2,5 AH AKÜ W-B",2310.0,12625,12625,Bosch,Akü ve Şarj Cihazları,2310.0,0.0,PIECE,IN_SALE
CATPOWER 271 DİJİTAL AKÜ ŞARJ CİHAZI,5527.2,12199,12199,Catpower,Akü ve Şarj Cihazları,5527.2,0.0,PIECE,IN_SALE
Bosch GBA 18V 4.0Ah Akü,4504.5,11400,11400,Bosch Aksesuarlar,Akü ve Şarj Cihazları,4504.5,0.0,PIECE,IN_SALE
"Bosch GBA 18V Batarya 5,0 ah",5313.0,12090,12090,Bosch Aksesuarlar,Akü ve Şarj Cihazları,5313.0,0.0,PIECE,IN_SALE
Bosch GAL 18V-40 Şarj Cihazı,2887.5,11905,11905,Bosch,Akü ve Şarj Cihazları,2887.5,0.0,PIECE,IN_SALE
Lider 1033 Metal Fırçalık Tezgah Üstü,92.4,11436,11436,Lider,Aksesuarlar,92.4,0.0,PIECE,IN_SALE
Bosch 2 x ProCore 18V 5.5 Ah + GAL 1880 CV,15592.5,5241,5241,Bosch,Akü ve Şarj Cihazları,15592.5,0.0,PIECE,IN_SALE
Bosch GBA 12V 3.0Ah Akü,4200.0,5097,5097,Bosch,Akü ve Şarj Cihazları,4200.0,0.0,PIECE,IN_SALE
"Bosch Akü Seti 18v (2.5Ah, Tek Akü + AL1830)",3696.0,al1830,al1830,Bosch,Akü ve Şarj Cihazları,3696.0,0.0,PIECE,IN_SALE
