Location,Rooms,Inflation(%)
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+0,0.0
Alanya/İncekum (Yeşilköy),2+1,-5.454545454545454
Alanya/İncekum (Yeşilköy),3+1,7.843137254901957
Alanya/İncekum (Yeşilköy),4+1,-3.7037037037037077
Alanya/İncekum (Yeşilköy),6+1,0.0
Demre/Kale(Demre),1+1,10.632911392405063
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,-15.802469135802468
Demre/Kale(Demre),3+0,187.5
Demre/Kale(Demre),3+1,-0.4950495049505041
Demre/Kale(Demre),4+1,-14.285714285714283
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+0,0.0
Demre/Köyler,2+1,0.0
Demre/Köyler,3+1,0.0
Döşemealtı/Düzlerçamı,1+1,0.0
Döşemealtı/Düzlerçamı,2+1,0.0
Döşemealtı/Düzlerçamı,4+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Merkez,1+1,4.798293117630938
Döşemealtı/Merkez,2+1,0.2639562586771312
Döşemealtı/Merkez,3+1,4.770959377700949
Döşemealtı/Merkez,4+1,0.020920502092052644
Döşemealtı/Merkez,5+1,5.638041733547362
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,-9.523809523809524
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,8+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),0.0
Döşemealtı/Yeniköy,1+1,0.14824740871056705
Döşemealtı/Yeniköy,2+0,9.090909090909092
Döşemealtı/Yeniköy,2+1,0.4302092646875733
Döşemealtı/Yeniköy,3+1,4.780718538113485
Döşemealtı/Yeniköy,4+1,13.65079365079365
Döşemealtı/Yeniköy,5+1,-18.96551724137931
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,-0.9174311926605571
Döşemealtı/Yeşilbayır,2+1,-12.751381215469614
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,-6.793073326139458
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,15.714285714285708
Döşemealtı/Yeşilbayır,4+2,0.0
Döşemealtı/Yeşilbayır,5+1,0.49097244219195346
Döşemealtı/Yeşilbayır,6+1,0.0
Döşemealtı/Yeşilbayır,7+1,3.4482758620689653
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Çığlık,4+1,0.0
Elmalı,2+1,0.0
Elmalı,3+1,-3.905953735305274
Finike,1+1,-0.5788067675868185
Finike,1.5+1,0.0
Finike,2+0,11.11111111111111
Finike,2+1,6.383803157996702
Finike,3+1,4.142502071251036
Finike,3.5+1,0.0
Finike/Beldeler,1+1,-3.229337712096324
Finike/Beldeler,2+1,4.061388732921585
Finike/Beldeler,3+1,-0.8264462809917356
Finike/Beldeler,4+1,0.0
Gazipaşa,1+1,-3.6491402116402094
Gazipaşa,2+1,0.5281161969738334
Gazipaşa,3+1,7.832289491997209
Gazipaşa,3+2,0.0
Gazipaşa,4+1,0.0
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,3+1,4.779411764705877
Kaş,1+1,3.4852920674752603
Kaş,2+0,0.0
Kaş,2+1,21.49344341913551
Kaş,3+1,-2.9605263157894735
Kaş,4+1,0.0
Kaş,5+1,-56.25
Kaş,Stüdyo (1+0),0.7407407407407461
Kaş/Kalkan,1+1,-5.278842060451254
Kaş/Kalkan,2+1,2.5206581384256346
Kaş/Kalkan,2.5+1,0.0
Kaş/Kalkan,3+1,1.2649647961907013
Kaş/Kalkan,4+1,-2.327201159522237
Kaş/Kalkan,5+1,4.62160600808781
Kaş/Kalkan,5+2,0.0
Kaş/Kalkan,6+1,0.0
Kaş/Kalkan,7+2,0.0
Kaş/Kalkan,Stüdyo (1+0),0.0
Kaş/Köyler,1+1,-3.4454470877768664
Kaş/Köyler,2,0.0
Kaş/Köyler,2+1,-7.682926829268292
Kaş/Köyler,2+2,0.0
Kaş/Köyler,2.5+1,0.0
Kaş/Köyler,3+1,8.47222222222222
Kaş/Köyler,4+1,0.0
Kaş/Köyler,5+4,0.0
Kaş/Köyler,Stüdyo (1+0),26.76056338028169
Kemer,1+1,44.27311169437152
Kemer,2+1,10.975087225316772
Kemer,3+1,-1.48870636550308
Kemer,3.5+1,0.0
Kemer,4+1,-7.366617719040629
Kemer,4+4,0.0
Kemer,4.5+1,0.0
Kemer,5+1,19.0
Kemer,6+1,0.0
Kemer,Stüdyo (1+0),-9.433962264150944
Kemer/Göynük,1+1,-0.3631961259079956
Kemer/Göynük,1.5+1,0.0
Kemer/Göynük,10 Üzeri,0.0
Kemer/Göynük,2+1,-5.676855895196501
Kemer/Göynük,3+1,0.0
Kemer/Göynük,4+1,31.03448275862069
Kemer/Göynük,5+1,0.0
Kemer/Göynük,7+2,0.0
Kemer/Göynük,9+1,0.0
Kemer/Göynük,Stüdyo (1+0),4.8998403021147166
Kemer/Köyler,1+1,0.0
Kemer/Köyler,2+1,-16.666666666666664
Kemer/Köyler,2.5+1,0.0
Kemer/Köyler,3+1,0.0
Kemer/Köyler,Stüdyo (1+0),0.0
Kemer/Tekirova,1+1,7.740585774058577
Kemer/Tekirova,2+1,12.37785016286645
Kemer/Tekirova,3+1,24.615384615384624
Kemer/Tekirova,Stüdyo (1+0),0.0
Kepez/Ahatlı,1+1,-2.562222805308673
Kepez/Ahatlı,1.5+1,0.0
Kepez/Ahatlı,2+0,-0.754905332498715
Kepez/Ahatlı,2+1,2.1014144056920534
Kepez/Ahatlı,3+0,0.0
Kepez/Ahatlı,3+1,0.2146892655367247
Kepez/Ahatlı,4+1,0.0
Kepez/Ahatlı,4+4,0.0
Kepez/Ahatlı,5+1,-8.133971291866034
Kepez/Ahatlı,5+2,-6.25
Kepez/Ahatlı,Stüdyo (1+0),1.5833635824520904
Kepez/Altınova,3+1,0.0
Kepez/Dokuma,1+1,-0.30060120240480964
Kepez/Dokuma,1.5+1,4.761904761904762
Kepez/Dokuma,2+1,-2.2274425450017006
Kepez/Dokuma,2.5+1,0.0
Kepez/Dokuma,3+1,1.1111758196959969
Kepez/Dokuma,4+1,-6.25
Kepez/Dokuma,5+1,0.0
Kepez/Dokuma,Stüdyo (1+0),-31.25
Kepez/Duraliler,1+1,3.1724435708936802
Kepez/Duraliler,2+0,6.247307195174492
Kepez/Duraliler,2+1,-0.06417180190211912
Kepez/Duraliler,3+1,2.9714127070966043
Kepez/Duraliler,4+1,0.0
Kepez/Duraliler,4+2,-10.0
Kepez/Duraliler,5+1,0.0
Kepez/Duraliler,6+1,-13.636363636363635
Kepez/Duraliler,Stüdyo (1+0),-0.7268036371645241
Kepez/Düdenbaşı,1+1,0.27331595324193547
Kepez/Düdenbaşı,2+1,-1.9426296939944416
Kepez/Düdenbaşı,3+1,-0.26497085320614344
Kepez/Erenköy,1+1,1.133223324631511
Kepez/Erenköy,2+0,15.0
Kepez/Erenköy,2+1,2.578065342941203
Kepez/Erenköy,2+2,-13.82978723404255
Kepez/Erenköy,3+0,0.0
Kepez/Erenköy,3+1,-0.7362679157677295
Kepez/Erenköy,4+1,6.928532460447344
Kepez/Erenköy,5+1,-3.5353535353535386
Kepez/Erenköy,Stüdyo (1+0),-60.396039603960396
Kepez/Köyler,1+1,0.0
Kepez/Köyler,2+1,91.0480349344978
Kepez/Köyler,3+1,-14.000000000000002
Kepez/Köyler,3+2,0.0
Kepez/Köyler,4+1,3.100775193798447
Kepez/Köyler,4.5+1,0.0
Kepez/Köyler,5+1,0.0
Kepez/Merkez,1+1,2.214454894566191
Kepez/Merkez,2+1,-3.4103410341034044
Kepez/Merkez,3+1,3.7593984962405957
Kepez/Merkez,4+1,-3.8888888888888933
Kepez/Merkez,Stüdyo (1+0),6.0
Kepez/Sütçüler,1+1,0.3992202237455963
Kepez/Sütçüler,2+1,1.9284162462513152
Kepez/Sütçüler,3+1,4.9858889934148625
Kepez/Sütçüler,4+1,-27.678571428571434
Kepez/Sütçüler,5+1,0.0
Kepez/Varsak,1+1,0.5275512405609649
Kepez/Varsak,2+1,-0.18195668504746096
Kepez/Varsak,3+1,2.4422822092594334
Kepez/Varsak,4+1,-10.077519379844961
Kepez/Varsak,5+1,0.0
Kepez/Varsak,5+2,-7.142857142857142
Kepez/Varsak,Stüdyo (1+0),0.0
Kepez/Yeniemek,1+1,-1.3600772828960808
Kepez/Yeniemek,2+0,0.0
Kepez/Yeniemek,2+1,0.601815460798226
Kepez/Yeniemek,3+1,-2.857142857142855
Kepez/Yeniemek,5+1,0.0
Konyaaltı/Arapsuyu,1+1,3.060587248855379
Konyaaltı/Arapsuyu,2+0,-5.035971223021588
Konyaaltı/Arapsuyu,2+1,2.4747613496706586
Konyaaltı/Arapsuyu,3+1,1.856366201647725
Konyaaltı/Arapsuyu,3+2,16.234309623430956
Konyaaltı/Arapsuyu,4+1,1.560592299899886
Konyaaltı/Arapsuyu,4+2,3.5230352303522996
Konyaaltı/Arapsuyu,5+1,-8.544913325161973
Konyaaltı/Arapsuyu,5+2,0.0
Konyaaltı/Arapsuyu,6+1,2.564102564102562
Konyaaltı/Arapsuyu,7+1,0.0
Konyaaltı/Arapsuyu,Stüdyo (1+0),7.332155477031799
Konyaaltı/Doyran,2+1,0.0
Konyaaltı/Köyler,1+1,-7.575757575757571
Konyaaltı/Köyler,10 Üzeri,0.0
Konyaaltı/Köyler,2+0,6.666666666666667
Konyaaltı/Köyler,2+1,75.78125000000001
Konyaaltı/Köyler,3+1,-18.12297734627832
Konyaaltı/Köyler,3+2,0.0
Konyaaltı/Köyler,4+1,0.0
Konyaaltı/Köyler,5+1,0.0
Konyaaltı/Köyler,6+2,0.0
Konyaaltı/Köyler,8+3,0.0
Konyaaltı/Merkez,1+1,0.32975170443652485
Konyaaltı/Merkez,2+0,-1.7241379310344764
Konyaaltı/Merkez,2+1,1.734959759377245
Konyaaltı/Merkez,3+1,-0.6103209634352306
Konyaaltı/Merkez,4+1,-6.367628607277291
Konyaaltı/Merkez,5+1,-3.4960422163588425
Konyaaltı/Merkez,Stüdyo (1+0),5.932203389830509
Korkuteli,1+1,-20.956607495069033
Korkuteli,2+0,0.0
Korkuteli,2+1,-6.21984857875641
Korkuteli,3+1,-0.6924101198402226
Korkuteli,3.5+1,0.0
Korkuteli,5+1,0.0
Korkuteli/Bozova,2+1,30.434782608695656
Korkuteli/Köyler,2+1,32.69230769230769
Korkuteli/Köyler,3+1,-73.91304347826086
Kumluca,1+1,10.864485981308416
Kumluca,2+0,-8.823529411764707
Kumluca,2+1,-1.8629238060517712
Kumluca,3+1,5.04937458854511
Kumluca,4+1,0.0
Kumluca/Beldeler,1+1,11.11111111111111
Kumluca/Beldeler,2+1,0.0
Kumluca/Beykonak,3+1,0.0
Kumluca/Beykonak,4+1,19.047619047619047
Kumluca/Köyler,1+1,7.638888888888889
Kumluca/Köyler,1.5+1,0.0
Kumluca/Köyler,2+1,6.783783783783788
Kumluca/Köyler,3+1,-19.0
Kumluca/Mavikent,2+1,-11.11111111111111
Kumluca/Mavikent,4+2,0.0
Kumluca/Mavikent,5+1,0.0
Kumluca/Mavikent,6+1,-9.090909090909092
Manavgat,1+1,-0.7310044761435464
Manavgat,1.5+1,-8.277027027027032
Manavgat,2+0,9.285714285714286
Manavgat,2+1,2.136440177660866
Manavgat,2.5+1,0.0
Manavgat,3+1,-0.9401430267912823
Manavgat,3.5+1,0.0
Manavgat,4+1,-3.623690162950651
Manavgat,4+2,60.0
Manavgat,5+1,-1.6877637130801686
Manavgat,5+2,0.0
Manavgat,Stüdyo (1+0),1.1942785724205143
Manavgat/Ilıca,1+1,-0.6052529290910165
Manavgat/Ilıca,2+0,0.0
Manavgat/Ilıca,2+1,0.5968881546402253
Manavgat/Ilıca,2.5+1,0.0
Manavgat/Ilıca,3+1,-6.3707945597709355
Manavgat/Ilıca,4+1,-6.146341463414634
Manavgat/Ilıca,4+2,0.0
Manavgat/Ilıca,4.5+1,0.0
Manavgat/Ilıca,5+1,-18.00766283524904
Manavgat/Ilıca,6+1,0.0
Manavgat/Köyler,1+1,21.428571428571427
Manavgat/Köyler,2+0,0.0
Manavgat/Köyler,2+1,-7.018956379942925
Manavgat/Köyler,3+1,-0.9350869986004987
Manavgat/Köyler,3+2,0.0
Manavgat/Köyler,4+1,-46.23376623376623
Manavgat/Köyler,4+3,0.0
Manavgat/Köyler,Stüdyo (1+0),0.0
Manavgat/Sarılar,1+1,-20.454545454545457
Manavgat/Sarılar,2+0,-3.4482758620689653
Manavgat/Sarılar,2+1,-1.1071967790639192
Manavgat/Sarılar,3+1,3.2186459489456127
Manavgat/Sarılar,4+1,2.941176470588235
Manavgat/Taşağıl,1+1,0.0
Manavgat/Taşağıl,2+1,27.049180327868854
Manavgat/Taşağıl,3+1,3.378378378378373
Manavgat/Taşağıl,4+1,0.0
Manavgat/Taşağıl,5+1,0.0
Manavgat/Çolaklı,2+1,47.67045819677397
Manavgat/Çolaklı,3+1,-9.090909090909092
Manavgat/Çolaklı,4+1,0.0
Manavgat/Çolaklı,5.5+1,0.0
Manavgat/Çolaklı,Stüdyo (1+0),164.28571428571428
Muratpaşa/Bahçelievler,1+1,2.956020187454938
Muratpaşa/Bahçelievler,2+1,7.664823395236741
Muratpaşa/Bahçelievler,3+1,1.842713197345797
Muratpaşa/Bahçelievler,4+1,-27.761055799953695
Muratpaşa/Bahçelievler,4+2,-3.7037037037037033
Muratpaşa/Bahçelievler,Stüdyo (1+0),17.551020408163268
Muratpaşa/Eskisanayi,1+1,-3.1522642420617295
Muratpaşa/Eskisanayi,2+1,0.42921690952653807
Muratpaşa/Eskisanayi,3+1,1.9367378438634901
Muratpaşa/Eskisanayi,4+1,3.571428571428571
Muratpaşa/Eskisanayi,5+1,0.0
Muratpaşa/Eskisanayi,Stüdyo (1+0),-17.346938775510207
Muratpaşa/Fener,1+1,-0.16546069224058313
Muratpaşa/Fener,2+1,6.97326894558728
Muratpaşa/Fener,3+1,-0.10364979099564633
Muratpaşa/Fener,3.5+1,-0.5882352941176471
Muratpaşa/Fener,4+1,-4.815198443776372
Muratpaşa/Fener,4+2,0.0
Muratpaşa/Fener,5+1,4.935424354243542
Muratpaşa/Fener,5+2,67.66467065868264
Muratpaşa/Fener,6+1,0.0
Muratpaşa/Fener,Stüdyo (1+0),6.332703213610594
Muratpaşa/Gençlik,1+1,4.853493613824191
Muratpaşa/Gençlik,2+1,-3.5542196203078054
Muratpaşa/Gençlik,3+1,1.414891605205693
Muratpaşa/Gençlik,4+1,13.260530421216854
Muratpaşa/Gençlik,5+1,31.03448275862069
Muratpaşa/Gençlik,Stüdyo (1+0),-7.293901317805703
Muratpaşa/Güzeloluk,1+1,-0.062266500622669536
Muratpaşa/Güzeloluk,2+1,-5.5145046524356855
Muratpaşa/Güzeloluk,3+1,6.8013846009916765
Muratpaşa/Güzeloluk,4+1,-6.055900621118012
Muratpaşa/Güzeloluk,5+1,35.714285714285715
Muratpaşa/Güzeloluk,6+1,0.0
Muratpaşa/Kızıltoprak,1+1,2.0568504416692033
Muratpaşa/Kızıltoprak,2+1,-0.6537069395906104
Muratpaşa/Kızıltoprak,3+1,-0.7751937984496114
Muratpaşa/Kızıltoprak,4+2,0.0
Muratpaşa/Lara,1+1,1.0212848347932104
Muratpaşa/Lara,1.5+1,0.0
Muratpaşa/Lara,2+0,0.0
Muratpaşa/Lara,2+1,2.0309795525451744
Muratpaşa/Lara,2+2,0.0
Muratpaşa/Lara,3+1,0.8199774459214697
Muratpaşa/Lara,3+3,-4.651162790697675
Muratpaşa/Lara,4+1,-1.082001428022183
Muratpaşa/Lara,4+2,0.0
Muratpaşa/Lara,5+1,-5.929439667951366
Muratpaşa/Lara,5+2,44.230769230769226
Muratpaşa/Lara,6+1,-2.7210884353741496
Muratpaşa/Lara,6+3,0.0
Muratpaşa/Lara,Stüdyo (1+0),6.295244204160183
Muratpaşa/Meltem,1+1,-0.8862453531598566
Muratpaşa/Meltem,2+0,0.0
Muratpaşa/Meltem,2+1,4.2671172049299395
Muratpaşa/Meltem,3+1,-2.3422898033769823
Muratpaşa/Meltem,Stüdyo (1+0),23.91304347826087
Muratpaşa/Merkez,2+1,-9.560723514211885
Muratpaşa/Merkez,3+1,2.5910364145658265
Muratpaşa/Merkez,4+1,0.0
Muratpaşa/Merkez,Stüdyo (1+0),0.0
Muratpaşa/Yenigün,1+1,-1.7618549652093436
Muratpaşa/Yenigün,2+1,1.2020317013929882
Muratpaşa/Yenigün,3+1,0.7008639308855286
Muratpaşa/Yenigün,4+1,58.18181818181818
Muratpaşa/Yenigün,Stüdyo (1+0),0.0
Muratpaşa/Çarşı,1+1,0.6382978723404255
Muratpaşa/Çarşı,2+0,0.0
Muratpaşa/Çarşı,2+1,-0.659703133589883
Muratpaşa/Çarşı,3+1,-1.5429403202328968
Muratpaşa/Çarşı,4+1,0.0
Muratpaşa/Çarşı,5+1,0.0
Muratpaşa/Çarşı,Stüdyo (1+0),-5.538461538461538
Serik,1+1,-2.450513040769517
Serik,10+1,0.0
Serik,2+0,2.127659574468085
Serik,2+1,-1.731102684781157
Serik,2.5+1,0.0
Serik,3+1,1.3594139415451905
Serik,3+2,0.0
Serik,3.5+1,0.0
Serik,4+1,5.432483661565713
Serik,5+1,8.391070053887601
Serik,6+1,0.0
Serik,6+2,0.0
Serik,7+1,0.0
Serik,8+1,0.0
Serik/Belek,1+1,4.288326900892577
Serik/Belek,10 Üzeri,0.0
Serik/Belek,2+0,0.0
Serik/Belek,2+1,3.444556306630238
Serik/Belek,2.5+1,-25.0
Serik/Belek,3+1,0.5500989797472196
Serik/Belek,4+1,12.465501379944808
Serik/Belek,4+2,0.0
Serik/Belek,5+1,17.073170731707325
Serik/Belek,5+2,0.0
Serik/Belek,6+1,8.108108108108109
Serik/Belek,7+1,0.0
Serik/Belek,Stüdyo (1+0),0.0
Serik/Köyler,1+1,0.0
Serik/Köyler,3+1,0.0
Serik/Köyler,4+1,0.41841004184099806
Serik/Yukarıkocayatak,2+1,-8.359133126934983
Serik/Yukarıkocayatak,3+1,0.0
