Location,Rooms,Inflation(%)
Kemer/Tekirova,3+1,0.0
Kepez/Ahatlı,1+1,-1.3648960245714417
Kepez/Ahatlı,1.5+1,0.0
Kepez/Ahatlı,2+0,0.4552869770664103
Kepez/Ahatlı,2+1,2.1009093214568426
Kepez/Ahatlı,3+0,-52.72727272727272
Kepez/Ahatlı,3+1,-1.1623811201127157
Kepez/Ahatlı,4+1,0.0
Kepez/Ahatlı,4+4,0.0
Kepez/Ahatlı,5+1,-7.913669064748201
Kepez/Ahatlı,5+2,-6.25
Kepez/Ahatlı,Stüdyo (1+0),1.190825360115829
Kepez/Altınova,3+1,0.0
Kepez/Dokuma,1+1,-0.37656704323371076
Kepez/Dokuma,1.5+1,0.0
Kepez/Dokuma,2+1,-3.86714202561117
Kepez/Dokuma,2.5+1,0.0
Kepez/Dokuma,3+1,2.3790750728020083
Kepez/Dokuma,4+1,-11.25
Kepez/Dokuma,5+1,0.0
Kepez/Dokuma,Stüdyo (1+0),23.958333333333325
Kepez/Duraliler,1+1,-1.365787079162878
Kepez/Duraliler,2+0,-1.5079707022834823
Kepez/Duraliler,2+1,1.4034163676521942
Kepez/Duraliler,3+1,3.597045569687755
Kepez/Duraliler,4+1,0.0
Kepez/Duraliler,4+2,35.55555555555554
Kepez/Duraliler,5+1,0.0
Kepez/Duraliler,6+1,-13.636363636363635
Kepez/Duraliler,Stüdyo (1+0),2.445784600389863
Kepez/Düdenbaşı,1+1,-1.036318066743374
Kepez/Düdenbaşı,2+1,-2.7508374783615723
Kepez/Düdenbaşı,3+1,-2.2126022126022096
Kepez/Erenköy,1+1,0.9582803981350472
Kepez/Erenköy,2+0,15.0
Kepez/Erenköy,2+1,3.025938165853578
Kepez/Erenköy,2+2,-13.82978723404255
Kepez/Erenköy,3+0,0.0
Kepez/Erenköy,3+1,0.8841620394748869
Kepez/Erenköy,4+1,7.198228128460695
Kepez/Erenköy,5+1,0.0
Kepez/Erenköy,Stüdyo (1+0),-33.33333333333333
Kepez/Köyler,1+1,0.0
Kepez/Köyler,2+1,-1.7467248908296942
Kepez/Köyler,3+1,-14.000000000000002
Kepez/Köyler,3+2,0.0
Kepez/Köyler,4+1,3.100775193798447
Kepez/Köyler,4.5+1,0.0
Kepez/Köyler,5+1,0.0
Kepez/Merkez,1+1,-0.2670424175916811
Kepez/Merkez,2+1,-2.2683583237216425
Kepez/Merkez,3+1,0.3759398496240547
Kepez/Merkez,4+1,-3.8888888888888933
Kepez/Merkez,Stüdyo (1+0),6.0
Kepez/Sütçüler,1+1,-6.242136643239879
Kepez/Sütçüler,2+1,0.25485798576132357
Kepez/Sütçüler,3+1,4.324157129600985
Kepez/Sütçüler,4+1,0.4464285714285649
Kepez/Sütçüler,4+2,0.0
Kepez/Sütçüler,5+1,0.0
Kepez/Varsak,1+1,0.3575345486849908
Kepez/Varsak,2+0,0.0
Kepez/Varsak,2+1,-0.18263308548826185
Kepez/Varsak,3+1,-1.1756108010029913
Kepez/Varsak,4+1,0.0
Kepez/Varsak,5+1,-13.0
Kepez/Varsak,5+2,0.0
Kepez/Varsak,Stüdyo (1+0),-1.7857142857142856
Kepez/Yeniemek,1+1,0.778926497663228
Kepez/Yeniemek,2+1,1.7756283207684254
Kepez/Yeniemek,3+1,-3.5512341062079247
Kepez/Yeniemek,5+1,0.0
Kepez/Yeniemek,6+1,0.0
Kepez/Yeniemek,Stüdyo (1+0),0.0
Konyaaltı/Arapsuyu,1+1,0.47163312976653615
Konyaaltı/Arapsuyu,2+0,-5.035971223021588
Konyaaltı/Arapsuyu,2+1,0.10124792364459644
Konyaaltı/Arapsuyu,3+1,0.8366792559282821
Konyaaltı/Arapsuyu,3+2,4.632768361581921
Konyaaltı/Arapsuyu,4+1,-1.84138042080782
Konyaaltı/Arapsuyu,4+2,47.89272030651341
Konyaaltı/Arapsuyu,5+1,3.321113122031959
Konyaaltı/Arapsuyu,5+2,0.0
Konyaaltı/Arapsuyu,6+1,-3.84615384615385
Konyaaltı/Arapsuyu,7+1,-14.024390243902433
Konyaaltı/Arapsuyu,Stüdyo (1+0),18.282425852146964
Konyaaltı/Doyran,2+1,0.0
Konyaaltı/Köyler,1+1,-7.592592592592593
Konyaaltı/Köyler,10 Üzeri,0.0
Konyaaltı/Köyler,2+0,6.666666666666667
Konyaaltı/Köyler,2+1,1.1904761904761905
Konyaaltı/Köyler,3+1,-42.07119741100323
Konyaaltı/Köyler,3+2,0.0
Konyaaltı/Köyler,4+1,4.999999999999996
Konyaaltı/Köyler,5+1,0.0
Konyaaltı/Köyler,6+2,0.0
Konyaaltı/Köyler,8+3,0.0
Konyaaltı/Merkez,1+1,-0.02773305408879364
Konyaaltı/Merkez,2+0,-1.7241379310344764
Konyaaltı/Merkez,2+1,-0.12901146328443266
Konyaaltı/Merkez,3+1,-2.727544534783906
Konyaaltı/Merkez,4+1,-6.733627139489605
Konyaaltı/Merkez,5+1,-2.672811059907834
Konyaaltı/Merkez,Stüdyo (1+0),6.991525423728813
Korkuteli,1+1,4.982456140350877
Korkuteli,2+0,-1.4285714285714286
Korkuteli,2+1,-7.024548393827377
Korkuteli,3+1,-1.8641810918775061
Korkuteli,5+1,0.0
Korkuteli/Bozova,2+1,30.434782608695656
Korkuteli/Köyler,2+1,38.46153846153847
Korkuteli/Köyler,3+1,-73.91304347826086
Kumluca,1+1,-5.633802816901409
Kumluca,2+0,-8.823529411764707
Kumluca,2+1,-3.3706293706293646
Kumluca,3+1,1.3231649189704537
Kumluca,4+1,0.0
Kumluca/Beldeler,1+1,11.11111111111111
Kumluca/Beldeler,2+1,0.0
Kumluca/Beykonak,3+1,-43.42105263157895
Kumluca/Beykonak,4+1,19.047619047619047
Kumluca/Köyler,1+1,8.88888888888889
Kumluca/Köyler,1.5+1,0.0
Kumluca/Köyler,2+1,-1.1476264997391796
Kumluca/Köyler,3+1,-19.0
Kumluca/Mavikent,2+1,-11.11111111111111
Kumluca/Mavikent,4+2,0.0
Kumluca/Mavikent,5+1,0.0
Kumluca/Mavikent,6+1,-9.090909090909092
Manavgat,1+1,0.8445575260624907
Manavgat,1.5+1,-4.729729729729734
Manavgat,2+0,38.6904761904762
Manavgat,2+1,1.079784715601548
Manavgat,2.5+1,0.0
Manavgat,3+1,0.442089190894123
Manavgat,3.5+1,0.0
Manavgat,4+1,-3.861158921399885
Manavgat,4+2,60.0
Manavgat,5+1,2.848101265822785
Manavgat,5+2,0.0
Manavgat,6+2,0.0
Manavgat,Stüdyo (1+0),-2.8340080971660004
Manavgat/Ilıca,1+1,-1.5468824369347984
Manavgat/Ilıca,2+0,0.0
Manavgat/Ilıca,2+1,-1.414929811965827
Manavgat/Ilıca,2.5+1,0.0
Manavgat/Ilıca,3+1,-0.4807692307692308
Manavgat/Ilıca,4+1,2.117647058823527
Manavgat/Ilıca,4+2,0.0
Manavgat/Ilıca,4.5+1,0.0
Manavgat/Ilıca,5+1,-18.00766283524904
Manavgat/Ilıca,6+1,0.0
Manavgat/Köyler,1+1,6.279287722586699
Manavgat/Köyler,2+0,0.0
Manavgat/Köyler,2+1,3.7867672745056846
Manavgat/Köyler,3+1,-15.29677419354839
Manavgat/Köyler,3+2,0.0
Manavgat/Köyler,4+1,-9.010989010989011
Manavgat/Köyler,4+3,0.0
Manavgat/Köyler,Stüdyo (1+0),0.0
Manavgat/Sarılar,1+1,5.88235294117647
Manavgat/Sarılar,2+0,14.942528735632186
Manavgat/Sarılar,2+1,-3.2164486742327894
Manavgat/Sarılar,3+1,3.0752916224814393
Manavgat/Sarılar,4+1,1.1764705882352942
Manavgat/Taşağıl,1+1,0.0
Manavgat/Taşağıl,2+1,27.049180327868854
Manavgat/Taşağıl,3+1,10.27027027027027
Manavgat/Taşağıl,4+1,0.0
Manavgat/Taşağıl,5+1,0.0
Manavgat/Çolaklı,2+1,38.272422107701765
Manavgat/Çolaklı,3+1,43.47826086956521
Manavgat/Çolaklı,4+1,0.0
Manavgat/Çolaklı,5.5+1,0.0
Manavgat/Çolaklı,Stüdyo (1+0),164.28571428571428
Muratpaşa/Bahçelievler,1+1,5.5084056083893245
Muratpaşa/Bahçelievler,2+0,0.0
Muratpaşa/Bahçelievler,2+1,3.067004811452676
Muratpaşa/Bahçelievler,3+1,-3.1123293929529976
Muratpaşa/Bahçelievler,4+1,-23.666365280289337
Muratpaşa/Bahçelievler,4+2,0.0
Muratpaşa/Bahçelievler,Stüdyo (1+0),-13.071895424836603
Muratpaşa/Eskisanayi,1+1,-4.65336382995504
Muratpaşa/Eskisanayi,2+1,-1.9007685860877839
Muratpaşa/Eskisanayi,3+1,0.4977256155366214
Muratpaşa/Eskisanayi,4+1,0.8695652173913043
Muratpaşa/Eskisanayi,5+1,0.0
Muratpaşa/Eskisanayi,Stüdyo (1+0),3.8461538461538463
Muratpaşa/Fener,1+1,-4.451117230424837
Muratpaşa/Fener,2+1,2.54567763562627
Muratpaşa/Fener,3+1,1.7452308046175333
Muratpaşa/Fener,3.5+1,-0.5882352941176471
Muratpaşa/Fener,4+1,-5.005018224076913
Muratpaşa/Fener,4+2,18.181818181818183
Muratpaşa/Fener,5+1,4.935424354243542
Muratpaşa/Fener,5+2,67.66467065868264
Muratpaşa/Fener,6+1,0.0
Muratpaşa/Fener,Stüdyo (1+0),5.633802816901409
Muratpaşa/Gençlik,1+1,8.710706973383115
Muratpaşa/Gençlik,2+1,-7.6759161434818495
Muratpaşa/Gençlik,3+1,-3.320546761035166
Muratpaşa/Gençlik,4+1,-13.135725429017157
Muratpaşa/Gençlik,5+1,151.72413793103448
Muratpaşa/Gençlik,Stüdyo (1+0),-7.293901317805703
Muratpaşa/Güzeloluk,1+1,1.468203927220329
Muratpaşa/Güzeloluk,2+1,-8.374983114953391
Muratpaşa/Güzeloluk,3+1,8.646616541353374
Muratpaşa/Güzeloluk,4+1,-6.055900621118012
Muratpaşa/Güzeloluk,5+1,40.74074074074074
Muratpaşa/Güzeloluk,6+1,0.0
Muratpaşa/Kızıltoprak,1+1,3.917282707468612
Muratpaşa/Kızıltoprak,2+1,-1.2681159420289851
Muratpaşa/Kızıltoprak,3+1,0.9472259810554804
Muratpaşa/Kızıltoprak,4+2,0.0
Muratpaşa/Lara,1+1,1.488997343859608
Muratpaşa/Lara,1.5+1,0.0
Muratpaşa/Lara,2+0,0.0
Muratpaşa/Lara,2+1,2.6879342584301282
Muratpaşa/Lara,2+2,0.0
Muratpaşa/Lara,3+1,-1.0514401792708878
Muratpaşa/Lara,3+3,0.0
Muratpaşa/Lara,4+1,-2.2659273695479136
Muratpaşa/Lara,4+2,0.0
Muratpaşa/Lara,5+1,-4.95564323017629
Muratpaşa/Lara,5+2,44.230769230769226
Muratpaşa/Lara,6+1,0.0
Muratpaşa/Lara,6+3,0.0
Muratpaşa/Lara,Stüdyo (1+0),13.780778395552032
Muratpaşa/Meltem,1+1,2.5482279048900853
Muratpaşa/Meltem,2+0,0.0
Muratpaşa/Meltem,2+1,7.792707917864353
Muratpaşa/Meltem,3+1,-2.924475911595124
Muratpaşa/Meltem,Stüdyo (1+0),5.217391304347826
Muratpaşa/Merkez,2+1,-9.560723514211885
Muratpaşa/Merkez,3+1,-2.621861152141798
Muratpaşa/Merkez,4+1,-30.76923076923077
Muratpaşa/Merkez,Stüdyo (1+0),0.0
Muratpaşa/Yenigün,1+1,2.65534332688588
Muratpaşa/Yenigün,2+1,-0.23643182962444234
Muratpaşa/Yenigün,3+1,0.9989021858458035
Muratpaşa/Yenigün,4+1,58.18181818181818
Muratpaşa/Yenigün,Stüdyo (1+0),0.0
Muratpaşa/Çarşı,1+1,3.7759815242494206
Muratpaşa/Çarşı,2+0,0.0
Muratpaşa/Çarşı,2+1,-1.0643959552953584
Muratpaşa/Çarşı,3+1,2.564102564102557
Muratpaşa/Çarşı,4+1,28.278688524590162
Muratpaşa/Çarşı,5+1,0.0
Muratpaşa/Çarşı,Stüdyo (1+0),-8.338461538461535
Serik,1+1,1.971285810789639
Serik,10+1,0.0
Serik,2+0,4.3478260869565215
Serik,2+1,4.060692546662288
Serik,2.5+1,0.0
Serik,3+1,3.508141762452103
Serik,3+2,0.0
Serik,3.5+1,0.0
Serik,4+0,0.0
Serik,4+1,-5.6753362129706195
Serik,5+1,9.534806994391284
Serik,6+1,11.111111111111105
Serik,6+2,0.0
Serik,7+1,0.0
Serik,8+1,0.0
Serik/Belek,1+1,5.5359070927778316
Serik/Belek,10 Üzeri,11.864406779661017
Serik/Belek,2+0,0.0
Serik/Belek,2+1,3.860732837287663
Serik/Belek,2.5+1,-88.88888888888889
Serik/Belek,3+1,-6.05407992342666
Serik/Belek,4+1,5.032234957020054
Serik/Belek,4+2,0.0
Serik/Belek,5+1,17.073170731707325
Serik/Belek,5+2,0.0
Serik/Belek,6+1,0.0
Serik/Belek,7+1,0.0
Serik/Belek,Stüdyo (1+0),0.0
Serik/Köyler,1+1,0.0
Serik/Köyler,2+1,33.33333333333333
Serik/Köyler,3+1,0.0
Serik/Köyler,4+1,-11.481481481481476
Serik/Yukarıkocayatak,2+1,1.0387157695939497
Serik/Yukarıkocayatak,3+1,0.0
Serik/Yukarıkocayatak,4+1,0.0
