Location,Rooms,Inflation(%)
Döşemealtı/Yeşilbayır,4+2,0.0
Döşemealtı/Yeşilbayır,4.5+1,0.0
Döşemealtı/Yeşilbayır,5+1,-11.719745222929937
Döşemealtı/Yeşilbayır,5.5+1,0.0
Döşemealtı/Yeşilbayır,6+1,-15.849673202614383
Döşemealtı/Yeşilbayır,7+1,124.13793103448276
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Yeşilbayır,Stüdyo (1+0),0.0
Döşemealtı/Çığlık,4+1,0.0
Elmalı,2+1,13.636363636363635
Elmalı,3+1,-3.905953735305274
Finike,1+1,3.005008347245409
Finike,1.5+1,0.0
Finike,2+0,11.11111111111111
Finike,2+1,-0.8462030521794762
Finike,3+1,6.876553438276719
Finike/Beldeler,1+1,-3.736377789309802
Finike/Beldeler,2+1,1.1335431539622876
Finike/Beldeler,3+1,-0.681547543641847
Finike/Beldeler,4+1,3.4482758620689653
Gazipaşa,1+1,-0.3129275234695592
Gazipaşa,2+1,1.6665177463390441
Gazipaşa,3+1,-24.70312270928016
Gazipaşa,4+1,0.0
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,3+1,4.779411764705877
Kaş,1+1,9.501965923984269
Kaş,2+1,21.000571102227305
Kaş,3+1,-4.516129032258064
Kaş,4+1,0.0
Kaş,5+1,0.0
Kaş,Stüdyo (1+0),-16.176470588235297
Kaş/Kalkan,1+1,-15.75518601062918
Kaş/Kalkan,2+1,11.852113133638401
Kaş/Kalkan,2.5+1,0.0
Kaş/Kalkan,3+1,-16.95322836841802
Kaş/Kalkan,4+1,7.0487566751323545
Kaş/Kalkan,5+1,0.0
Kaş/Kalkan,5+2,0.0
Kaş/Kalkan,6+1,0.0
Kaş/Kalkan,7+2,0.0
Kaş/Kalkan,Stüdyo (1+0),0.0
Kaş/Köyler,1+1,-2.569141193595335
Kaş/Köyler,2,0.0
Kaş/Köyler,2+1,1.8161180476730903
Kaş/Köyler,2+2,0.0
Kaş/Köyler,2.5+1,0.0
Kaş/Köyler,3+1,-3.532608695652182
Kaş/Köyler,4+1,-5.263157894736842
Kaş/Köyler,5+4,0.0
Kaş/Köyler,Stüdyo (1+0),0.0
Kemer,1+1,38.932046453232886
Kemer,2+1,-18.224195338512754
Kemer,3+1,42.73504273504273
Kemer,3.5+1,0.0
Kemer,4+1,7.25593667546174
Kemer,4+4,0.0
Kemer,4.5+1,0.0
Kemer,5+1,77.51479289940828
Kemer,6+1,0.0
Kemer,Stüdyo (1+0),-0.8264462809917356
Kemer/Göynük,1+1,5.1617873651772035
Kemer/Göynük,1.5+1,0.0
Kemer/Göynük,2+1,14.600550964187327
Kemer/Göynük,3+1,0.0
Kemer/Göynük,4+1,-21.66666666666667
Kemer/Göynük,5+1,0.0
Kemer/Göynük,7+2,0.0
Kemer/Göynük,9+1,0.0
Kemer/Göynük,Stüdyo (1+0),2.7372245142465146
Kemer/Köyler,1+1,0.0
Kemer/Köyler,2+1,-23.84615384615385
Kemer/Köyler,2.5+1,0.0
Kemer/Köyler,3+1,0.0
Kemer/Köyler,Stüdyo (1+0),0.0
Kemer/Tekirova,1+1,4.658385093167706
Kemer/Tekirova,2+1,0.0
Kemer/Tekirova,3+1,-1.8518518518518516
Kemer/Tekirova,Stüdyo (1+0),0.0
Kepez/Ahatlı,1+1,-1.2774865006104479
Kepez/Ahatlı,1.5+1,0.0
Kepez/Ahatlı,2+0,0.0793364473246728
Kepez/Ahatlı,2+1,1.388879530486766
Kepez/Ahatlı,3+0,0.0
Kepez/Ahatlı,3+1,0.979284369114883
Kepez/Ahatlı,4+4,0.0
Kepez/Ahatlı,5+1,-13.66906474820144
Kepez/Ahatlı,5+2,-6.25
Kepez/Ahatlı,Stüdyo (1+0),2.1238364831960896
Kepez/Altınova,3+1,0.0
Kepez/Dokuma,1+1,6.7606254129046475
Kepez/Dokuma,1.5+1,4.761904761904762
Kepez/Dokuma,2+1,-1.5219773529769873
Kepez/Dokuma,2.5+1,0.0
Kepez/Dokuma,3+1,1.5731874145006775
Kepez/Dokuma,4+1,-13.414634146341465
Kepez/Dokuma,5+1,0.0
Kepez/Dokuma,Stüdyo (1+0),-3.888888888888889
Kepez/Duraliler,1+1,2.1169788975021557
Kepez/Duraliler,2+0,5.341880341880339
Kepez/Duraliler,2+1,2.9820113735695717
Kepez/Duraliler,3+1,-8.189097360271814
Kepez/Duraliler,4+1,0.0
Kepez/Duraliler,4+2,-16.19047619047619
Kepez/Duraliler,5+1,0.0
Kepez/Duraliler,6+1,0.0
Kepez/Duraliler,Stüdyo (1+0),3.928733202476221
Kepez/Düdenbaşı,1+1,-0.4010293860798186
Kepez/Düdenbaşı,2+1,0.693391115926324
Kepez/Düdenbaşı,3+1,-2.9695728496196687
Kepez/Erenköy,1+1,2.9087679044229233
Kepez/Erenköy,2+0,11.29032258064516
Kepez/Erenköy,2+1,1.4465914907246369
Kepez/Erenköy,2+2,-13.82978723404255
Kepez/Erenköy,3+0,0.0
Kepez/Erenköy,3+1,-0.19846451808178783
Kepez/Erenköy,4+1,-8.939929328621904
Kepez/Erenköy,5+1,-13.636363636363635
Kepez/Erenköy,Stüdyo (1+0),0.0
Kepez/Köyler,1+1,-31.03448275862069
Kepez/Köyler,2+1,-6.477438136826779
Kepez/Köyler,3+1,-25.217391304347824
Kepez/Köyler,3+2,0.0
Kepez/Köyler,4+1,-11.18110236220472
Kepez/Köyler,4.5+1,0.0
Kepez/Köyler,5+1,0.0
Kepez/Merkez,1+1,3.007501158664807
Kepez/Merkez,2+1,-2.3045267489711887
Kepez/Merkez,3+1,24.615384615384617
Kepez/Merkez,4+1,1.1695906432748495
Kepez/Merkez,5+1,0.0
Kepez/Merkez,Stüdyo (1+0),6.0
Kepez/Sütçüler,1+1,-26.659516854185288
Kepez/Sütçüler,2+1,0.4764936633016356
Kepez/Sütçüler,3+1,2.462589048602618
Kepez/Sütçüler,4+1,-18.235294117647058
Kepez/Sütçüler,4+2,-4.761904761904762
Kepez/Sütçüler,5+1,0.0
Kepez/Varsak,1+1,-1.4262327674229973
Kepez/Varsak,2+0,15.789473684210526
Kepez/Varsak,2+1,0.7010867138686788
Kepez/Varsak,3+1,-0.6516924332279349
Kepez/Varsak,4+1,35.91731266149872
Kepez/Varsak,5+1,0.0
Kepez/Varsak,5+2,-7.142857142857142
Kepez/Varsak,Stüdyo (1+0),0.0
Kepez/Yeniemek,1+1,0.9512184856264885
Kepez/Yeniemek,2+1,-0.1572467819465598
Kepez/Yeniemek,3+1,1.4345898004434623
Kepez/Yeniemek,5+1,8.333333333333332
Kepez/Yeniemek,Stüdyo (1+0),12.5
Konyaaltı/Arapsuyu,1+1,0.16205808101374175
Konyaaltı/Arapsuyu,2+0,42.446043165467614
Konyaaltı/Arapsuyu,2+1,2.309667188732298
Konyaaltı/Arapsuyu,2+2,0.0
Konyaaltı/Arapsuyu,3+1,4.578008029889421
Konyaaltı/Arapsuyu,3+2,6.131805157593123
Konyaaltı/Arapsuyu,4+1,-0.9398984192181332
Konyaaltı/Arapsuyu,4+2,17.88617886178862
Konyaaltı/Arapsuyu,5+1,-1.5653370819422394
Konyaaltı/Arapsuyu,5+2,30.23255813953487
Konyaaltı/Arapsuyu,6+1,1.6129032258064553
Konyaaltı/Arapsuyu,7+1,0.0
Konyaaltı/Arapsuyu,Stüdyo (1+0),11.807732497387661
Konyaaltı/Doyran,2+1,0.0
Konyaaltı/Köyler,1+1,-8.450704225352112
Konyaaltı/Köyler,10 Üzeri,0.0
Konyaaltı/Köyler,2+0,0.0
Konyaaltı/Köyler,2+1,3.1746031746031806
Konyaaltı/Köyler,3+1,52.314814814814824
Konyaaltı/Köyler,3+2,0.0
Konyaaltı/Köyler,4+1,-14.28571428571429
Konyaaltı/Köyler,5+1,0.0
Konyaaltı/Köyler,6+2,0.0
Konyaaltı/Köyler,8+3,0.0
Konyaaltı/Merkez,1+1,0.28541307197752214
Konyaaltı/Merkez,2+0,-1.7241379310344764
Konyaaltı/Merkez,2+1,1.6537387962352545
Konyaaltı/Merkez,3+1,0.4665267086540704
Konyaaltı/Merkez,4+1,-5.333333333333338
Konyaaltı/Merkez,5+1,3.8244514106583116
Konyaaltı/Merkez,Stüdyo (1+0),5.932203389830509
Korkuteli,1+1,4.372093023255807
Korkuteli,2+0,-1.4492753623188406
Korkuteli,2+1,-5.316527865447663
Korkuteli,3+1,0.7001235512149196
Korkuteli,3.5+1,0.0
Korkuteli,5+1,0.0
Korkuteli/Bozova,2+1,30.434782608695656
Korkuteli/Köyler,2+1,26.923076923076923
Korkuteli/Köyler,3+1,-73.91304347826086
Kumluca,1+1,-3.0120481927710983
Kumluca,2+0,-8.823529411764707
Kumluca,2+1,-4.125772446383136
Kumluca,3+1,5.116796440489436
Kumluca,4+1,0.0
Kumluca,Stüdyo (1+0),0.0
Kumluca/Beldeler,1+1,11.11111111111111
Kumluca/Beldeler,2+1,0.0
Kumluca/Beykonak,3+1,0.0
Kumluca/Beykonak,4+1,10.714285714285714
Kumluca/Köyler,1+1,-1.3888888888888888
Kumluca/Köyler,1.5+1,0.0
Kumluca/Köyler,2+1,32.86713286713287
Kumluca/Köyler,3+1,-73.05986696230599
Kumluca/Mavikent,2+1,0.0
Kumluca/Mavikent,4+2,0.0
Kumluca/Mavikent,5+1,0.0
Kumluca/Mavikent,6+1,3.896103896103896
Manavgat,1+1,1.4548740946055465
Manavgat,1.5+1,-4.729729729729734
Manavgat,2+0,9.285714285714286
Manavgat,2+1,2.0314861270546056
Manavgat,2.5+1,-1.9230769230769231
Manavgat,3+1,-9.702297401705925
Manavgat,3+2,-50.0
Manavgat,3.5+1,0.0
Manavgat,4+1,4.587760739566505
Manavgat,4+2,60.0
Manavgat,5+1,7.59493670886076
Manavgat,5+2,0.0
Manavgat,Stüdyo (1+0),4.395354645354638
Manavgat/Ilıca,1+1,-1.570501877773985
Manavgat/Ilıca,2+0,0.0
Manavgat/Ilıca,2+1,-1.6289433377747666
Manavgat/Ilıca,2.5+1,0.0
Manavgat/Ilıca,3+1,3.861868986424154
Manavgat/Ilıca,4+1,-1.3574660633484115
Manavgat/Ilıca,4.5+1,0.0
Manavgat/Ilıca,5+1,-18.00766283524904
Manavgat/Ilıca,6+1,0.0
Manavgat/Köyler,1+1,0.769230769230758
Manavgat/Köyler,2+0,0.0
Manavgat/Köyler,2+1,-1.9793810410916042
Manavgat/Köyler,3+1,-2.217344596526761
Manavgat/Köyler,3+2,0.0
Manavgat/Köyler,4+1,-15.384615384615385
Manavgat/Köyler,4+3,0.0
Manavgat/Köyler,Stüdyo (1+0),0.0
Manavgat/Sarılar,1+1,-18.382352941176475
Manavgat/Sarılar,2+0,14.942528735632186
Manavgat/Sarılar,2+1,-1.3093795027788604
Manavgat/Sarılar,3+1,-0.15975352313573
Manavgat/Sarılar,4+1,0.5882352941176471
Manavgat/Taşağıl,1+1,0.0
Manavgat/Taşağıl,2+1,-21.846153846153847
Manavgat/Taşağıl,3+1,52.244897959183675
Manavgat/Taşağıl,4+1,0.0
Manavgat/Taşağıl,5+1,0.0
Manavgat/Çolaklı,1+1,0.0
Manavgat/Çolaklı,2+1,9.686365675598525
Manavgat/Çolaklı,3+1,-9.090909090909092
Manavgat/Çolaklı,4+1,0.0
Manavgat/Çolaklı,5.5+1,-9.523809523809524
Manavgat/Çolaklı,Stüdyo (1+0),0.0
Muratpaşa/Bahçelievler,1+1,-1.206449430600972
Muratpaşa/Bahçelievler,2+1,6.395986416541728
Muratpaşa/Bahçelievler,3+1,-0.0657998453534877
Muratpaşa/Bahçelievler,4+1,-25.04944620253165
Muratpaşa/Bahçelievler,4+2,-3.7037037037037033
Muratpaşa/Bahçelievler,Stüdyo (1+0),6.0714285714285765
Muratpaşa/Eskisanayi,1+1,2.0787620835205822
Muratpaşa/Eskisanayi,2+1,-2.1913584693627675
Muratpaşa/Eskisanayi,3+1,2.6399776035834286
Muratpaşa/Eskisanayi,4+1,-3.3333333333333335
Muratpaşa/Eskisanayi,5+1,-11.11111111111111
Muratpaşa/Eskisanayi,Stüdyo (1+0),21.153846153846153
Muratpaşa/Fener,1+1,-1.7786896108623749
Muratpaşa/Fener,2+1,7.93786733837112
Muratpaşa/Fener,3+1,-1.3216576723347893
Muratpaşa/Fener,3.5+1,0.0
Muratpaşa/Fener,4+1,2.8441820276497642
Muratpaşa/Fener,4+2,-7.6923076923076925
Muratpaşa/Fener,5+1,0.0
Muratpaşa/Fener,5+2,67.66467065868264
Muratpaşa/Fener,6+1,0.0
Muratpaşa/Fener,Stüdyo (1+0),5.685714285714286
Muratpaşa/Gençlik,1+1,-2.2529069767441774
Muratpaşa/Gençlik,2+1,-0.5263609987019928
Muratpaşa/Gençlik,3+1,4.534996652617078
Muratpaşa/Gençlik,4+1,-8.663967611336032
Muratpaşa/Gençlik,5+1,31.03448275862069
Muratpaşa/Gençlik,Stüdyo (1+0),-3.6437246963562737
Muratpaşa/Güzeloluk,1+1,0.596125186289129
Muratpaşa/Güzeloluk,2+1,-4.811715481171554
Muratpaşa/Güzeloluk,3+1,7.133909557810354
Muratpaşa/Güzeloluk,4+1,-5.3627760252365935
Muratpaşa/Güzeloluk,5+1,35.714285714285715
Muratpaşa/Güzeloluk,6+1,0.0
Muratpaşa/Kızıltoprak,1+1,-0.09493670886076686
Muratpaşa/Kızıltoprak,2+1,-0.2576815983586548
Muratpaşa/Kızıltoprak,3+1,0.7259102730819208
Muratpaşa/Kızıltoprak,4+2,0.0
Muratpaşa/Lara,1+1,-0.1424811187160435
Muratpaşa/Lara,1.5+1,0.0
Muratpaşa/Lara,2+0,0.0
Muratpaşa/Lara,2+1,-0.6827606788258882
Muratpaşa/Lara,3+1,2.0924957711825427
Muratpaşa/Lara,3+3,-4.651162790697675
Muratpaşa/Lara,4+1,-0.3412969283276435
Muratpaşa/Lara,4+2,0.0
Muratpaşa/Lara,5+1,-13.116767608318153
Muratpaşa/Lara,5+2,44.230769230769226
Muratpaşa/Lara,6+1,-2.7210884353741496
Muratpaşa/Lara,6+3,0.0
Muratpaşa/Lara,Stüdyo (1+0),4.694732201895525
Muratpaşa/Meltem,1+1,1.1087125428718363
Muratpaşa/Meltem,2+0,0.0
Muratpaşa/Meltem,2+1,2.773112204747536
Muratpaşa/Meltem,3+1,-2.521581654582175
Muratpaşa/Meltem,Stüdyo (1+0),-7.744107744107749
Muratpaşa/Merkez,2+1,-12.770562770562766
Muratpaşa/Merkez,3+1,-0.14792899408283808
Muratpaşa/Merkez,4+1,0.0
Muratpaşa/Merkez,Stüdyo (1+0),0.0
Muratpaşa/Yenigün,1+1,-9.463398496455245
Muratpaşa/Yenigün,2+1,1.5304502146210734
Muratpaşa/Yenigün,3+1,-0.09014624790217698
Muratpaşa/Yenigün,4+1,10.0
Muratpaşa/Yenigün,Stüdyo (1+0),0.0
Muratpaşa/Çarşı,1+1,2.385986106916337
Muratpaşa/Çarşı,2+0,0.0
Muratpaşa/Çarşı,2+1,6.978489244622313
Muratpaşa/Çarşı,3+1,-0.4203745154774221
Muratpaşa/Çarşı,4+1,6.9306930693069315
Muratpaşa/Çarşı,5+1,0.0
Muratpaşa/Çarşı,Stüdyo (1+0),4.555129842486159
Serik,1+1,-0.9181290586049655
Serik,10+1,-16.666666666666664
Serik,2+0,-2.127659574468085
Serik,2+1,-1.702798423260687
Serik,2.5+1,0.0
Serik,3+1,-0.529270607134915
Serik,3+2,0.0
Serik,4+0,0.0
Serik,4+1,4.099850547319953
Serik,5+1,5.944319036869823
Serik,6+1,0.0
Serik,6+2,0.0
Serik,7+1,0.0
Serik,8+1,0.0
Serik/Belek,1+1,1.5725142882840337
Serik/Belek,10 Üzeri,0.0
Serik/Belek,2+0,0.0
Serik/Belek,2+1,3.6110490655945124
Serik/Belek,2.5+1,-25.0
Serik/Belek,3+1,0.9601536245799356
Serik/Belek,4+1,5.29177668538218
Serik/Belek,4+2,-44.09090909090909
Serik/Belek,5+1,10.344827586206897
Serik/Belek,5+2,0.0
Serik/Belek,6+1,8.108108108108109
Serik/Belek,7+1,0.0
Serik/Belek,Stüdyo (1+0),0.0
Serik/Köyler,1+1,0.0
Serik/Köyler,2+1,5.263157894736842
Serik/Köyler,3+1,0.0
Serik/Köyler,4+1,0.0
Serik/Yukarıkocayatak,2+1,-10.966057441253264
Serik/Yukarıkocayatak,3+1,-2.380952380952381
