kategori,title,price,cart_discount_text,image_urls,product_url,product_id
erkek,Gage Erkek Sneaker Ayakkabı Beyaz,"1.999,99",,https://witcdn.lufian.com/gage-erkek-deri-sneaker-ayakkabi-beyaz-8642-erkek-sneaker-lufian-468388-86-B.jpg | https://witcdn.lufian.com/gage-erkek-deri-sneaker-ayakkabi-beyaz-8642-erkek-sneaker-lufian-468389-86-B.jpg,https://www.lufian.com/gage-erkek-deri-sneaker-ayakkabi-beyaz-8642,8642
erkek,Drake Erkek Mont Lacivert,"4.999,99",,https://witcdn.lufian.com/drake-erkek-mont-lacivert-erkek-mevsimlik-ruzgarlik-mont-lufian-468587-10-B.jpg | https://witcdn.lufian.com/drake-erkek-mont-lacivert-erkek-mevsimlik-ruzgarlik-mont-lufian-468588-10-B.jpg,https://www.lufian.com/drake-erkek-mont-lacivert,10558
erkek,Jaxon Erkek Mont Lacivert,"5.999,99",,https://witcdn.lufian.com/jaxon-erkek-mont-lacivert-erkek-mevsimlik-ruzgarlik-mont-lufian-468731-10-B.jpg | https://witcdn.lufian.com/jaxon-erkek-mont-lacivert-erkek-mevsimlik-ruzgarlik-mont-lufian-468732-10-B.jpg,https://www.lufian.com/jaxon-erkek-mont-lacivert,10561
erkek,Jaxon Erkek Mont Sarı,"5.999,99",,https://witcdn.lufian.com/jaxon-erkek-mont-sari-erkek-mevsimlik-ruzgarlik-mont-lufian-468910-10-B.jpg | https://witcdn.lufian.com/jaxon-erkek-mont-sari-erkek-mevsimlik-ruzgarlik-mont-lufian-468911-10-B.jpg,https://www.lufian.com/jaxon-erkek-mont-sari,10593
erkek,Layer Erkek Mont Gri,"5.999,99",,https://witcdn.lufian.com/layer-erkek-mont-gri-erkek-mevsimlik-ruzgarlik-mont-lufian-468917-10-B.jpg | https://witcdn.lufian.com/layer-erkek-mont-gri-erkek-mevsimlik-ruzgarlik-mont-lufian-468918-10-B.jpg,https://www.lufian.com/layer-erkek-mont-gri,10594
erkek,Brooks Erkek Mont Haki,"4.999,99",,https://witcdn.lufian.com/brooks-erkek-mont-haki-erkek-mevsimlik-ruzgarlik-mont-lufian-468904-10-B.jpg | https://witcdn.lufian.com/brooks-erkek-mont-haki-erkek-mevsimlik-ruzgarlik-mont-lufian-468905-10-B.jpg,https://www.lufian.com/brooks-erkek-mont-haki,10592
erkek,Scott Erkek Mont Açık Gri,"4.999,99",,https://witcdn.lufian.com/scott-erkek-mont-acik-gri-10560-erkek-mevsimlik-ruzgarlik-mont-lufian-470860-10-B.jpg | https://witcdn.lufian.com/scott-erkek-mont-acik-gri-10560-erkek-mevsimlik-ruzgarlik-mont-lufian-470861-10-B.jpg,https://www.lufian.com/scott-erkek-mont-acik-gri-10560,10560
erkek,Drake Erkek Mont Taş,"4.999,99",,https://witcdn.lufian.com/drake-erkek-mont-tas-erkek-mevsimlik-ruzgarlik-mont-lufian-470801-10-B.jpg | https://witcdn.lufian.com/drake-erkek-mont-tas-erkek-mevsimlik-ruzgarlik-mont-lufian-470802-10-B.jpg,https://www.lufian.com/drake-erkek-mont-tas,10627
erkek,Drake Erkek Mont Mavi,"4.999,99",,https://witcdn.lufian.com/drake-erkek-mont-mavi-erkek-mevsimlik-ruzgarlik-mont-lufian-469124-10-B.jpg | https://witcdn.lufian.com/drake-erkek-mont-mavi-erkek-mevsimlik-ruzgarlik-mont-lufian-469125-10-B.jpg,https://www.lufian.com/drake-erkek-mont-mavi,10628
erkek,Troy Erkek Mont Lacivert,"4.999,99",,https://witcdn.lufian.com/troy-erkek-mont-lacivert-erkek-mevsimlik-ruzgarlik-mont-lufian-469130-10-B.jpg | https://witcdn.lufian.com/troy-erkek-mont-lacivert-erkek-mevsimlik-ruzgarlik-mont-lufian-469131-10-B.jpg,https://www.lufian.com/troy-erkek-mont-lacivert,10629
erkek,Troy Erkek Mont Deve Tüyü,"4.999,99",,https://witcdn.lufian.com/troy-erkek-mont-deve-tuyu-erkek-mevsimlik-ruzgarlik-mont-lufian-469136-10-B.jpg | https://witcdn.lufian.com/troy-erkek-mont-deve-tuyu-erkek-mevsimlik-ruzgarlik-mont-lufian-469137-10-B.jpg,https://www.lufian.com/troy-erkek-mont-deve-tuyu,10630
erkek,Jaxon Erkek Mont Gri,"5.999,99",,https://witcdn.lufian.com/jaxon-erkek-mont-gri-erkek-mevsimlik-ruzgarlik-mont-lufian-469142-10-B.jpg | https://witcdn.lufian.com/jaxon-erkek-mont-gri-erkek-mevsimlik-ruzgarlik-mont-lufian-469143-10-B.jpg,https://www.lufian.com/jaxon-erkek-mont-gri,10631
erkek,Layer Erkek Mont Siyah,"5.999,99",,https://witcdn.lufian.com/layer-erkek-mont-siyah-erkek-mevsimlik-ruzgarlik-mont-lufian-470830-10-B.jpg | https://witcdn.lufian.com/layer-erkek-mont-siyah-erkek-mevsimlik-ruzgarlik-mont-lufian-470831-10-B.jpg,https://www.lufian.com/layer-erkek-mont-siyah,10632
erkek,Brooks Erkek Mont Siyah,"4.999,99",,https://witcdn.lufian.com/brooks-erkek-mont-siyah-erkek-mevsimlik-ruzgarlik-mont-lufian-469400-10-B.jpg | https://witcdn.lufian.com/brooks-erkek-mont-siyah-erkek-mevsimlik-ruzgarlik-mont-lufian-469401-10-B.jpg,https://www.lufian.com/brooks-erkek-mont-siyah,10672
erkek,Brooks Erkek Mont Lacivert,"4.999,99",,https://witcdn.lufian.com/brooks-erkek-mont-lacivert-erkek-mevsimlik-ruzgarlik-mont-lufian-469406-10-B.jpg | https://witcdn.lufian.com/brooks-erkek-mont-lacivert-erkek-mevsimlik-ruzgarlik-mont-lufian-469407-10-B.jpg,https://www.lufian.com/brooks-erkek-mont-lacivert,10673
erkek,Scott Erkek Mont Siyah,"4.999,99",,https://witcdn.lufian.com/scott-erkek-mont-siyah-10674-erkek-mevsimlik-ruzgarlik-mont-lufian-470854-10-B.jpg | https://witcdn.lufian.com/scott-erkek-mont-siyah-10674-erkek-mevsimlik-ruzgarlik-mont-lufian-470855-10-B.jpg,https://www.lufian.com/scott-erkek-mont-siyah-10674,10674
erkek,Scott Erkek Mont Lacivert,"4.999,99",,https://witcdn.lufian.com/scott-erkek-mont-lacivert-erkek-mevsimlik-ruzgarlik-mont-lufian-469418-10-B.jpg | https://witcdn.lufian.com/scott-erkek-mont-lacivert-erkek-mevsimlik-ruzgarlik-mont-lufian-469419-10-B.jpg,https://www.lufian.com/scott-erkek-mont-lacivert,10675
erkek,Layer Erkek Mont Lacivert,"5.999,99",,https://witcdn.lufian.com/layer-erkek-mont-lacivert-erkek-mevsimlik-ruzgarlik-mont-lufian-469424-10-B.jpg | https://witcdn.lufian.com/layer-erkek-mont-lacivert-erkek-mevsimlik-ruzgarlik-mont-lufian-469425-10-B.jpg,https://www.lufian.com/layer-erkek-mont-lacivert,10676
erkek,Sılvıa Erkek Basic Gömlek Regular Fit Mavi,"1.999,99",,https://witcdn.lufian.com/silvia-erkek-basic-gomlek-regular-fit-mavi-erkek-klasik-gomlek-lufian-470807-10-B.jpg | https://witcdn.lufian.com/silvia-erkek-basic-gomlek-regular-fit-mavi-erkek-klasik-gomlek-lufian-470808-10-B.jpg,https://www.lufian.com/silvia-erkek-basic-gomlek-regular-fit-mavi,10530
erkek,Pitaya Erkek Keten Gömlek Comfort Fit Koyu Kahve,"2.499,99",,https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-koyu-kahve-erkek-keten-gomlek-lufian-468424-10-B.jpg | https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-koyu-kahve-erkek-keten-gomlek-lufian-468425-10-B.jpg,https://www.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-koyu-kahve,10531
erkek,Pitaya Erkek Keten Gömlek Comfort Fit Gül Kurusu,"2.499,99",,https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-gul-kurusu-10532-erkek-keten-gomlek-lufian-468430-10-B.jpg | https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-gul-kurusu-10532-erkek-keten-gomlek-lufian-468431-10-B.jpg,https://www.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-gul-kurusu-10532,10532
erkek,Veler Erkek Basic Gömlek Regular Fit Beyaz,"1.799,99",,https://witcdn.lufian.com/veler-erkek-basic-gomlek-regular-fit-beyaz-erkek-klasik-gomlek-lufian-468737-10-B.jpg | https://witcdn.lufian.com/veler-erkek-basic-gomlek-regular-fit-beyaz-erkek-klasik-gomlek-lufian-468738-10-B.jpg,https://www.lufian.com/veler-erkek-basic-gomlek-regular-fit-beyaz,10533
erkek,Beck Erkek Gömlek Ceket Siyah,"3.999,99",,https://witcdn.lufian.com/beck-erkek-gomlek-ceket-siyah-erkek-spor-gomlek-lufian-470819-10-B.jpg | https://witcdn.lufian.com/beck-erkek-gomlek-ceket-siyah-erkek-spor-gomlek-lufian-470820-10-B.jpg,https://www.lufian.com/beck-erkek-gomlek-ceket-siyah,10554
erkek,Beck Erkek Gömlek Ceket Lacivert,"3.999,99",,https://witcdn.lufian.com/beck-erkek-gomlek-ceket-lacivert-erkek-spor-gomlek-lufian-468568-10-B.jpg | https://witcdn.lufian.com/beck-erkek-gomlek-ceket-lacivert-erkek-spor-gomlek-lufian-468569-10-B.jpg,https://www.lufian.com/beck-erkek-gomlek-ceket-lacivert,10555
erkek,Cole Erkek Gömlek Ceket Deve Tüyü,"4.999,99",,https://witcdn.lufian.com/cole-erkek-gomlek-ceket-deve-tuyu-erkek-spor-gomlek-lufian-468580-10-B.jpg | https://witcdn.lufian.com/cole-erkek-gomlek-ceket-deve-tuyu-erkek-spor-gomlek-lufian-468581-10-B.jpg,https://www.lufian.com/cole-erkek-gomlek-ceket-deve-tuyu,10557
erkek,Pitaya Erkek Keten Gömlek Comfort Fit Saks,"2.499,99",,https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-saks-10567-erkek-keten-gomlek-lufian-468754-10-B.jpg | https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-saks-10567-erkek-keten-gomlek-lufian-468755-10-B.jpg,https://www.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-saks-10567,10567
erkek,Pitaya Erkek Keten Gömlek Comfort Fit Koyu Yeşil,"2.499,99",,https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-koyu-yesil-erkek-keten-gomlek-lufian-468766-10-B.jpg | https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-koyu-yesil-erkek-keten-gomlek-lufian-468767-10-B.jpg,https://www.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-koyu-yesil,10569
erkek,Cole Erkek Gömlek Ceket Lacivert,"4.999,99",,https://witcdn.lufian.com/cole-erkek-gomlek-ceket-lacivert-erkek-spor-gomlek-lufian-468898-10-B.jpg | https://witcdn.lufian.com/cole-erkek-gomlek-ceket-lacivert-erkek-spor-gomlek-lufian-468899-10-B.jpg,https://www.lufian.com/cole-erkek-gomlek-ceket-lacivert,10591
erkek,Gary Erkek Gömlek Ceket Toprak,"3.999,99",,https://witcdn.lufian.com/gary-erkek-gomlek-ceket-toprak-erkek-spor-gomlek-lufian-468923-10-B.jpg | https://witcdn.lufian.com/gary-erkek-gomlek-ceket-toprak-erkek-spor-gomlek-lufian-468924-10-B.jpg,https://www.lufian.com/gary-erkek-gomlek-ceket-toprak,10595
erkek,Pitaya Erkek Keten Gömlek Comfort Fit Siyah,"2.499,99",,https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-siyah-10566-erkek-keten-gomlek-lufian-468748-10-B.jpg | https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-siyah-10566-erkek-keten-gomlek-lufian-468749-10-B.jpg,https://www.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-siyah-10566,10566
erkek,Pitaya Erkek Keten Gömlek Comfort Fit İndigo,"2.499,99",,https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-indigo-erkek-keten-gomlek-lufian-468760-10-B.jpg | https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-indigo-erkek-keten-gomlek-lufian-468761-10-B.jpg,https://www.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-indigo,10568
erkek,Marco Erkek Basic Gömlek Regular Fit Mavi,"1.799,99",,https://witcdn.lufian.com/marco-erkek-basic-gomlek-regular-fit-mavi-erkek-klasik-gomlek-lufian-470825-10-B.jpg | https://witcdn.lufian.com/marco-erkek-basic-gomlek-regular-fit-mavi-erkek-klasik-gomlek-lufian-470826-10-B.jpg,https://www.lufian.com/marco-erkek-basic-gomlek-regular-fit-mavi,10602
erkek,Pitaya Erkek Keten Gömlek Comfort Fit Mavi,"2.499,99",,https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-mavi-10603-erkek-keten-gomlek-lufian-468974-10-B.jpg | https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-mavi-10603-erkek-keten-gomlek-lufian-468975-10-B.jpg,https://www.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-mavi-10603,10603
erkek,Pitaya Erkek Keten Gömlek Comfort Fit Beyaz,"2.499,99",,https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-beyaz-10604-erkek-keten-gomlek-lufian-468980-10-B.jpg | https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-beyaz-10604-erkek-keten-gomlek-lufian-468981-10-B.jpg,https://www.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-beyaz-10604,10604
erkek,Pitaya Erkek Keten Gömlek Comfort Fit Haki,"2.499,99",,https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-haki-10605-erkek-keten-gomlek-lufian-468986-10-B.jpg | https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-haki-10605-erkek-keten-gomlek-lufian-468987-10-B.jpg,https://www.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-haki-10605,10605
erkek,Verder Erkek Basic Gömlek Regular Fit Mavi,"1.799,99",,https://witcdn.lufian.com/verder-erkek-basic-gomlek-regular-fit-mavi-erkek-klasik-gomlek-lufian-468992-10-B.jpg | https://witcdn.lufian.com/verder-erkek-basic-gomlek-regular-fit-mavi-erkek-klasik-gomlek-lufian-468993-10-B.jpg,https://www.lufian.com/verder-erkek-basic-gomlek-regular-fit-mavi,10606
erkek,Cole Erkek Gömlek Ceket Kahverengi,"4.999,99",,https://witcdn.lufian.com/cole-erkek-gomlek-ceket-kahverengi-erkek-spor-gomlek-lufian-469112-10-B.jpg | https://witcdn.lufian.com/cole-erkek-gomlek-ceket-kahverengi-erkek-spor-gomlek-lufian-469113-10-B.jpg,https://www.lufian.com/cole-erkek-gomlek-ceket-kahverengi,10626
erkek,Gary Erkek Gömlek Ceket Taş,"3.999,99",,https://witcdn.lufian.com/gary-erkek-gomlek-ceket-tas-erkek-spor-gomlek-lufian-469154-10-B.jpg | https://witcdn.lufian.com/gary-erkek-gomlek-ceket-tas-erkek-spor-gomlek-lufian-469155-10-B.jpg,https://www.lufian.com/gary-erkek-gomlek-ceket-tas,10633
erkek,Gary Erkek Gömlek Ceket Lacivert,"3.999,99",,https://witcdn.lufian.com/gary-erkek-gomlek-ceket-lacivert-erkek-spor-gomlek-lufian-469160-10-B.jpg | https://witcdn.lufian.com/gary-erkek-gomlek-ceket-lacivert-erkek-spor-gomlek-lufian-469161-10-B.jpg,https://www.lufian.com/gary-erkek-gomlek-ceket-lacivert,10634
erkek,Peter Erkek Basic Gömlek Regular Fit Mavi,"1.999,99",,https://witcdn.lufian.com/peter-erkek-basic-gomlek-regular-fit-mavi-yeni-sezon-lufian-469202-10-B.jpg | https://witcdn.lufian.com/peter-erkek-basic-gomlek-regular-fit-mavi-yeni-sezon-lufian-469203-10-B.jpg,https://www.lufian.com/peter-erkek-basic-gomlek-regular-fit-mavi,10639
erkek,Marco Erkek Basic Gömlek Regular Fit Yeşil,"1.799,99",,https://witcdn.lufian.com/marco-erkek-basic-gomlek-regular-fit-yesil-erkek-desenli-gomlek-lufian-469208-10-B.jpg | https://witcdn.lufian.com/marco-erkek-basic-gomlek-regular-fit-yesil-erkek-desenli-gomlek-lufian-469209-10-B.jpg,https://www.lufian.com/marco-erkek-basic-gomlek-regular-fit-yesil,10640
erkek,Marco Erkek Basic Gömlek Regular Fit Pembe,"1.799,99",,https://witcdn.lufian.com/marco-erkek-basic-gomlek-regular-fit-pembe-erkek-desenli-gomlek-lufian-469214-10-B.jpg | https://witcdn.lufian.com/marco-erkek-basic-gomlek-regular-fit-pembe-erkek-desenli-gomlek-lufian-469215-10-B.jpg,https://www.lufian.com/marco-erkek-basic-gomlek-regular-fit-pembe,10641
erkek,Marco Erkek Basic Gömlek Regular Fit Mor,"1.799,99",,https://witcdn.lufian.com/marco-erkek-basic-gomlek-regular-fit-mor-erkek-desenli-gomlek-lufian-469220-10-B.jpg | https://witcdn.lufian.com/marco-erkek-basic-gomlek-regular-fit-mor-erkek-desenli-gomlek-lufian-469221-10-B.jpg,https://www.lufian.com/marco-erkek-basic-gomlek-regular-fit-mor,10642
erkek,Pitaya Erkek Keten Gömlek Comfort Fit Lacivert,"2.499,99",,https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-lacivert-10643-erkek-keten-gomlek-lufian-469226-10-B.jpg | https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-lacivert-10643-erkek-keten-gomlek-lufian-469227-10-B.jpg,https://www.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-lacivert-10643,10643
erkek,Pitaya Erkek Keten Gömlek Comfort Fit Bej,"2.499,99",,https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-bej-10644-erkek-keten-gomlek-lufian-469232-10-B.jpg | https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-bej-10644-erkek-keten-gomlek-lufian-469233-10-B.jpg,https://www.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-bej-10644,10644
erkek,Verder Erkek Basic Gömlek Regular Fit Beyaz,"1.799,99",,https://witcdn.lufian.com/verder-erkek-basic-gomlek-regular-fit-beyaz-erkek-klasik-gomlek-lufian-469238-10-B.jpg | https://witcdn.lufian.com/verder-erkek-basic-gomlek-regular-fit-beyaz-erkek-klasik-gomlek-lufian-469239-10-B.jpg,https://www.lufian.com/verder-erkek-basic-gomlek-regular-fit-beyaz,10645
erkek,Chrıs Erkek Basic Gömlek Regular Fit Mavi,"1.799,99",,https://witcdn.lufian.com/chris-erkek-basic-gomlek-regular-fit-mavi-erkek-klasik-gomlek-lufian-469244-10-B.jpg | https://witcdn.lufian.com/chris-erkek-basic-gomlek-regular-fit-mavi-erkek-klasik-gomlek-lufian-469245-10-B.jpg,https://www.lufian.com/chris-erkek-basic-gomlek-regular-fit-mavi,10646
erkek,Flex Erkek Gömlek Ceket Siyah,"3.999,99",,https://witcdn.lufian.com/flex-erkek-gomlek-ceket-siyah-erkek-spor-gomlek-lufian-469382-10-B.jpg | https://witcdn.lufian.com/flex-erkek-gomlek-ceket-siyah-erkek-spor-gomlek-lufian-469383-10-B.jpg,https://www.lufian.com/flex-erkek-gomlek-ceket-siyah,10669
erkek,Flex Erkek Gömlek Ceket Taş,"3.999,99",,https://witcdn.lufian.com/flex-erkek-gomlek-ceket-tas-erkek-spor-gomlek-lufian-469388-10-B.jpg | https://witcdn.lufian.com/flex-erkek-gomlek-ceket-tas-erkek-spor-gomlek-lufian-469389-10-B.jpg,https://www.lufian.com/flex-erkek-gomlek-ceket-tas,10670
erkek,Flex Erkek Gömlek Ceket Toprak,"3.999,99",,https://witcdn.lufian.com/flex-erkek-gomlek-ceket-toprak-erkek-spor-gomlek-lufian-469394-10-B.jpg | https://witcdn.lufian.com/flex-erkek-gomlek-ceket-toprak-erkek-spor-gomlek-lufian-469395-10-B.jpg,https://www.lufian.com/flex-erkek-gomlek-ceket-toprak,10671
erkek,Gary Erkek Gömlek Ceket Siyah,"3.999,99",,https://witcdn.lufian.com/gary-erkek-gomlek-ceket-siyah-erkek-spor-gomlek-lufian-469430-10-B.jpg | https://witcdn.lufian.com/gary-erkek-gomlek-ceket-siyah-erkek-spor-gomlek-lufian-469431-10-B.jpg,https://www.lufian.com/gary-erkek-gomlek-ceket-siyah,10677
erkek,Amber Erkek Basic Gömlek Regular Fit Kahverengi,"1.999,99",,https://witcdn.lufian.com/amber-erkek-basic-gomlek-regular-fit-kahverengi-erkek-klasik-gomlek-lufian-470173-10-B.jpg | https://witcdn.lufian.com/amber-erkek-basic-gomlek-regular-fit-kahverengi-erkek-klasik-gomlek-lufian-470174-10-B.jpg,https://www.lufian.com/amber-erkek-basic-gomlek-regular-fit-kahverengi,10795
erkek,Rıng Erkek Basic Gömlek Regular Fit Bordo,"1.999,99",,https://witcdn.lufian.com/ring-erkek-basic-gomlek-regular-fit-bordo-erkek-klasik-gomlek-lufian-470179-10-B.jpg | https://witcdn.lufian.com/ring-erkek-basic-gomlek-regular-fit-bordo-erkek-klasik-gomlek-lufian-470180-10-B.jpg,https://www.lufian.com/ring-erkek-basic-gomlek-regular-fit-bordo,10796
erkek,Camon Erkek Basic Gömlek Regular Fit Mavi,"1.999,99",,https://witcdn.lufian.com/camon-erkek-basic-gomlek-regular-fit-mavi-erkek-klasik-gomlek-lufian-470185-10-B.jpg | https://witcdn.lufian.com/camon-erkek-basic-gomlek-regular-fit-mavi-erkek-klasik-gomlek-lufian-470186-10-B.jpg,https://www.lufian.com/camon-erkek-basic-gomlek-regular-fit-mavi,10797
erkek,Pitaya Erkek Keten Gömlek Comfort Fit Sarı,"2.499,99",,https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-sari-erkek-keten-gomlek-lufian-470191-10-B.jpg | https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-sari-erkek-keten-gomlek-lufian-470192-10-B.jpg,https://www.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-sari,10798
erkek,Pitaya Erkek Keten Gömlek Comfort Fit Mercan,"2.499,99",,https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-mercan-10799-erkek-keten-gomlek-lufian-470197-10-B.jpg | https://witcdn.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-mercan-10799-erkek-keten-gomlek-lufian-470198-10-B.jpg,https://www.lufian.com/pitaya-erkek-keten-gomlek-comfort-fit-mercan-10799,10799
erkek,Venedıc Erkek Basic Gömlek Regular Fit Siyah,"1.799,99",,https://witcdn.lufian.com/venedic-erkek-basic-gomlek-regular-fit-siyah-erkek-klasik-gomlek-lufian-471392-10-B.jpg | https://witcdn.lufian.com/venedic-erkek-basic-gomlek-regular-fit-siyah-erkek-klasik-gomlek-lufian-471393-10-B.jpg,https://www.lufian.com/venedic-erkek-basic-gomlek-regular-fit-siyah,10914
erkek,Federico Erkek Basic Gömlek Regular Fit Mavi,"1.799,99",,https://witcdn.lufian.com/federico-erkek-basic-gomlek-regular-fit-mavi-erkek-klasik-gomlek-lufian-471439-10-B.jpg | https://witcdn.lufian.com/federico-erkek-basic-gomlek-regular-fit-mavi-erkek-klasik-gomlek-lufian-471440-10-B.jpg,https://www.lufian.com/federico-erkek-basic-gomlek-regular-fit-mavi,10922
